	f_pHep_m_ConvR_1	f_pHep_m_ConvR_2	f_pHep_m_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_ConvR_2	f_pHep_f_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_GF_serum_2	f_pHep_f_GF_serum_3	f_pHep_f_GF_serum__GH_1	f_pHep_f_GF_serum_GH_2	f_pHep_f_GF_serum_GH_3	m_pHep_m_ConvR_1	m_pHep_m_ConvR_2	m_pHep_m_ConvR_3
ENSMUSG00000023949|Tcte1	4	5	0	0	2	1	2	0	2	2	1	2	1	4	0
ENSMUSG00000023951|Vegfa	3326	2296	3387	1919	2453	2389	2377	3088	2891	2633	2905	3003	2381	2811	2419
ENSMUSG00000023952|Gtpbp2	1351	1112	1212	1598	2118	1734	1303	1434	1249	1447	1368	1625	1300	1373	1240
ENSMUSG00000023953|Polh	708	867	954	966	1222	1096	928	938	810	1179	996	1144	411	571	525
ENSMUSG00000023959|Clic5	6	14	19	24	32	24	16	12	19	20	22	23	2	5	8
ENSMUSG00000023960|Enpp5	1087	1189	1064	1595	1744	1597	1330	1238	1045	1555	1231	1679	1669	1747	1556
ENSMUSG00000023961|Enpp4	1808	1926	2061	2784	2986	2485	2105	2118	1900	3080	2592	3223	1817	2153	1925
ENSMUSG00000023963|Cyp39a1	245	167	262	293	271	210	260	257	240	347	225	335	271	263	287
ENSMUSG00000023964|Calcr	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000023965|Fbxl17	525	467	514	601	652	500	500	444	469	679	538	563	436	462	424
ENSMUSG00000023966|Rsph9	19	39	24	40	23	33	29	69	34	32	53	46	39	36	42
ENSMUSG00000023967|Mrps18a	2424	2512	2626	2769	3219	3191	2484	2882	2640	3098	2948	3245	1945	2042	2002
ENSMUSG00000023968|Crip3	3	4	3	3	1	4	0	3	5	5	3	4	2	1	4
ENSMUSG00000023971|Rrp36	1428	1416	1351	1743	2104	2001	1396	1552	1409	1548	1539	1729	1126	1248	1156
ENSMUSG00000023972|Ptk7	22	11	12	16	13	29	21	20	15	34	18	27	30	23	22
ENSMUSG00000023973|Cnpy3	1474	1636	1544	1742	2121	2091	1568	1677	1539	1960	1701	1992	1126	1289	1275
ENSMUSG00000023977|Ubr2	7560	7095	8316	6787	8115	6369	7144	7820	6386	8631	7530	8631	4510	5503	5087
ENSMUSG00000023978|Prph2	1	1	0	1	0	2	1	1	0	2	0	2	0	0	1
ENSMUSG00000023979|Guca1b	19	26	27	20	21	37	27	16	28	42	16	26	18	24	16
ENSMUSG00000023980|Taf8	547	507	550	471	633	612	506	612	514	592	609	617	404	434	397
ENSMUSG00000023982|Guca1a	19	12	27	39	53	41	34	18	18	27	27	56	20	19	22
ENSMUSG00000023984|Gm20517	1884	1917	2093	2232	2512	2506	1957	2162	1820	2366	2288	2585	1544	1820	1535
ENSMUSG00000023987|Pgc	0	2	0	0	2	0	2	0	1	2	1	0	1	0	0
ENSMUSG00000023988|Bysl	2102	2205	2305	2266	2732	2535	2083	2477	2032	2501	2333	2548	1289	1434	1462
ENSMUSG00000023990|Tfeb	261	294	241	321	344	323	251	206	226	298	234	350	198	184	161
ENSMUSG00000023991|Foxp4	1701	1277	1358	1230	1475	1333	1213	1382	1219	1432	1224	1425	865	1021	1053
ENSMUSG00000023992|Trem2	2	7	10	5	6	4	15	10	1	7	4	8	8	2	7
ENSMUSG00000023993|Treml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000023994|Nfya	757	460	621	697	867	755	660	710	601	801	730	817	488	508	473
ENSMUSG00000023995|Tspo2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
ENSMUSG00000023999|Kif6	1	1	0	0	0	1	4	2	1	0	2	1	0	5	0
ENSMUSG00000024002|Brd4	1765	1086	1483	1242	1438	1220	1381	1654	1277	1703	1456	1864	874	965	973
ENSMUSG00000024006|Stk38	4227	3690	4503	4219	4826	4478	4124	4847	4017	5251	4622	5227	3721	4226	3890
ENSMUSG00000024007|Ppil1	969	1139	1199	1119	1319	1220	998	1035	1074	1251	1125	1337	831	872	849
ENSMUSG00000024008|Cpne5	9	19	14	10	18	9	20	11	15	21	13	15	4	10	15
ENSMUSG00000024011|Pi16	6	4	4	7	0	6	0	1	3	4	3	5	4	3	5
ENSMUSG00000024012|Mtch1	1431	1341	1574	1568	1817	1458	1483	1447	1381	1809	1415	1815	1743	1863	1796
ENSMUSG00000024013|Fgd2	2	8	1	1	0	2	1	2	2	3	0	0	2	1	2
ENSMUSG00000024014|Pim1	5571	3406	4668	2115	2641	3032	3565	5502	4758	3372	5254	4896	4203	4328	4293
ENSMUSG00000024018|Ccdc167	181	196	175	235	252	221	207	208	127	204	212	246	184	217	214
ENSMUSG00000024019|Ftsjd2	8450	8832	9310	10086	11614	10643	9069	9504	8378	10544	9938	11225	6951	7963	6998
ENSMUSG00000024026|Glo1	4468	5435	5389	6516	7085	6290	5494	5232	4832	6469	5581	7052	5005	5234	5207
ENSMUSG00000024027|Glp1r	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000024028|Tff2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0
ENSMUSG00000024029|Tff3	55	28	43	45	69	69	42	62	57	41	57	68	913	891	703
ENSMUSG00000024030|Abcg1	9	8	1	7	24	11	7	5	3	2	3	4	11	19	8
ENSMUSG00000024032|Tff1	137	176	205	222	146	89	106	89	124	231	175	261	6	7	11
ENSMUSG00000024033|Rsph1	16	8	7	10	16	14	9	19	16	18	20	15	16	19	19
ENSMUSG00000024034|Tmprss3	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0
ENSMUSG00000024036|Slc37a1	67	68	92	43	75	74	72	67	79	69	65	76	68	85	84
ENSMUSG00000024037|Wdr4	1566	1606	1680	1502	1836	1976	1664	1812	1615	1682	1768	1853	894	1022	996
ENSMUSG00000024038|Ndufv3	961	1031	1079	1305	1554	1223	1010	1010	993	1399	1046	1426	1323	1320	1322
ENSMUSG00000024039|Cbs	896	822	903	1231	1122	1299	855	858	766	1122	819	997	903	1157	906
ENSMUSG00000024041|Cryaa	0	3	2	0	0	1	0	1	0	0	0	0	2	1	0
ENSMUSG00000024042|Sik1	1682	1150	1613	1017	1267	1131	1327	1872	1422	1464	1532	1628	809	921	888
ENSMUSG00000024043|Arhgap28	11	15	18	7	5	9	10	9	13	14	9	16	13	33	11
ENSMUSG00000024044|Epb4.1l3	6	5	3	5	4	9	2	1	0	3	0	7	0	7	15
ENSMUSG00000024045|Akap8	2358	2442	2672	2700	3160	2894	2522	2659	2170	2955	2849	3067	1865	2330	2018
ENSMUSG00000024048|Myl12a	16317	16133	16684	18375	20066	18185	15766	16657	15711	20477	17590	20871	14430	15518	15787
ENSMUSG00000024049|Myom1	506	455	549	726	824	741	596	544	462	777	639	768	430	514	400
ENSMUSG00000024050|Wiz	770	432	504	571	609	537	482	565	465	590	480	543	360	317	349
ENSMUSG00000024052|Lpin2	28937	24105	30952	33010	37302	34432	34359	36132	29437	39113	34264	41897	27868	32412	28847
ENSMUSG00000024053|Emilin2	32	34	41	47	31	42	36	39	36	33	42	52	31	36	36
ENSMUSG00000024054|Smchd1	1884	1864	2244	2672	3072	2613	2278	2316	1907	2893	2410	2836	1503	1910	1585
ENSMUSG00000024055|Cyp4f13	1051	1058	1231	1339	1509	1362	1216	1171	928	1337	1140	1356	1018	1146	961
ENSMUSG00000024056|Ndc80	21	32	35	50	66	55	49	46	44	56	68	59	10	33	27
ENSMUSG00000024059|Clip4	3	7	1	0	3	1	8	10	5	5	3	3	1	10	3
ENSMUSG00000024063|Lbh	34	17	21	24	12	22	26	27	24	22	23	22	24	22	30
ENSMUSG00000024064|Galnt14	10	16	14	3	10	15	12	19	16	18	17	18	18	2	7
ENSMUSG00000024065|Ehd3	56	28	54	49	37	61	44	60	51	69	80	67	42	47	56
ENSMUSG00000024066|Xdh	1747	1578	1958	2488	2809	2270	2013	2300	1920	2905	2233	2841	1292	1604	1402
ENSMUSG00000024067|Dpy30	1843	1849	2003	2105	2453	2386	1850	2105	1991	2280	2134	2600	1673	1614	1576
ENSMUSG00000024068|Spast	2406	2465	2710	2886	3253	3063	2442	2778	2472	2922	2707	3152	1477	1599	1765
ENSMUSG00000024069|Slc30a6	637	666	765	872	959	949	738	835	713	922	860	994	627	767	745
ENSMUSG00000024070|Prkd3	3385	3162	3906	4286	4763	4116	3834	4117	3451	4624	4188	4855	3121	3651	3294
ENSMUSG00000024072|Yipf4	1845	1825	2190	1914	2147	2171	1879	2289	2059	2387	2367	2572	1931	2129	2317
ENSMUSG00000024073|Birc6	11830	11294	14643	15656	18809	13450	14698	14173	10422	21364	14636	16121	8770	11037	9159
ENSMUSG00000024074|Crim1	3933	3540	4235	4679	5028	3993	3936	4871	3485	5099	4076	4570	2368	2641	2494
ENSMUSG00000024076|Vit	0	0	1	3	1	0	0	1	0	5	2	1	3	3	0
ENSMUSG00000024077|Strn	2133	2060	2652	2849	3451	2775	2599	2776	2108	3330	2827	3141	1530	1965	1721
ENSMUSG00000024078|Ttc27	2109	2240	2614	2448	2908	2814	2223	2465	2253	2643	2594	2924	1602	1767	1684
ENSMUSG00000024079|Eif2ak2	3922	4272	4546	5844	6471	5317	4207	4431	3528	5550	4988	5627	3090	3882	3197
ENSMUSG00000024081|Cebpz	6353	5855	6538	6659	7641	8114	6433	7289	6039	6956	7678	8376	4992	5878	5356
ENSMUSG00000024082|2410091C18Rik	403	475	413	682	696	627	484	442	381	505	498	578	352	434	393
ENSMUSG00000024083|Pja2	2000	1885	2169	2718	2891	2332	2217	2224	1794	2568	2345	2991	2504	2671	2586
ENSMUSG00000024084|Qpct	471	461	659	645	726	620	569	615	448	751	620	783	1032	1121	1131
ENSMUSG00000024085|Man2a1	3684	4073	4448	5696	6483	4993	4528	4451	3507	6276	4668	5892	3697	4134	4036
ENSMUSG00000024087|Cyp1b1	3	7	6	0	0	4	3	8	1	4	5	5	0	2	1
ENSMUSG00000024088|4930583I09Rik	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000024091|Vapa	8774	8407	10117	9676	11516	11329	9348	10712	9741	11356	10692	12331	7859	9004	9024
ENSMUSG00000024095|Hnrpll	2634	2642	3058	2742	3216	3032	2739	3115	2638	3290	3126	3619	2218	2591	2275
ENSMUSG00000024096|Ralbp1	3823	3568	4399	3919	4723	4412	4098	4596	3743	4711	4464	4995	3100	3490	3414
ENSMUSG00000024097|Srsf7	2406	2267	2586	2765	3066	3011	2632	2791	2728	3360	2978	3556	2513	2961	2877
ENSMUSG00000024098|Twsg1	2256	2170	2366	3053	3427	2865	2370	2536	2060	2896	2547	3058	2123	2581	2336
ENSMUSG00000024099|Ndufv2	2687	2777	2868	3276	3713	3293	2883	2665	2616	3518	2854	3521	2574	2704	2794
ENSMUSG00000024101|Wash	1611	1495	1582	1518	1931	1764	1625	1780	1573	1777	1519	1959	1232	1234	1249
ENSMUSG00000024104|D6Wsu116e	10134	8689	11688	9198	10667	11056	10998	12942	10385	12694	12219	13895	8278	9795	9156
ENSMUSG00000024105|Themis3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000024107|Lhcgr	1	1	0	1	0	0	1	1	3	1	0	6	0	2	1
ENSMUSG00000024109|Nrxn1	6	1	6	4	3	6	3	7	6	9	5	6	3	11	9
ENSMUSG00000024112|Cacna1h	2	0	4	0	0	0	0	2	2	2	1	3	1	4	1
ENSMUSG00000024114|Prss41	13	3	7	15	18	11	15	14	9	11	28	19	6	6	12
ENSMUSG00000024116|Prss21	3	1	1	1	6	3	0	3	0	2	4	6	2	2	0
ENSMUSG00000024118|1600002H07Rik	389	353	389	433	512	501	380	430	397	441	387	485	342	457	361
ENSMUSG00000024120|Lrpprc	6954	7637	8962	9202	9701	8337	8359	8432	7042	11062	8891	10229	4925	5701	5269
ENSMUSG00000024121|Atp6v0c	963	773	892	1084	1089	973	888	918	883	1173	925	1065	816	784	923
ENSMUSG00000024122|Pdpk1	5348	5117	6338	5898	7343	6362	5790	6083	4914	7510	6209	7160	4146	5022	4006
ENSMUSG00000024124|Prss30	0	1	0	4	1	3	0	4	2	2	1	1	1	0	4
ENSMUSG00000024125|Sbpl	0	1	0	2	1	3	0	4	2	2	1	1	0	0	4
ENSMUSG00000024127|Prepl	938	855	966	1220	1267	1184	1055	1006	811	1152	1119	1349	903	1021	1001
ENSMUSG00000024128|Sbp	5	1	1	1	6	3	0	3	0	2	4	6	2	2	0
ENSMUSG00000024130|Abca3	5168	4585	5430	6422	7108	4779	5227	5582	4027	7353	4956	6219	3361	3937	3722
ENSMUSG00000024131|Slc3a1	64	64	67	60	79	47	55	60	51	90	80	82	120	176	153
ENSMUSG00000024132|Eci1	1455	1723	1411	2330	2546	1870	1470	1341	1228	2064	1597	1999	1307	1323	1451
ENSMUSG00000024134|Six2	0	1	1	0	0	0	2	0	0	2	0	1	0	0	0
ENSMUSG00000024135|Srbd1	696	655	889	834	986	810	790	760	700	987	854	946	521	639	610
ENSMUSG00000024136|Dnase1l2	9	10	14	22	24	19	16	17	5	19	22	11	16	12	16
ENSMUSG00000024137|E4f1	621	567	581	492	614	704	545	605	516	547	590	593	396	447	455
ENSMUSG00000024140|Epas1	495	389	467	779	762	687	500	540	424	743	512	628	811	757	737
ENSMUSG00000024142|Mlst8	406	399	449	522	599	489	426	414	367	575	414	555	343	398	369
ENSMUSG00000024143|Rhoq	9881	9074	10825	9636	11632	9797	9315	9364	8281	11910	10613	12188	8877	9698	9751
ENSMUSG00000024145|Pigf	528	535	593	776	853	859	619	630	578	780	671	720	557	569	501
ENSMUSG00000024146|Cript	1670	1472	1817	1783	2092	2125	1817	1976	1753	1948	2030	2221	1791	1992	2094
ENSMUSG00000024150|Mcfd2	4345	4940	4803	6643	7328	6163	4799	4593	4183	6478	5171	6447	4436	4877	5036
ENSMUSG00000024151|Msh2	1452	1390	1877	1465	1700	1900	1660	1951	1623	2126	1774	2141	1100	1346	1334
ENSMUSG00000024154|Gtf2a1l	0	2	1	0	1	0	1	2	0	1	0	0	0	1	0
ENSMUSG00000024155|Meiob	100	161	153	223	266	178	142	185	112	195	176	205	155	147	138
ENSMUSG00000024158|Hagh	2614	2356	2891	2419	2853	3009	2580	2924	2743	3066	2856	3537	2237	2330	2369
ENSMUSG00000024160|Spsb3	698	668	777	841	960	920	749	867	682	875	809	980	585	693	661
ENSMUSG00000024163|Mapk8ip3	2300	2278	2478	3013	3615	2851	2515	2622	2024	3278	2509	2961	1911	2092	1910
ENSMUSG00000024164|C3	19337	17309	20209	35572	35369	24333	24092	23612	19463	45398	28264	39223	19772	22348	20939
ENSMUSG00000024165|Hn1l	3161	3210	3554	4057	4403	4493	3636	3721	3219	4405	3965	4750	3060	3450	3365
ENSMUSG00000024168|Tmem204	13	10	14	4	7	31	11	30	8	16	9	12	33	16	24
ENSMUSG00000024169|Ift140	587	624	668	784	870	687	624	688	535	845	596	800	346	408	414
ENSMUSG00000024170|Telo2	796	895	917	839	968	860	835	914	754	1040	826	1000	571	678	628
ENSMUSG00000024171|Prss28	0	1	2	2	0	0	0	1	1	3	2	0	2	3	1
ENSMUSG00000024172|St6gal2	2	4	1	0	0	0	0	1	0	4	0	0	0	0	0
ENSMUSG00000024173|Tpsab1	8	32	6	18	16	7	14	13	3	12	17	11	9	13	10
ENSMUSG00000024174|Pot1b	291	325	403	356	457	451	359	427	299	465	410	468	228	331	291
ENSMUSG00000024175|Tekt4	0	1	2	1	0	0	0	1	1	0	0	0	2	3	0
ENSMUSG00000024176|Sox8	0	0	4	0	0	1	0	2	2	1	0	0	1	0	0
ENSMUSG00000024177|Nme4	159	181	197	200	221	261	187	190	182	214	203	236	99	101	103
ENSMUSG00000024180|Tmem8	680	706	681	944	1087	963	738	742	604	878	740	881	600	630	582
ENSMUSG00000024181|Mrpl28	1833	2016	2198	2049	2231	2361	2038	2111	1990	2436	2107	2503	1587	1693	1826
ENSMUSG00000024182|Axin1	2421	1929	2362	2039	2397	2498	2169	2406	2362	2567	2399	2643	1630	1748	1924
ENSMUSG00000024184|Pdia2	3	1	1	0	0	2	2	2	0	0	3	0	1	3	3
ENSMUSG00000024186|Rgs11	6	0	7	7	9	3	8	8	8	8	5	8	4	7	6
ENSMUSG00000024187|Itfg3	3323	3620	4146	4740	5441	3889	3715	4513	2995	5349	3685	4113	2711	3133	2934
ENSMUSG00000024188|Luc7l	2682	2754	3141	3317	3808	4145	2975	3420	2996	3654	3298	3764	2636	3051	2908
ENSMUSG00000024190|Dusp1	10658	10251	9982	10343	12629	10707	8803	8985	8194	8436	8244	8853	9891	10263	9763
ENSMUSG00000024191|Bnip1	750	842	850	1021	1202	1162	819	840	746	1005	920	989	638	661	615
ENSMUSG00000024193|Phf1	501	364	412	360	406	428	395	452	376	407	443	449	487	460	460
ENSMUSG00000024194|Cuta	1217	1010	1033	1023	1260	1278	1041	1090	1113	1244	1101	1384	1002	984	988
ENSMUSG00000024197|Plin3	8492	8314	9053	8785	10341	11166	9523	10700	9494	10180	9994	11952	8007	8461	8097
ENSMUSG00000024201|Kdm4b	723	711	786	821	855	758	700	827	705	842	647	857	627	656	639
ENSMUSG00000024205|Rpl36-ps2	410	422	453	383	497	497	420	496	397	452	440	525	380	394	366
ENSMUSG00000024206|Rfx2	41	37	48	31	57	34	21	30	30	25	34	42	17	12	13
ENSMUSG00000024207|Acsbg2	4	4	0	2	5	3	1	1	5	1	1	4	0	0	4
ENSMUSG00000024208|2900010M23Rik	2513	2867	2570	2525	3036	3084	2542	2422	2412	3108	2548	3000	1847	1785	1974
ENSMUSG00000024209|1700061G19Rik	0	0	1	0	1	0	1	0	0	2	4	2	1	3	0
ENSMUSG00000024210|Ip6k3	2	1	1	3	0	8	1	5	4	0	0	0	0	0	1
ENSMUSG00000024211|Grm8	0	1	3	0	1	0	0	0	0	1	1	0	4	8	4
ENSMUSG00000024212|Mllt1	2275	2088	2151	2031	2456	2434	2038	2201	2059	2361	2259	2563	1346	1373	1265
ENSMUSG00000024213|Nudt3	1364	1493	1384	1497	1759	1694	1363	1462	1358	1672	1632	1821	1065	1125	1219
ENSMUSG00000024215|Spdef	6	0	3	4	1	4	1	3	2	3	2	5	2	2	2
ENSMUSG00000024217|Snrpc	2696	2488	2528	2740	3191	3293	2478	2595	2627	3018	2654	3190	2100	2196	2092
ENSMUSG00000024218|Taf11	1189	1020	1131	1174	1425	1372	942	1183	1056	1361	1249	1363	968	1092	1154
ENSMUSG00000024219|Anks1	1194	1236	1328	1108	1419	1347	1119	1308	1162	1398	1244	1431	978	1008	979
ENSMUSG00000024220|Zfp523	356	272	292	400	425	430	347	322	283	423	346	381	392	339	338
ENSMUSG00000024222|Fkbp5	2038	2617	2267	3241	3606	2534	2263	1896	1720	3029	2339	2638	2341	2464	2578
ENSMUSG00000024223|Armc12	2	3	4	0	6	4	5	2	1	5	5	2	6	2	3
ENSMUSG00000024224|Gm749	0	3	1	0	1	1	0	1	1	1	0	0	0	0	1
ENSMUSG00000024225|Clps	2	0	0	0	6	0	3	4	2	1	2	1	0	1	2
ENSMUSG00000024227|2610034M16Rik	0	0	0	0	2	0	1	1	0	0	0	0	1	3	0
ENSMUSG00000024228|Nudt12	554	672	725	908	1121	884	742	712	663	969	698	1010	945	1174	990
ENSMUSG00000024231|Cul2	3111	3041	3423	4118	4719	4338	3571	3703	3113	4307	3987	4600	2863	3083	2821
ENSMUSG00000024232|Bambi	72	63	79	90	67	93	68	61	62	64	60	78	98	99	88
ENSMUSG00000024233|Lyzl1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000024234|Mtpap	1475	1453	1627	1854	2119	2290	1691	1872	1535	2010	1844	2050	1327	1544	1484
ENSMUSG00000024235|Map3k8	111	119	134	188	187	168	147	172	158	267	225	286	224	278	229
ENSMUSG00000024236|Svil	8476	8342	10161	9166	10847	7589	8410	8935	6664	11547	9265	10259	5115	5960	5456
ENSMUSG00000024238|Zeb1	1986	1890	2393	2643	2971	2360	2397	2538	1945	3508	2859	3251	1603	1976	1761
ENSMUSG00000024240|Epc1	1220	1094	1202	1087	1504	1341	1095	1343	1110	1403	1383	1408	930	1009	938
ENSMUSG00000024241|Sos1	1924	1499	1766	1986	2368	1875	1841	2140	1565	2596	2063	2184	1128	1314	1145
ENSMUSG00000024242|Map4k3	2991	2835	3518	3606	4038	3666	3138	3505	2958	4184	3421	4085	2354	2826	2486
ENSMUSG00000024245|Tmem178	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000024246|Thumpd2	237	254	271	265	366	319	266	283	262	298	265	396	233	243	222
ENSMUSG00000024247|Pkdcc	272	297	259	380	418	363	312	292	320	422	315	436	287	290	285
ENSMUSG00000024248|Cox7a2l	5587	5399	6096	5491	6716	7254	5578	6120	5931	6188	6275	7475	6366	6648	6982
ENSMUSG00000024251|Thada	764	772	854	1116	1368	1000	964	940	668	1367	1007	1157	547	784	521
ENSMUSG00000024253|Dync2li1	84	64	86	105	133	99	66	81	75	92	90	114	81	66	45
ENSMUSG00000024254|Abcg8	115	145	113	165	233	182	122	111	89	133	100	180	117	109	124
ENSMUSG00000024256|Adcyap1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0
ENSMUSG00000024258|Polr2d	798	680	811	841	970	1024	769	878	722	902	868	942	596	600	717
ENSMUSG00000024259|Slc25a46	2820	2843	3316	3179	3512	3400	2925	3386	3152	3496	3495	3995	2657	2999	2789
ENSMUSG00000024260|Sap130	927	682	787	897	927	746	763	888	646	945	786	849	524	606	504
ENSMUSG00000024261|Syt4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3
ENSMUSG00000024266|Adad2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
ENSMUSG00000024268|Celf4	22	5	10	17	21	26	7	19	24	22	14	16	12	20	9
ENSMUSG00000024269|Tpgs2	417	485	494	588	670	683	489	484	401	601	496	643	344	291	347
ENSMUSG00000024270|Slc39a6	2191	2142	2418	2426	3026	2591	2239	2570	2040	2670	2620	2623	2193	2641	2372
ENSMUSG00000024271|Elp2	3999	3973	4411	4759	5073	5167	4151	4610	4136	5055	4510	5761	3769	4217	4151
ENSMUSG00000024273|2700062C07Rik	657	654	683	691	960	1038	733	762	672	737	697	914	611	639	602
ENSMUSG00000024274|Zscan30	3	2	7	4	12	5	7	7	18	14	5	12	1	1	0
ENSMUSG00000024276|Zfp397	1945	1860	2450	2681	3091	2853	2472	2482	1975	2762	2627	2912	1724	2164	1973
ENSMUSG00000024277|Mapre2	550	529	533	704	843	728	617	635	540	806	555	641	309	407	383
ENSMUSG00000024283|Wac	5512	4408	5664	5144	6359	6139	5337	5997	4906	5962	5959	6602	4383	4919	4656
ENSMUSG00000024286|Ccny	3429	3754	4123	3806	4249	3942	3722	3502	3357	4419	4043	4800	3944	4496	4719
ENSMUSG00000024287|Thoc1	2384	2273	2879	3054	3223	3471	2629	2918	2505	3187	3118	3630	2412	2880	2834
ENSMUSG00000024290|Rock1	4550	4135	5772	6084	7242	5866	5388	6023	4484	7231	6155	6838	3990	5067	4393
ENSMUSG00000024292|Cyp4f14	242	247	256	304	327	316	197	214	198	321	213	330	339	386	320
ENSMUSG00000024293|Esco1	2539	2351	2993	2734	3417	3468	2819	3149	2604	3357	3370	3777	2218	2503	2527
ENSMUSG00000024294|Mib1	7419	7340	9296	9510	11302	8885	8644	8429	6990	11216	9375	10389	5961	7573	6623
ENSMUSG00000024295|Cyp4f41-ps	7	9	10	9	11	5	9	13	9	11	17	19	3	5	3
ENSMUSG00000024298|Zfp871	2377	2156	2730	2945	3636	3110	2895	2791	2219	3903	3025	3403	1705	1980	1601
ENSMUSG00000024299|Adamts10	69	98	109	111	113	80	109	111	60	119	80	110	126	118	163
ENSMUSG00000024300|Myo1f	6	1	7	2	0	11	2	15	3	1	4	3	5	2	0
ENSMUSG00000024301|Kifc5b	52	52	60	44	65	48	29	45	48	51	44	47	39	36	27
ENSMUSG00000024302|Dtna	4	3	5	3	1	0	5	3	2	5	1	1	1	4	9
ENSMUSG00000024304|Cdh2	4197	3888	5105	4516	5158	4362	4536	5118	4145	5828	4641	5424	3205	3857	3525
ENSMUSG00000024306|4921528I01Rik	2	6	0	0	2	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000024308|Tapbp	8056	7488	8342	9226	10595	8724	8317	9171	7523	9955	8499	10079	7095	8043	7666
ENSMUSG00000024309|H2-Ke2	1634	1590	1668	1552	1953	1883	1550	1794	1614	1768	1732	1970	1403	1546	1463
ENSMUSG00000024312|Wdr46	2567	2253	2492	2478	2879	2689	2283	2745	2412	3003	2676	3045	1636	1809	1728
ENSMUSG00000024313|Mep1b	0	0	0	0	3	0	3	2	0	0	0	1	0	1	0
ENSMUSG00000024317|Rnf138	613	467	677	701	771	796	649	754	682	713	791	890	644	730	765
ENSMUSG00000024319|Vps52	1406	1579	1550	1817	2207	1777	1515	1749	1509	1996	1640	1987	1124	1234	1218
ENSMUSG00000024325|Ring1	637	591	582	743	863	814	526	662	581	719	612	771	579	597	568
ENSMUSG00000024327|Slc39a7	7212	7750	8036	8371	10167	8949	7769	8170	7503	9018	8091	9510	6731	7350	7061
ENSMUSG00000024330|Col11a2	206	127	159	119	183	175	159	199	130	181	237	191	142	149	136
ENSMUSG00000024331|Dsc2	10213	7177	10531	7221	10696	10322	9945	13283	9673	9609	11548	12187	15140	18571	15857
ENSMUSG00000024334|H2-Oa	0	2	1	0	2	5	2	3	0	2	0	0	0	1	2
ENSMUSG00000024335|Brd2	9302	8261	9078	8760	10830	9903	8755	9251	8655	10038	9974	11198	6970	7868	7573
ENSMUSG00000024338|Psmb8	2107	2087	2261	2659	2795	2606	2370	2140	2079	3055	2315	2941	1758	1959	2018
ENSMUSG00000024339|Tap2	2129	2111	2150	2570	2932	2494	2089	2224	2032	2782	2126	2591	1508	1605	1652
ENSMUSG00000024340|Btnl2	10	7	6	9	13	15	2	9	6	19	9	13	0	5	4
ENSMUSG00000024346|Pfdn1	2882	2981	3310	3308	3622	3611	2943	2982	2901	3854	3540	3969	2700	2886	2914
ENSMUSG00000024347|Psd2	0	0	0	0	5	0	1	1	0	2	4	4	4	3	1
ENSMUSG00000024349|Tmem173	17	17	8	17	18	22	12	19	8	10	9	15	9	11	22
ENSMUSG00000024350|Dnajc18	734	748	749	920	1115	1020	834	885	741	1071	883	1020	681	730	685
ENSMUSG00000024352|Spata24	60	59	54	61	66	98	93	64	66	72	62	120	98	80	87
ENSMUSG00000024353|2010001M09Rik	2	1	0	2	2	4	1	2	2	5	2	1	1	0	2
ENSMUSG00000024354|Slc23a1	41	44	35	61	59	39	24	56	41	43	45	54	88	94	56
ENSMUSG00000024357|Sil1	778	880	910	1121	1321	1166	979	929	847	1127	974	1176	1032	1079	1094
ENSMUSG00000024359|Hspa9	39483	35994	43849	44133	53059	51122	43345	48230	41787	48881	49369	54519	33188	38510	35581
ENSMUSG00000024360|Etf1	19649	18558	22113	21807	24099	24616	20941	23174	20422	24259	24818	27629	16164	19168	18064
ENSMUSG00000024365|Cyp21a1	899	1367	1236	1708	1513	848	989	766	684	1729	924	1173	2297	2277	2552
ENSMUSG00000024366|Gfra3	19	5	3	8	11	4	6	5	16	10	8	3	3	5	5
ENSMUSG00000024369|Rdbp	1655	1484	1581	1516	1813	1956	1510	1664	1651	1810	1687	2025	1360	1408	1541
ENSMUSG00000024370|Cdc23	949	1064	1118	1540	1777	1605	1287	1300	1070	1464	1313	1605	1052	1173	1037
ENSMUSG00000024371|C2	9792	12177	11998	24668	25007	17402	15379	11459	10872	26222	16027	21974	20010	22027	23068
ENSMUSG00000024376|Epb4.1l4a	10	16	4	8	6	6	1	8	2	11	5	7	7	4	3
