Gene_name	Exon_length	Sample_CTR1_WAT_ZT02	Sample_CTR1_WAT_ZT06	Sample_CTR1_WAT_ZT10	Sample_CTR1_WAT_ZT14	Sample_CTR1_WAT_ZT18	Sample_CTR1_WAT_ZT22	Sample_CTR2_WAT_ZT02	Sample_CTR2_WAT_ZT06	Sample_CTR2_WAT_ZT10	Sample_CTR2_WAT_ZT14	Sample_CTR2_WAT_ZT18	Sample_CTR2_WAT_ZT22	Sample_GFM1_WAT_ZT06	Sample_GFM1_WAT_ZT10	Sample_GFM1_WAT_ZT22	Sample_GFM2_WAT_ZT02	Sample_GFM2_WAT_ZT06	Sample_GFM2_WAT_ZT10	Sample_GFM2_WAT_ZT14	Sample_GFM2_WAT_ZT18	Sample_GFM2_WAT_ZT22
ENSMUSG00000036853|Mcoln3	3458	387	1	0	19	1	0	295	47	32	82	248	73	1	0	848	1	437	9	8	0	24
ENSMUSG00000036854|Hspb6	2299	257	228	222	264	204	238	187	232	289	207	227	283	219	285	170	213	202	256	236	232	375
ENSMUSG00000036855|Gjd4	2661	0	0	0	0	0	1	0	0	5	0	0	0	4	2	0	0	1	2	1	0	1
ENSMUSG00000036856|Wnt4	4194	80	80	12	43	31	54	66	98	51	35	54	53	45	43	53	36	45	15	10	42	43
ENSMUSG00000036858|Ptcra	600	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036860|Mrpl55	1027	639	681	460	526	315	429	556	564	560	451	431	536	743	844	581	776	646	586	515	829	1124
ENSMUSG00000036862|Dchs1	11148	455	443	570	494	466	402	511	489	711	476	504	470	388	426	401	621	482	794	263	443	554
ENSMUSG00000036863|Syde2	5495	2161	1534	1327	2320	1326	1340	2009	1432	2384	2229	1594	1429	1854	1989	1730	1056	1837	2136	2682	2571	2229
ENSMUSG00000036864|BC053749	3542	82	51	63	47	62	46	71	58	69	66	68	65	50	40	80	44	81	70	36	60	56
ENSMUSG00000036867|Smad6	3205	562	539	598	514	226	414	384	518	729	384	375	466	454	659	315	508	602	765	311	538	390
ENSMUSG00000036872|Abcc12	6651	1	8	6	10	2	27	14	11	10	5	2	7	46	8	30	16	14	8	6	4	7
ENSMUSG00000036873|2410004B18Rik	1937	410	280	315	336	232	269	396	301	400	291	339	346	386	327	369	456	344	347	318	464	497
ENSMUSG00000036875|Dna2	5878	181	184	229	200	130	148	251	140	218	169	163	212	193	155	206	185	208	194	136	204	157
ENSMUSG00000036879|Phkb	8482	3280	3479	2727	2884	2372	2359	2909	3132	3456	2635	2851	3173	3299	3821	2819	3228	3231	3362	2657	3446	4387
ENSMUSG00000036880|Acaa2	1515	3916	4003	3313	3492	2024	3314	3208	3184	4288	3127	3013	4587	4258	4995	3427	3921	3791	3924	3551	4676	6466
ENSMUSG00000036882|Arhgap33	4280	47	23	18	19	27	37	53	22	34	28	38	35	22	22	77	22	28	24	14	19	21
ENSMUSG00000036885|Arhgef26	7374	141	96	100	80	136	87	141	108	133	102	112	108	120	133	191	153	206	200	111	142	162
ENSMUSG00000036887|C1qa	1040	3913	4256	4105	3719	1968	2798	4849	3302	3921	3396	3691	4011	4737	3238	3031	6977	3809	3193	2629	4757	4453
ENSMUSG00000036890|Gtdc1	9948	486	520	419	441	324	490	531	493	627	423	362	484	606	582	497	554	632	639	453	562	762
ENSMUSG00000036892|Prodh2	2459	9	3	1	6	2	1	30	3	1	2	5	1	2	1	18	1	6	0	37	0	0
ENSMUSG00000036893|Ehmt1	7136	2372	2232	2000	2017	1619	1757	2177	2054	2626	1934	1784	2250	1913	2294	1878	2082	2332	2445	1730	2229	2716
ENSMUSG00000036894|Rap2b	4197	1185	1147	1255	1115	673	1017	1285	1185	1343	1027	921	1049	1157	1430	976	1195	1217	1324	956	1243	1257
ENSMUSG00000036896|C1qc	1931	3291	3527	3573	3244	1667	2440	3989	2781	3269	3047	3151	3464	4149	3007	2821	6238	3268	3011	2481	4041	4091
ENSMUSG00000036898|Zfp157	8782	767	760	623	493	416	572	678	586	781	528	496	751	675	647	647	657	713	672	512	705	839
ENSMUSG00000036899|Trpv5	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036902|Neto2	5610	48	45	52	40	25	38	48	45	67	36	34	33	53	59	42	62	58	76	33	66	80
ENSMUSG00000036904|Fzd8	3346	277	289	232	260	202	233	258	283	341	212	225	338	329	404	247	336	401	375	245	276	386
ENSMUSG00000036905|C1qb	1088	3117	3211	3429	2885	1616	2249	3650	2610	3201	2842	2841	3309	3645	2507	2216	5001	2811	2654	2090	3388	3433
ENSMUSG00000036907|C1ql2	1997	3	5	4	1	3	1	3	3	10	2	3	3	3	1	0	0	2	5	3	0	0
ENSMUSG00000036908|Unc93b1	2841	2583	2632	2896	2351	1343	2034	2852	2370	3038	2290	2141	3073	2590	2177	1926	3739	2457	2355	1695	2295	2813
ENSMUSG00000036912|Piwil4	7736	15	13	2	11	7	7	14	11	13	9	12	11	9	13	10	17	10	2	9	10	24
ENSMUSG00000036913|Trim67	8817	1614	1063	578	543	942	975	929	710	663	956	925	1445	298	281	512	811	301	291	424	893	1123
ENSMUSG00000036915|Kirrel2	3939	0	0	0	0	0	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000036916|Zfp280c	5236	802	729	612	633	449	650	770	712	919	654	502	698	729	891	692	645	877	857	582	757	896
ENSMUSG00000036918|Ttc7	7445	1226	1050	1334	1488	1148	919	1326	1018	1547	1320	1328	1208	1060	1796	991	1415	1258	1747	1224	1539	1297
ENSMUSG00000036921|4930549C01Rik	683	0	0	0	4	0	5	0	0	0	0	0	0	6	0	4	1	0	0	0	0	1
ENSMUSG00000036923|Stox1	3680	79	17	21	14	25	31	90	26	56	48	45	34	31	27	125	39	97	34	12	51	79
ENSMUSG00000036924|Cst13	783	0	3	0	9	1	22	1	0	0	0	0	0	18	0	4	5	0	1	0	0	0
ENSMUSG00000036925|Spt1	635	2	1	0	0	0	2	2	4	0	0	0	3	1	1	0	0	0	1	1	0	1
ENSMUSG00000036928|Stag3	5733	31	27	22	55	16	104	50	22	16	19	13	16	98	13	76	56	25	21	17	16	21
ENSMUSG00000036931|Nfkbid	2346	47	36	73	38	27	23	59	36	59	53	35	70	48	53	30	64	53	53	33	32	39
ENSMUSG00000036932|Aifm1	4006	1795	1920	1154	1280	957	1263	1648	1698	1511	1147	1272	1504	1833	2527	1671	1812	2042	1767	1607	2254	2937
ENSMUSG00000036934|4921524J17Rik	1595	374	368	264	353	227	273	368	307	414	327	264	348	402	472	382	344	420	348	368	465	478
ENSMUSG00000036938|Try5	902	1	1	4	1	4	2	0	1	13	1	13	0	1	2	4	0	0	0	0	0	0
ENSMUSG00000036940|Kdm1a	5945	1489	1445	1264	1217	754	1115	1430	1358	1601	1136	1013	1525	1439	1613	1396	1664	1666	1519	1119	1464	1852
ENSMUSG00000036941|Elac1	4971	752	947	800	763	512	790	735	845	1057	636	604	974	807	956	746	883	900	1013	683	845	983
ENSMUSG00000036943|Rab8b	4743	2368	2322	2272	1893	1310	1917	2635	2139	2600	1845	1934	2362	2355	2066	1822	2832	2320	2130	1403	2151	2395
ENSMUSG00000036944|Tmem71	2931	188	170	204	119	134	155	188	173	276	156	122	169	227	201	141	290	216	207	172	201	288
ENSMUSG00000036948|BC037034	3860	629	535	466	510	518	460	579	521	568	479	564	575	490	429	571	650	570	457	445	560	683
ENSMUSG00000036949|Slc39a12	2996	8	5	9	4	5	4	7	5	11	8	14	7	6	9	2	4	9	5	13	8	2
ENSMUSG00000036951|C130079G13Rik	2789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036955|2510003E04Rik	6625	2009	1743	1647	1746	1249	1361	1756	1496	2002	1578	1591	1841	1703	2108	1654	1965	2019	1788	1590	2064	1972
ENSMUSG00000036957|Lrfn3	3054	40	36	67	52	40	36	53	54	59	38	46	55	22	38	34	46	35	47	33	31	39
ENSMUSG00000036958|Cst11	615	0	0	0	0	0	0	0	1	0	0	0	0	0	0	611	0	0	0	0	0	2
ENSMUSG00000036959|Bcorl1	8516	700	559	684	639	529	430	725	428	783	560	557	549	504	466	345	405	487	800	333	453	402
ENSMUSG00000036960|Clca5	3984	58	48	66	53	81	37	66	83	68	34	57	63	96	128	84	124	124	106	51	100	146
ENSMUSG00000036961|Wnt8b	3376	6	4	2	14	3	7	4	2	10	12	5	5	4	4	5	1	1	8	10	3	11
ENSMUSG00000036962|Gm101	3435	68	21	19	28	24	25	74	30	21	44	83	30	17	17	149	20	125	17	16	18	18
ENSMUSG00000036964|Trim17	8072	487	529	450	577	382	475	597	523	576	422	533	605	660	582	599	691	540	479	459	642	671
ENSMUSG00000036966|Spryd3	2927	873	727	613	586	453	619	914	687	824	576	571	745	858	837	860	1172	872	633	508	973	1266
ENSMUSG00000036968|Cnpy4	2399	652	625	483	520	380	464	606	523	605	472	486	570	512	524	519	759	556	431	387	631	683
ENSMUSG00000036972|Zic4	12259	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036975|Tmem177	3341	529	464	342	431	313	289	410	375	415	335	391	417	441	543	403	465	456	536	427	532	573
ENSMUSG00000036977|Anapc10	2802	319	287	280	259	191	257	368	254	394	216	297	292	314	331	319	391	321	290	212	379	384
ENSMUSG00000036980|Taf6	3779	928	771	678	770	509	620	871	715	892	692	731	825	823	966	767	1067	906	758	599	976	1159
ENSMUSG00000036983|Tfb1m	1987	232	218	183	175	152	208	270	245	264	205	200	243	271	248	232	281	230	211	175	249	368
ENSMUSG00000036985|Zdhhc9	6733	589	513	626	535	429	404	626	436	602	504	538	539	373	392	335	416	324	577	257	367	422
ENSMUSG00000036986|Pml	5571	871	860	864	759	588	682	979	962	924	770	846	853	698	772	658	925	746	866	507	762	864
ENSMUSG00000036989|Trim3	4569	833	686	780	867	573	562	875	627	1034	691	705	842	725	954	685	926	922	1040	701	834	897
ENSMUSG00000036990|Otud4	8096	4671	3854	3642	4163	2999	3214	4560	3469	4983	3846	3609	4145	4414	4505	4090	4169	4903	4520	3721	4758	5019
ENSMUSG00000036992|Nxt1	1116	235	229	174	207	151	205	287	229	260	191	187	251	278	298	273	259	242	197	172	302	368
ENSMUSG00000036995|Asap3	4225	519	520	434	436	230	415	642	520	652	447	367	477	395	340	365	477	553	448	236	491	463
ENSMUSG00000037001|Zfp39	3892	401	468	349	342	278	388	412	431	496	268	308	447	388	417	431	461	446	432	288	426	477
ENSMUSG00000037003|Tenc1	4728	5383	6317	8614	6506	4596	3617	3828	5865	8896	5664	4388	5539	4609	5877	2190	3922	5777	10308	3951	2701	2530
ENSMUSG00000037005|Xpnpep2	4878	340	392	283	238	129	140	332	256	323	222	196	201	249	256	146	257	199	186	129	191	240
ENSMUSG00000037007|Zfp113	6754	506	618	469	417	376	456	450	576	589	412	414	614	535	569	576	561	631	569	432	466	761
ENSMUSG00000037010|Apln	3149	398	239	147	311	204	152	394	258	322	280	247	218	424	541	510	618	476	535	516	1403	1733
ENSMUSG00000037012|Hk1	9931	1003	905	1023	1142	626	1141	1154	925	1220	772	887	933	1089	700	908	1369	960	914	653	934	1077
ENSMUSG00000037013|Ss18	4687	2768	2360	2119	2258	1599	1792	2628	2118	2895	2009	2024	2583	2452	2915	2420	3218	2958	2622	2258	3084	3201
ENSMUSG00000037014|Sstr4	2195	60	84	53	42	65	32	83	88	50	41	73	32	50	46	49	97	63	38	28	41	70
ENSMUSG00000037015|Tmem185b	1788	490	405	413	440	270	330	472	389	517	390	410	410	556	508	488	594	540	516	396	589	597
ENSMUSG00000037016|Frem2	12347	112	31	34	48	19	48	98	55	81	74	41	49	38	35	112	19	80	48	26	18	94
ENSMUSG00000037017|Zscan21	3198	597	486	445	446	273	390	598	471	584	449	422	534	548	590	562	558	621	560	402	562	659
ENSMUSG00000037020|Wdr62	6194	500	538	708	666	495	544	464	444	736	647	448	664	490	666	419	585	564	797	485	597	523
ENSMUSG00000037022|Mmaa	2843	657	568	510	567	563	470	528	579	644	548	617	611	575	754	612	628	637	602	619	921	1066
ENSMUSG00000037025|Foxa2	2370	1	2	4	1	1	1	7	0	0	0	2	0	1	3	3	0	2	0	1	1	3
ENSMUSG00000037028|Gm12800	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037029|Zfp146	2071	1186	976	923	956	647	825	1206	921	1198	842	854	1003	1051	970	1048	1068	1157	994	804	1190	1363
ENSMUSG00000037031|Tspan15	3605	683	731	779	618	548	567	631	709	891	537	619	844	1057	1268	943	1570	1413	1088	794	1170	2492
ENSMUSG00000037032|Apbb1	2530	515	410	357	349	228	302	482	363	522	399	390	454	419	348	453	515	435	360	254	479	514
ENSMUSG00000037033|Clca4	3791	13	21	13	6	10	14	6	2	5	0	1	2	18	12	9	0	8	3	1	5	3
ENSMUSG00000037034|Pax1	4492	0	0	0	2	2	2	1	1	1	0	0	4	2	2	0	0	0	0	0	0	1
ENSMUSG00000037035|Inhbb	4255	743	1047	1789	1582	831	595	1018	873	1736	1178	1452	1292	1663	1604	1173	2290	1720	1715	933	1298	1347
ENSMUSG00000037049|Smpd1	2411	3435	3280	2543	2824	1986	2347	2854	2717	3130	2428	2670	3302	2813	3099	2696	3711	2951	2702	2271	3607	4319
ENSMUSG00000037053|Azgp1	1315	33	34	28	26	27	18	203	7	8	3	5	4	20	31	40	4	19	6	97	11	44
ENSMUSG00000037058|Paip2	3873	3242	3412	2767	2857	2164	2582	3195	2978	3774	2337	2979	3515	3729	4100	3199	3801	3921	3334	2896	3636	4317
ENSMUSG00000037060|Prkcdbp	1035	6983	6786	6292	7104	5552	4582	6194	6167	7339	6365	7563	7375	6531	4498	4688	9838	4131	4854	3952	6280	5915
ENSMUSG00000037062|Sh3glb1	3949	10992	13685	12830	14183	10362	10477	10479	13090	16594	10432	12273	14559	14781	19143	11815	16052	16682	17896	14524	16730	20935
ENSMUSG00000037064|Gm5229	354	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000037070|Rbmxl1	1723	405	332	306	336	201	289	426	374	432	323	329	372	401	422	417	422	443	378	303	445	435
ENSMUSG00000037071|Scd1	4836	613908	944253	546212	809739	469038	433742	590181	750976	810201	560818	624240	758006	884032	1495938	942747	713820	904803	903853	774137	1000424	2620922
ENSMUSG00000037072|Sep15	2232	8394	8839	6812	7302	4699	6853	7922	7479	8783	6395	7282	8799	9286	10099	7846	10001	8370	7614	6976	10653	12292
ENSMUSG00000037075|Rnf139	4893	1891	1829	1448	1534	1013	1423	1837	1643	2137	1425	1493	1770	2065	2121	1920	1896	2069	1795	1444	2078	2371
ENSMUSG00000037085|Trmt12	4133	310	256	235	227	154	196	300	234	305	208	227	317	328	341	287	309	328	292	238	335	359
ENSMUSG00000037086|1110059M19Rik	1110	149	210	413	377	160	149	144	106	409	224	297	308	105	37	38	384	20	98	60	35	19
ENSMUSG00000037089|Slc35b2	2326	1039	921	952	998	521	732	1024	793	1194	905	824	996	1060	1267	965	1149	1152	1044	790	992	1172
ENSMUSG00000037095|Lrg1	1351	5798	4454	3651	4105	3397	3895	4645	2745	4436	5583	3855	5374	2618	2620	2062	4436	2334	3354	2390	3542	3362
ENSMUSG00000037096|Gm9762	444	120	88	80	104	61	69	103	88	110	74	74	90	132	114	91	114	113	100	72	112	114
ENSMUSG00000037098|Rab11fip3	6789	1409	958	931	973	904	743	1249	844	1192	1015	1153	1056	755	807	1298	948	1204	1097	681	831	886
ENSMUSG00000037101|Ttc29	3541	77	1	0	13	0	27	87	17	12	23	49	25	20	0	188	14	121	3	6	0	5
ENSMUSG00000037103|Dcaf15	2320	345	350	277	254	165	279	328	313	347	278	204	353	317	325	341	416	386	304	227	384	534
ENSMUSG00000037104|Socs5	4392	1071	1023	1101	1001	696	833	1169	934	1311	953	922	1043	1162	1193	1002	1263	1273	1208	878	1156	1146
ENSMUSG00000037106|Fer1l6	8354	3	14	1	4	8	1	8	7	6	2	2	13	19	10	14	6	10	5	2	10	24
ENSMUSG00000037108|Zcwpw1	2743	90	93	90	54	68	71	104	74	84	58	58	91	73	99	101	84	96	91	62	119	142
ENSMUSG00000037110|Ralgapa2	20062	12149	11588	8461	9310	9216	8490	10488	13231	10950	9388	8105	9506	12860	18550	12685	9387	14741	16130	10546	15935	21192
ENSMUSG00000037111|Setd7	7987	5907	4536	4662	4926	4123	3474	4811	3783	6762	4380	4888	5688	4190	3970	3509	5078	4173	4463	3199	4572	4871
ENSMUSG00000037112|Sik2	9539	20940	24725	20255	18542	20779	19857	18900	22420	22705	17365	16005	25066	17621	22599	14726	20323	19555	25260	15353	19446	24288
ENSMUSG00000037119|D15Ertd621e	5621	4077	3505	3186	3354	2518	2672	3773	3406	4128	3182	3201	3418	3577	4233	3519	3748	3922	4076	2876	3947	4937
ENSMUSG00000037124|Trim58	2192	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0
ENSMUSG00000037126|Psd	3903	53	44	65	61	48	31	68	61	39	49	64	50	37	48	58	79	49	31	21	57	81
ENSMUSG00000037129|Tmprss13	3674	2	0	1	0	2	3	2	1	9	1	4	1	0	0	0	0	2	2	1	1	3
ENSMUSG00000037130|H2-M10.6	1407	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000037134|Prmt10	5787	1106	832	826	851	620	740	917	830	1039	798	703	952	1082	1203	1002	1050	1125	1042	891	1224	1286
ENSMUSG00000037138|Aff3	10058	524	436	475	389	215	312	505	430	623	391	419	485	392	302	453	336	357	503	253	338	308
ENSMUSG00000037139|Myom3	6038	238	163	179	231	70	145	177	130	380	182	137	208	295	289	213	194	217	221	211	357	270
ENSMUSG00000037140|Tas2r108	894	9	10	7	3	8	6	9	5	4	5	2	8	13	12	14	2	17	4	4	2	14
ENSMUSG00000037143|4930529M08Rik	10780	178	2	1	10	3	11	131	41	23	49	93	46	20	2	395	7	162	5	7	3	23
ENSMUSG00000037145|2210407C18Rik	1399	11	11	8	9	7	15	5	7	5	4	8	5	6	8	5	2	4	4	5	5	7
ENSMUSG00000037148|Arhgap10	3038	1730	1479	1299	1076	839	1059	1271	1222	1553	972	1241	1778	966	880	781	1256	919	970	719	1006	989
ENSMUSG00000037149|Ddx1	2507	3649	3848	2988	3201	1938	2891	3376	3458	3934	2601	2719	3504	4134	4371	3259	3960	4000	3651	2975	3891	5092
ENSMUSG00000037151|Lrrc20	3667	182	157	161	153	105	111	153	129	197	145	158	164	145	134	121	207	128	143	99	162	161
ENSMUSG00000037152|Ndufc1	1489	1094	1232	745	834	568	828	966	997	911	746	808	1010	1413	1650	1223	1232	1301	1067	1161	1592	2197
ENSMUSG00000037157|Il22ra1	2569	68	79	60	34	31	20	57	58	42	44	36	46	46	49	55	59	63	16	15	22	45
ENSMUSG00000037159|Wee2	3028	0	1	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	1	55
ENSMUSG00000037161|Mgarp	2064	8	0	2	1	0	5	5	2	0	2	8	0	1	2	10	4	5	2	0	1	1
ENSMUSG00000037166|Ppp1r14a	531	95	100	62	81	49	165	99	101	113	78	83	130	123	129	112	124	146	98	80	127	200
ENSMUSG00000037167|Spaca5	640	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
ENSMUSG00000037169|Mycn	3292	64	16	18	10	9	13	70	18	23	22	49	18	35	22	112	36	64	30	23	37	29
ENSMUSG00000037171|Nodal	2095	1	3	3	0	1	0	1	2	2	0	0	0	3	1	2	2	1	2	1	3	1
ENSMUSG00000037172|E330009J07Rik	7511	869	794	842	873	567	748	969	748	1210	797	674	971	919	1304	883	945	1138	1312	769	861	1106
ENSMUSG00000037174|Elf2	4486	1848	1708	1596	1568	1144	1377	1750	1541	2208	1452	1429	1786	2015	1967	1602	1977	2152	2032	1527	1895	2219
ENSMUSG00000037185|Krt80	1857	112	103	144	119	106	103	127	92	168	111	159	132	118	76	66	119	73	129	64	75	72
ENSMUSG00000037188|Grhl3	2789	2	1	0	0	0	0	1	0	0	0	0	4	1	0	3	0	2	0	0	0	0
ENSMUSG00000037190|Cyb561d2	1782	256	228	199	222	126	158	242	199	231	203	184	216	221	265	237	301	250	204	159	275	320
ENSMUSG00000037196|Pacrg	9259	76	28	14	42	13	46	68	37	24	29	38	44	47	9	155	31	71	23	9	21	29
ENSMUSG00000037197|Rbm17	2363	1721	1393	1260	1288	869	1199	1561	1437	1825	1171	1196	1644	1556	1877	1436	1844	1870	1590	1267	1752	1980
ENSMUSG00000037202|Prf1	2054	30	34	14	17	12	14	25	26	10	19	12	21	24	21	8	28	23	18	10	33	48
ENSMUSG00000037204|9430023L20Rik	1230	502	398	311	434	248	316	345	384	464	359	323	380	506	470	386	471	465	335	432	451	529
ENSMUSG00000037206|Islr	2354	1122	1038	1100	1015	543	758	1488	1135	1088	807	1053	1052	1158	839	1040	1656	1054	898	666	1161	1726
ENSMUSG00000037210|Fam193a	7522	1939	1890	1787	1713	1484	1369	1863	1716	2148	1526	1537	1819	1764	1833	1527	1709	1924	2230	1318	1790	2131
ENSMUSG00000037211|Spry1	2906	674	568	718	633	671	443	664	492	787	743	751	728	668	789	936	988	1168	889	926	945	1231
ENSMUSG00000037214|Thap1	1328	147	104	108	105	105	90	111	119	127	105	141	134	115	152	130	161	122	122	106	177	197
ENSMUSG00000037216|Lipt1	3273	227	228	237	248	145	201	305	216	260	187	209	218	319	318	245	310	244	292	283	383	473
ENSMUSG00000037217|Syn1	4443	21	11	31	9	16	13	28	9	13	11	12	15	8	5	2	12	0	3	5	4	5
ENSMUSG00000037221|Mospd3	1651	183	122	165	150	178	105	140	110	140	159	132	156	103	95	72	66	86	155	68	85	71
ENSMUSG00000037224|Zfyve28	7344	93	86	166	156	55	112	67	45	216	105	112	149	63	44	38	102	52	80	52	69	56
ENSMUSG00000037225|Fgf2	6315	985	896	982	962	695	639	766	695	1492	895	774	896	772	955	745	1065	898	809	701	794	693
ENSMUSG00000037234|Hook3	13925	9012	8854	7833	8058	6279	6444	8660	8400	11309	7258	7434	8905	9088	10909	8000	8974	10393	10035	7604	9295	10213
ENSMUSG00000037235|Mxd4	3882	7294	6052	5510	6431	4507	4966	6147	5615	7300	5995	5401	6707	6803	7616	6051	7878	6895	6401	6524	7395	8871
ENSMUSG00000037236|Matr3	4472	7050	7027	5323	5469	4192	5302	6870	6527	7888	5099	5172	6208	7330	8011	6644	6836	8389	6845	5912	7621	7924
ENSMUSG00000037239|Spred3	5997	156	181	189	136	99	129	162	159	228	143	114	222	166	159	140	180	184	169	101	156	168
ENSMUSG00000037242|Clic4	6572	15416	14225	12609	12917	12064	13988	12992	11618	14499	10797	14184	18922	11557	10540	10261	17951	11797	11215	10447	14617	15485
ENSMUSG00000037243|Zfp692	1963	213	213	159	148	186	166	190	216	182	148	181	201	182	202	212	249	248	181	156	256	382
ENSMUSG00000037246|H2-M10.5	1383	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037247|Pldi	853	0	0	0	2	0	6	0	0	0	2	0	0	1	0	2	3	0	0	0	0	0
ENSMUSG00000037251|4930444A02Rik	3601	584	488	461	453	302	339	554	404	603	483	427	467	567	516	486	666	518	464	343	561	678
ENSMUSG00000037253|Mex3c	3738	2054	1455	1364	1691	1076	1181	1928	1369	1898	1613	1565	1680	1787	1796	2060	1863	2060	1562	1411	1882	2026
ENSMUSG00000037254|Itih2	3315	113	46	48	36	26	84	369	57	52	38	20	49	107	72	141	32	83	59	163	67	52
ENSMUSG00000037257|Aagab	2600	1459	1365	1218	1192	774	1045	1367	1201	1580	1039	1059	1481	1368	1532	1409	1686	1598	1396	1127	1573	1714
ENSMUSG00000037259|Dzank1	8506	315	167	163	145	129	136	318	146	287	191	256	222	98	160	418	150	276	214	122	178	117
ENSMUSG00000037260|Hgsnat	2679	2656	2721	2105	2499	1581	2180	2489	2529	2721	2172	2179	2632	3026	3416	2615	3144	3146	2918	2427	3487	4049
ENSMUSG00000037262|Kin	1705	388	378	318	331	231	293	343	325	474	301	283	420	427	524	412	412	495	424	314	427	432
ENSMUSG00000037263|1700055N04Rik	1999	8	6	1	10	11	4	2	2	1	2	4	6	13	16	10	8	9	7	7	13	33
ENSMUSG00000037266|D4Wsu53e	3349	8434	9704	7406	7762	7010	7834	7200	9246	10129	7478	7623	10395	8154	10957	9215	10335	11716	10498	10604	10640	14364
ENSMUSG00000037270|4932438A13Rik	27094	9341	9395	7736	7436	6655	7255	8791	8498	9902	6823	7121	9467	8527	9515	8789	8591	9158	10107	6860	8502	11874
ENSMUSG00000037275|Gemin5	7121	1042	874	773	866	650	812	1006	813	1002	765	783	950	795	887	820	1076	886	1006	761	1110	1155
ENSMUSG00000037278|Tmem97	1375	376	295	252	259	147	241	353	234	282	230	231	256	311	372	382	373	320	235	194	354	496
ENSMUSG00000037279|Ovol2	2178	7	2	1	2	0	13	8	1	2	0	3	2	6	0	11	3	7	0	1	0	3
ENSMUSG00000037280|Galnt6	4963	212	135	283	101	119	99	201	120	145	129	192	154	131	66	291	308	178	86	51	117	113
ENSMUSG00000037286|Stag1	11258	4438	3823	3391	3298	2769	3050	4224	3847	4743	3175	3409	3833	4351	4339	3824	4162	4718	4385	3025	4237	4918
ENSMUSG00000037287|Tbcel	6323	1143	992	983	994	574	847	1136	931	1475	926	803	1256	943	1018	1067	977	1207	1132	752	905	1040
ENSMUSG00000037295|Ldlrap1	3829	762	641	837	806	517	606	755	654	1026	759	671	871	897	1063	801	931	1031	1037	782	919	932
ENSMUSG00000037296|Lsm1	2360	703	608	476	544	378	469	671	575	694	507	517	520	774	880	554	739	736	728	522	821	846
ENSMUSG00000037300|Ttc13	10190	2909	2487	2049	2588	1764	2191	2419	2378	3065	2082	2345	3013	2697	2983	2374	3218	2730	2751	2250	3086	3914
ENSMUSG00000037306|Man1c1	5722	993	964	1120	892	588	881	1097	940	1244	835	868	1356	804	709	663	1169	811	969	572	831	793
ENSMUSG00000037307|Banf2	1407	0	2	0	0	0	1	1	0	0	0	0	0	8	0	4	0	0	0	0	0	0
ENSMUSG00000037313|Tacc3	3551	166	139	175	138	89	155	172	104	181	186	129	212	165	202	161	168	145	178	151	204	208
ENSMUSG00000037315|Phf16	5280	443	524	538	439	310	382	446	394	610	360	491	732	517	438	396	457	497	465	289	390	514
ENSMUSG00000037316|Bag4	5838	3684	3961	3549	3391	2373	3052	3660	3437	4484	2591	2628	3570	4574	6108	3321	4369	5792	5522	3323	4041	3981
ENSMUSG00000037318|Traf3ip3	8270	130	109	122	80	57	91	141	154	187	69	76	130	127	120	105	147	108	118	71	96	129
ENSMUSG00000037321|Tap1	5476	954	1133	1151	964	645	909	1382	1296	1234	780	736	1209	1339	1624	885	1617	1390	1532	787	1096	1445
ENSMUSG00000037325|Bbs7	3957	378	259	245	298	162	218	341	259	342	225	300	305	289	363	414	286	391	361	291	388	329
ENSMUSG00000037326|Solh	4326	406	342	373	363	368	288	396	323	347	301	343	375	260	314	329	357	335	381	257	351	374
ENSMUSG00000037331|Larp1	6829	5493	4050	4065	4409	4217	3949	4963	3996	4809	4197	4192	4655	3922	4276	3914	5174	4368	5354	3549	5420	5946
ENSMUSG00000037334|H2-M1	1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000037335|Hand1	1997	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000037336|Mfsd2b	5148	37	43	32	26	28	26	26	20	42	35	27	37	36	44	26	31	41	35	43	29	54
