	Cry_KO_Exon_ZT_02_1	Cry_KO_Exon_ZT_06_1	Cry_KO_Exon_ZT_10_1	Cry_KO_Exon_ZT_14_1	Cry_KO_Exon_ZT_18_1	Cry_KO_Exon_ZT_22_1	Cry_KO_Exon_ZT_02_2	Cry_KO_Exon_ZT_06_2	Cry_KO_Exon_ZT_10_2	Cry_KO_Exon_ZT_14_2	Cry_KO_Exon_ZT_18_2	Cry_KO_Exon_ZT_22_2
ENSMUSG00000006740|Kif5b	3767	3648	4659	3570	3327	3801	2982	2659	4484	4785	3210	3425
ENSMUSG00000006763|Saal1	182	206	215	193	187	198	151	167	192	246	167	229
ENSMUSG00000006777|Krt23	115	113	112	50	66	107	220	73	38	147	91	17
ENSMUSG00000006782|Cnp	467	489	282	413	493	426	397	409	390	442	420	451
ENSMUSG00000006784|Ttc25	12	18	9	10	22	16	7	9	10	13	6	6
ENSMUSG00000006800|Sulf2	687	662	336	602	553	630	656	598	468	623	581	305
ENSMUSG00000006818|Sod2	10128	9520	8256	7656	7860	8400	7694	7594	9161	9547	7553	7720
ENSMUSG00000006850|Tmco6	377	306	152	134	183	191	271	294	211	189	214	230
ENSMUSG00000006906|Stambp	122	115	95	100	105	96	147	113	131	122	112	111
ENSMUSG00000006920|Ezh1	983	976	818	736	678	752	773	804	817	759	717	767
ENSMUSG00000006930|Hap1	58	47	86	70	77	47	83	54	85	46	47	82
ENSMUSG00000006931|Leprel4	23	28	24	32	36	63	33	31	28	42	26	20
ENSMUSG00000006932|Ctnnb1	12465	10950	10964	9966	10817	11083	9846	8253	10310	11306	10177	11167
ENSMUSG00000006941|Eif1b	440	419	523	555	479	446	293	405	617	626	428	506
ENSMUSG00000006958|Chrd	200	171	248	325	237	206	195	209	262	326	230	263
ENSMUSG00000006998|Psmd2	8368	7801	7065	5784	7052	6636	5772	4786	5721	7484	7182	7390
ENSMUSG00000007021|Syngr3	2	4	11	0	10	6	6	2	4	2	6	4
ENSMUSG00000007029|Vars	1809	1648	1532	1676	1839	1434	1284	1395	1865	1858	1612	1656
ENSMUSG00000007030|Vwa7	37	12	19	28	35	17	23	15	6	23	39	19
ENSMUSG00000007033|Hspa1l	4	5	4	10	1	4	2	2	2	5	0	1
ENSMUSG00000007034|Slc44a4	11	16	13	20	19	51	14	17	19	12	10	3
ENSMUSG00000007035|Msh5	42	43	19	43	35	21	27	28	24	40	28	27
ENSMUSG00000007036|Abhd16a	1509	1481	1088	1317	1248	1303	1269	1427	1503	1458	1180	1406
ENSMUSG00000007038|Neu1	1500	1356	1487	1392	1417	1217	1437	1594	1626	1519	1268	1401
ENSMUSG00000007039|Ddah2	93	75	84	127	82	81	74	73	106	110	85	100
ENSMUSG00000007041|Clic1	572	495	477	533	521	584	416	399	474	514	434	504
ENSMUSG00000007050|Lsm2	303	314	219	268	228	270	207	258	264	243	220	274
ENSMUSG00000007080|Pole	224	193	106	82	83	195	127	104	127	90	158	202
ENSMUSG00000007097|Atp1a2	47	38	35	60	57	100	31	62	63	59	51	29
ENSMUSG00000007107|Atp1a4	1	0	2	3	1	1	0	0	1	3	2	0
ENSMUSG00000007122|Casq1	5	3	4	3	2	2	7	7	3	0	3	3
ENSMUSG00000007207|Stx1a	13	30	19	30	17	26	31	15	27	28	22	22
ENSMUSG00000007216|Zfp775	128	98	79	127	71	80	100	119	95	98	80	82
ENSMUSG00000007279|Scube2	0	1	0	1	0	9	0	0	0	0	0	0
ENSMUSG00000007338|Mrpl49	1101	1107	1087	966	1095	1074	860	822	1008	1190	953	1038
ENSMUSG00000007379|Dennd2c	68	43	83	45	45	40	58	41	66	62	40	55
ENSMUSG00000007411|Mark3	2069	1941	2328	1860	1883	1947	1695	1574	2138	2264	1852	1933
ENSMUSG00000007415|Gatad1	2283	2134	2537	2242	2098	2087	1985	2019	2717	2804	2045	2064
ENSMUSG00000007440|Pcdha10	2	0	2	2	4	6	5	1	2	2	2	3
ENSMUSG00000007458|M6pr	5511	5035	4171	4174	4254	4559	4116	4233	4739	5005	4129	4695
ENSMUSG00000007476|Lrrc8a	4133	3919	3713	3820	3729	3378	3478	3842	4322	4305	3407	3703
ENSMUSG00000007564|Ppp2r1a	2689	2394	2057	2172	2259	2269	2021	2139	2154	2355	2088	2303
ENSMUSG00000007570|Fance	257	251	308	260	303	248	238	346	301	305	266	267
ENSMUSG00000007589|Tinf2	440	380	458	303	370	328	382	368	518	430	339	427
ENSMUSG00000007591|Tssk4	8	9	2	7	5	2	6	5	8	3	6	1
ENSMUSG00000007594|Hapln4	287	264	176	572	411	321	169	143	128	536	463	401
ENSMUSG00000007603|Dus3l	523	457	656	449	341	465	481	448	473	503	436	405
ENSMUSG00000007610|Gtpbp3	543	462	421	589	548	509	444	442	513	686	458	499
ENSMUSG00000007613|Tgfbr1	1744	1893	2499	1816	1561	1864	1507	1524	2497	2473	1559	1778
ENSMUSG00000007617|Homer1	924	858	1012	806	842	865	661	538	960	1220	944	881
ENSMUSG00000007646|Rad51c	30	34	64	63	59	47	21	11	43	85	72	41
ENSMUSG00000007655|Cav1	149	143	133	167	204	278	140	170	193	183	158	153
ENSMUSG00000007656|Arpp19	2123	1956	2197	1581	1801	1571	1278	1234	1788	1937	1654	1531
ENSMUSG00000007659|Bcl2l1	996	937	1103	1046	976	906	1093	893	1087	1072	1037	874
ENSMUSG00000007670|Khsrp	1262	1099	1213	1318	1102	1148	1209	1149	1422	1472	1108	1049
ENSMUSG00000007721|Ccdc124	870	722	723	772	954	809	663	585	659	728	804	867
ENSMUSG00000007739|Cct4	3414	3388	2683	3859	3173	2947	2681	2823	3963	4035	3202	2820
ENSMUSG00000007777|0610009B22Rik	497	524	521	503	479	449	295	333	525	660	437	420
ENSMUSG00000007783|Cpt1c	16	16	10	12	7	13	13	18	15	14	11	12
ENSMUSG00000007805|Twist2	0	2	2	3	1	4	3	1	3	1	0	0
ENSMUSG00000007812|Zfp655	1173	1134	1239	923	746	1057	1288	865	1606	1656	799	903
ENSMUSG00000007815|Rhoa	5444	5036	4903	4143	4087	4467	4113	3997	5170	5335	4156	4586
ENSMUSG00000007817|Zmiz1	1175	1042	834	1380	1044	836	901	868	983	1165	1024	851
ENSMUSG00000007827|Ankrd26	360	396	363	346	343	366	308	275	424	459	294	311
ENSMUSG00000007833|Aldh16a1	2158	2291	2253	2174	2000	1953	1984	2271	2462	2493	2096	2144
ENSMUSG00000007836|Hnrnpa0	1700	1559	1626	1464	1248	1297	1357	1614	2144	1838	1222	1412
ENSMUSG00000007837|Prrg2	696	631	682	576	615	576	568	577	685	760	627	681
ENSMUSG00000007850|Hnrnph1	3022	2835	3829	2680	2717	2598	2320	2013	3659	3845	2686	2564
ENSMUSG00000007867|Ift43	89	73	49	57	61	67	68	81	74	86	55	69
ENSMUSG00000007872|Id3	1096	1039	2570	2430	1282	1020	1977	1240	2648	2782	1285	1299
ENSMUSG00000007880|Arid1a	1040	1100	1171	1105	1100	957	920	1031	1323	1153	1038	1119
ENSMUSG00000007888|Crlf1	0	0	1	0	4	1	0	0	0	0	3	0
ENSMUSG00000007891|Ctsd	14731	15311	12032	11668	11709	10870	10575	10653	12396	12883	11088	11325
ENSMUSG00000007892|Rplp1	10566	9999	8781	12877	11583	9595	10019	10928	10797	9386	9873	12127
ENSMUSG00000007908|Hmgcll1	4	3	0	2	9	10	1	3	6	1	3	0
ENSMUSG00000007946|Phox2a	2	2	0	1	4	0	0	1	0	0	1	1
ENSMUSG00000007950|Abhd8	279	273	484	546	458	301	220	301	418	445	331	329
ENSMUSG00000007987|Rabl5	91	75	78	80	87	105	77	82	81	89	99	91
ENSMUSG00000007989|Fzd3	10	15	7	9	3	10	5	11	12	6	6	9
ENSMUSG00000008028|1700008O03Rik	3	2	2	2	1	4	2	1	1	2	3	1
ENSMUSG00000008035|Mid1ip1	2163	2914	1430	5209	3226	2722	1043	1062	2578	4111	2971	2585
ENSMUSG00000008036|Ap2s1	1762	1473	1625	1635	1749	1511	1558	1532	1586	1660	1589	1736
ENSMUSG00000008090|Fgfrl1	1026	1320	952	849	746	761	1118	1380	1328	1069	750	997
ENSMUSG00000008129|4930432K21Rik	12	7	3	3	5	2	2	6	1	4	2	4
ENSMUSG00000008136|Fhl2	11	18	3	27	12	18	14	11	31	19	17	16
ENSMUSG00000008140|Emc10	1872	1817	1773	1664	1538	1465	1437	1378	1582	1640	1494	1683
ENSMUSG00000008153|Clstn3	190	386	82	194	277	148	93	170	116	223	303	196
ENSMUSG00000008167|Fbxw9	876	862	561	1087	795	661	588	579	706	924	807	660
ENSMUSG00000008193|Spib	59	40	14	13	36	35	14	29	53	15	34	35
ENSMUSG00000008200|Fnbp4	918	1062	1520	885	996	887	948	1015	1543	1256	852	931
ENSMUSG00000008206|Lass4	151	157	183	109	128	143	155	161	171	102	121	118
ENSMUSG00000008226|Scrn3	2495	2482	2436	1997	2037	2241	1855	1959	2166	2946	2066	2134
ENSMUSG00000008301|Phax	723	674	781	654	580	631	568	632	853	822	552	612
ENSMUSG00000008305|Tle1	2711	2284	2661	1258	1791	2126	2234	1562	2219	2265	1955	2578
ENSMUSG00000008307|1700109H08Rik	33	23	36	13	23	14	14	19	16	16	9	18
ENSMUSG00000008318|Relt	34	14	15	17	17	22	24	16	22	17	22	32
ENSMUSG00000008333|Snrpb2	539	440	422	400	350	430	318	399	558	549	353	437
ENSMUSG00000008348|Ubc	12495	9604	3537	7774	7907	7001	7151	6132	5327	8703	6003	5697
ENSMUSG00000008373|Prpf31	726	595	617	667	749	694	480	453	678	834	673	743
ENSMUSG00000008384|Sertad1	217	202	348	223	299	198	199	159	336	252	267	212
ENSMUSG00000008393|Carhsp1	3543	3630	2367	2428	2797	2781	2574	2586	2549	2912	2680	2678
ENSMUSG00000008398|Elk3	552	467	421	480	406	453	468	430	480	562	328	473
ENSMUSG00000008429|Herpud2	1012	1029	1144	767	788	804	952	902	1185	1079	790	852
ENSMUSG00000008435|Rdh13	386	514	554	661	453	383	309	436	784	870	342	399
ENSMUSG00000008438|Adam21	4	6	7	1	1	7	4	3	5	2	4	2
ENSMUSG00000008450|Nutf2	274	273	220	307	247	307	209	204	285	302	276	302
ENSMUSG00000008461|Fut1	0	0	0	0	4	0	1	0	3	3	2	0
ENSMUSG00000008475|Arpc5	2794	2604	2507	2192	2221	2310	2078	2228	2484	2843	2085	2386
ENSMUSG00000008482|Rnf151	0	0	2	3	0	0	0	0	1	1	0	1
ENSMUSG00000008496|Pou2f2	28	24	16	27	15	21	11	6	9	17	21	22
ENSMUSG00000008540|Mgst1	106688	119344	70455	87460	90752	89077	77977	78323	89840	104362	91205	94197
ENSMUSG00000008575|Nfib	7046	6621	5119	3866	4961	5388	6198	6594	7453	5785	4967	5163
ENSMUSG00000008601|Rab25	6	8	2	15	6	25	7	6	6	4	11	1
ENSMUSG00000008604|Ubqln4	1300	1183	1622	1753	1581	1129	1028	989	1567	1851	1381	1229
ENSMUSG00000008658|Rbfox1	2	0	3	0	0	1	0	1	1	1	1	2
ENSMUSG00000008668|Rps18	7464	6951	7982	8544	7657	7132	6698	6914	9446	7928	6819	7495
ENSMUSG00000008682|Rpl10	10251	10050	11011	10461	9356	10101	8925	8481	12540	11567	8699	9884
ENSMUSG00000008683|Rps15a	2859	2687	2998	2959	2590	2629	2368	2275	3589	3012	2611	2845
ENSMUSG00000008690|Ncaph2	1938	1825	1815	1741	1707	1658	1673	1596	1830	1999	1663	1733
ENSMUSG00000008730|Hipk1	3616	3696	4053	3082	3439	3016	3330	3152	4154	4042	3201	3297
ENSMUSG00000008734|Gprc5b	21	25	30	25	31	31	18	34	36	27	13	14
ENSMUSG00000008763|Man1a2	3040	2991	3499	2404	2403	2746	2475	2311	3513	3433	2537	2604
ENSMUSG00000008822|Acyp1	219	209	202	164	191	224	191	183	202	235	181	181
ENSMUSG00000008845|Cd163	846	774	795	823	909	744	934	675	1058	731	764	794
ENSMUSG00000008855|Hdac5	2267	1929	1759	2019	2245	1512	1892	1978	1588	1772	1819	1442
ENSMUSG00000008859|Rala	1061	925	1130	858	866	895	851	785	1167	1183	841	932
ENSMUSG00000008892|Vdac3	2409	2212	1952	1841	1905	2088	1637	1567	2320	2313	1883	1930
ENSMUSG00000008932|Slc1a7	3	1	1	0	2	4	0	1	2	0	1	0
ENSMUSG00000008958|Vps72	477	456	461	388	361	354	407	413	479	443	344	368
ENSMUSG00000008976|Gabpa	3400	3353	3075	1693	1926	2642	2583	2523	3128	2744	2016	2520
ENSMUSG00000008999|Bmp7	36	66	33	46	44	54	37	34	42	68	61	56
ENSMUSG00000009013|Dynll1	440	403	453	974	809	618	250	209	497	699	797	587
ENSMUSG00000009030|Pdcl	1310	1198	1324	1170	948	1179	964	801	1185	1622	1001	1024
ENSMUSG00000009035|Tmem184b	580	562	389	469	562	462	487	449	464	514	489	556
ENSMUSG00000009073|Nf2	1262	1333	1244	1585	1374	1262	1070	1003	1195	1620	1379	1262
ENSMUSG00000009075|Cabp7	3	0	1	1	1	3	2	0	0	0	4	0
ENSMUSG00000009076|Zmat5	135	123	87	117	135	173	143	150	100	151	151	182
ENSMUSG00000009079|Ewsr1	4083	3702	3839	3449	3258	3432	3374	3705	4087	3899	3472	3598
ENSMUSG00000009090|Ap1b1	3103	2739	2374	2931	3080	3069	2346	2281	2522	3017	3145	3116
ENSMUSG00000009092|Derl3	30	24	163	59	45	53	105	29	20	187	253	249
ENSMUSG00000009097|Tbx1	2	0	2	3	1	1	1	0	0	0	2	1
ENSMUSG00000009108|Gnat2	92	46	18	57	57	84	49	22	12	73	77	73
ENSMUSG00000009112|Bcl2l13	1656	1549	1865	1408	1388	1335	1602	1600	2015	1851	1320	1390
ENSMUSG00000009115|1700027D21Rik	4	4	1	12	20	5	3	1	2	7	10	6
ENSMUSG00000009145|Dqx1	367	355	293	344	241	296	354	461	279	346	270	265
ENSMUSG00000009185|Ccl8	7	4	5	2	2	4	3	1	7	4	2	0
ENSMUSG00000009207|Lnp	375	369	248	212	209	256	208	208	302	258	208	289
ENSMUSG00000009246|Trpm5	10	0	12	16	10	36	9	9	8	12	10	8
ENSMUSG00000009248|Ascl2	3	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000009281|Rarres2	15739	13710	10129	15420	13929	13909	14157	14571	13885	15559	12814	13280
ENSMUSG00000009291|Pttg1ip	8545	8384	6833	6482	6456	6885	6663	6961	7548	7874	6590	6297
ENSMUSG00000009292|Trpm2	536	402	501	384	429	295	350	355	422	380	267	410
ENSMUSG00000009293|Ube2g2	918	933	1103	1892	1174	918	639	752	1023	1850	1116	934
ENSMUSG00000009350|Mpo	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000009376|Met	7443	7005	6066	4356	5716	5945	7299	6973	6755	5684	5489	5725
ENSMUSG00000009378|Slc16a12	5743	5410	4675	4356	4132	4183	5411	4542	5538	4303	4411	4731
ENSMUSG00000009394|Syn2	4	5	7	2	4	4	5	6	6	5	2	2
ENSMUSG00000009406|Elk1	205	198	318	175	221	195	210	214	223	208	148	182
ENSMUSG00000009418|Nav1	354	263	272	288	270	239	242	250	365	312	243	274
ENSMUSG00000009470|Tnpo1	6295	6292	6241	3634	4567	4882	5527	4494	5952	5438	4483	4949
ENSMUSG00000009535|Rnmt	685	585	755	440	646	577	521	504	645	773	591	657
ENSMUSG00000009545|Kcnq1	107	84	73	115	124	141	95	73	114	90	105	94
ENSMUSG00000009549|Srp14	1076	863	844	913	799	880	743	762	928	1032	844	874
ENSMUSG00000009551|6330409D20Rik	0	2	1	0	1	1	0	0	0	0	0	0
ENSMUSG00000009555|Cdk9	915	857	1226	796	828	779	907	909	1139	1027	766	882
ENSMUSG00000009563|Tor2a	1090	1055	1126	1042	989	952	1057	1145	1250	1167	915	1119
ENSMUSG00000009566|Fpgs	5191	4830	4047	4503	4242	4497	4872	5156	3732	4241	5065	4775
ENSMUSG00000009569|Mkl2	1553	1432	1535	873	1357	1125	1708	1161	1310	968	1411	1254
ENSMUSG00000009575|Cbx5	2689	2783	2487	2520	2347	2696	2247	2178	2815	3079	2457	2577
ENSMUSG00000009585|Apobec3	148	116	105	75	113	108	95	108	129	78	81	104
ENSMUSG00000009614|Sardh	59666	55890	37655	49944	42272	47427	48638	54169	46101	53478	43654	43695
ENSMUSG00000009621|Vav2	2304	2042	2166	1832	2248	2077	2086	2013	2181	2146	1969	2385
ENSMUSG00000009628|Tex15	1	0	1	0	0	1	1	0	4	0	1	0
ENSMUSG00000009630|Ppp2cb	1266	1250	1667	1124	1160	1184	1131	1335	1770	1426	984	1114
ENSMUSG00000009633|G0s2	1418	883	1672	5271	1900	418	904	2404	924	3199	2138	1439
ENSMUSG00000009640|Dmap1	520	443	394	387	369	416	373	398	393	378	366	478
ENSMUSG00000009646|Pla2g12b	1320	1111	1099	1007	1045	1237	1145	1076	1181	1246	1203	1226
ENSMUSG00000009647|Ccdc109a	933	851	693	481	589	711	725	638	734	552	556	728
ENSMUSG00000009654|Oit3	1958	1767	1503	1400	1386	1474	1757	1364	1758	1449	1174	1596
ENSMUSG00000009670|Tex11	1	0	0	1	0	0	2	0	0	1	0	0
ENSMUSG00000009681|Bcr	1642	1700	1642	1694	1871	1671	1488	1400	1682	1977	1739	1658
ENSMUSG00000009687|Fxyd5	133	80	99	85	107	130	112	104	98	103	94	113
ENSMUSG00000009731|Kcnd1	8	3	5	7	8	7	2	9	5	14	6	9
ENSMUSG00000009733|Tfcp2	296	342	281	422	292	329	256	295	344	419	288	311
ENSMUSG00000009734|Pou6f2	0	2	1	0	2	0	2	0	0	2	0	0
ENSMUSG00000009739|Pou6f1	315	286	221	267	284	246	274	349	399	324	240	245
ENSMUSG00000009741|Ubp1	2428	2651	2893	2033	2200	2075	1977	2172	2877	2845	2132	2083
ENSMUSG00000009772|Nuak2	550	438	803	808	472	399	390	486	730	657	541	628
ENSMUSG00000009828|Ick	700	556	618	645	697	590	480	484	443	915	732	531
ENSMUSG00000009863|Sdhb	7480	7682	5258	6750	6128	6481	5580	6176	7010	7231	5786	5580
ENSMUSG00000009876|Cox4i2	3	3	1	3	3	2	4	5	2	2	3	1
ENSMUSG00000009894|Snap47	2804	2592	2031	2616	2981	2858	2075	2436	2151	2991	2707	3059
ENSMUSG00000009905|Kdsr	1341	1191	1396	1122	859	958	1113	1322	1935	1646	908	927
ENSMUSG00000009907|Vps4b	3008	2870	2536	1961	1863	2334	2277	2215	2779	2729	1995	2201
ENSMUSG00000009927|Rps25	5963	5727	5974	5957	5824	5822	5383	5384	6918	6478	5349	6167
ENSMUSG00000009995|Taz	1330	1339	1378	1249	1160	1151	1143	1284	1429	1433	1124	1087
ENSMUSG00000010021|Kif19a	22	16	17	7	17	16	19	23	13	7	6	16
ENSMUSG00000010025|Aldh3a2	18638	17993	11117	9614	10601	9767	16125	14517	13893	15123	10860	8659
ENSMUSG00000010044|Zmynd10	5	6	12	15	13	4	4	4	12	10	4	7
ENSMUSG00000010045|Tmem115	1090	997	1358	1164	1077	1009	929	1044	1391	1475	983	1118
ENSMUSG00000010047|Hyal2	1323	1324	1538	1483	1300	1283	1575	1632	1633	1621	1382	1363
ENSMUSG00000010048|Ifrd2	1562	1504	1821	1596	1863	1437	1241	1172	1418	1623	1773	1692
ENSMUSG00000010051|Hyal1	2396	1970	2849	3252	2769	2720	2530	2010	2739	3735	3146	2569
ENSMUSG00000010054|Tusc2	1013	987	1380	1189	1147	1042	947	995	1407	1365	996	1133
ENSMUSG00000010057|Nprl2	489	481	678	514	652	528	420	442	581	603	595	528
ENSMUSG00000010064|Slc38a3	59760	57695	29174	33482	31594	42117	44960	45087	35815	40484	33257	42399
ENSMUSG00000010067|Rassf1	287	299	538	316	303	253	265	254	419	458	279	248
ENSMUSG00000010080|Epn3	7	4	7	16	4	30	4	5	10	15	7	7
ENSMUSG00000010095|Slc3a2	1168	1160	1380	1284	1171	980	928	1171	1459	1448	1109	1190
ENSMUSG00000010097|Nxf1	1304	1224	1499	1441	1319	1148	1058	972	1566	1868	1144	1122
ENSMUSG00000010110|Stx5a	1993	1824	2005	2310	1564	1992	1537	1488	1946	3171	1489	1676
ENSMUSG00000010122|Slc47a1	7345	8070	4953	5641	5151	5248	5507	5694	5054	6210	5001	5183
ENSMUSG00000010142|Tnfrsf13b	24	20	9	4	16	23	13	12	14	14	8	18
ENSMUSG00000010154|Spire2	2	3	0	6	6	7	3	4	4	5	1	4
ENSMUSG00000010175|Prox1	4446	5970	5407	5371	4977	3796	3418	5780	4147	4138	4009	3816
ENSMUSG00000010205|Raver1	582	489	616	568	694	468	509	521	686	668	554	634
ENSMUSG00000010277|2610507B11Rik	10129	9297	8261	9245	9340	9870	8273	8881	9946	11244	8741	9445
ENSMUSG00000010290|AI597479	586	640	565	458	497	601	495	457	575	675	551	595
ENSMUSG00000010307|Tmem86a	350	211	217	169	222	164	233	278	245	209	163	180
ENSMUSG00000010311|Optc	1	1	0	0	0	3	2	0	3	1	1	1
ENSMUSG00000010342|Tex14	51	34	39	41	30	35	24	13	21	30	22	40
ENSMUSG00000010358|Ifi35	977	618	580	780	831	873	627	605	674	892	883	923
ENSMUSG00000010362|Rdm1	275	267	268	243	248	267	247	327	297	306	274	281
ENSMUSG00000010376|Nedd8	1689	1458	1585	1418	1594	1471	1318	1250	1475	1549	1460	1708
ENSMUSG00000010392|Gosr1	1750	1575	1708	1480	1298	1615	1485	1350	1706	1666	1261	1446
ENSMUSG00000010406|Mrpl52	809	687	682	799	897	741	656	750	791	771	727	793
ENSMUSG00000010453|Kansl3	1982	2062	2398	1434	1602	1547	1949	1944	2296	1971	1516	1716
ENSMUSG00000010461|Eya4	9	13	20	12	17	10	12	19	24	15	8	14
ENSMUSG00000010476|Ebf3	2	4	2	0	0	2	3	1	3	1	1	1
ENSMUSG00000010492|Gm16119	11	9	18	13	17	12	9	14	12	12	19	18
ENSMUSG00000010517|Faf1	2144	1912	2035	1551	1671	1796	1595	1644	1962	1899	1672	1723
ENSMUSG00000010538|Tsacc	67	53	55	49	46	60	53	48	57	54	65	46
ENSMUSG00000010554|Mettl16	657	720	706	744	689	767	551	496	688	891	695	728
ENSMUSG00000010592|Dazl	4	4	1	0	0	3	2	0	0	1	1	2
ENSMUSG00000010601|Apol7a	5315	5261	2413	3649	3832	4984	3979	3602	2821	4026	4816	4275
ENSMUSG00000010607|Pigyl	303	408	429	386	378	378	370	343	475	392	358	389
ENSMUSG00000010608|Rbm25	3567	3123	3159	2169	2578	2889	2480	2252	3052	3469	2449	2790
ENSMUSG00000010609|Psen2	8459	8873	4100	7173	7658	6701	5620	6578	4560	5994	7059	6185
ENSMUSG00000010651|Acaa1b	40847	48206	19840	29482	26810	26481	40574	42681	45337	42338	27589	19423
ENSMUSG00000010660|Plcd1	24	16	23	32	22	22	24	19	14	39	13	13
ENSMUSG00000010663|Fads1	23219	21126	10622	15815	15233	16302	14663	16364	19160	18686	14567	17275
ENSMUSG00000010721|Lmbr1	290	323	330	282	219	277	249	287	352	339	252	311
ENSMUSG00000010751|Tnfrsf22	22	14	14	21	21	19	16	19	11	25	9	27
ENSMUSG00000010755|Cars	1211	1004	1046	770	899	892	923	701	1059	1180	703	995
ENSMUSG00000010760|Phlda2	9	7	15	57	23	13	1	4	21	39	20	8
ENSMUSG00000010796|Asz1	1	1	0	0	1	0	3	7	0	0	0	0
ENSMUSG00000010797|Wnt2	242	135	256	288	132	152	223	136	220	254	140	151
ENSMUSG00000010830|Kdelr3	7	10	5	10	13	22	4	9	3	15	6	6
ENSMUSG00000010841|1700006E09Rik	2	2	7	1	4	1	1	2	1	5	4	2
ENSMUSG00000010911|Apip	410	487	281	369	372	466	331	403	325	418	399	414
ENSMUSG00000010914|Pdhx	1240	1232	1305	1275	1212	1158	842	871	1200	1503	1274	1077
ENSMUSG00000010936|Vac14	1777	1749	1158	1484	1446	1432	1576	1522	1431	1522	1487	1470
ENSMUSG00000011008|Mcoln2	18	17	16	3	15	21	20	11	22	12	15	8
ENSMUSG00000011034|Slc5a1	60	80	63	102	74	56	69	77	95	87	67	46
ENSMUSG00000011096|Akt1s1	1357	1261	1460	1214	1290	1244	1418	1366	1527	1282	1194	1355
ENSMUSG00000011114|Tbrg1	1448	1165	1226	1579	1383	1377	1043	1152	1212	1931	1474	1150
ENSMUSG00000011148|Adssl1	579	626	307	568	503	502	603	605	626	664	477	448
ENSMUSG00000011158|Brf1	793	769	865	629	642	630	765	730	889	749	625	676
ENSMUSG00000011179|Odc1	3828	2934	3913	4904	4861	4743	2479	2181	3209	5026	5055	4924
ENSMUSG00000011254|Thg1l	106	67	91	75	57	96	97	77	117	79	71	105
ENSMUSG00000011256|Adam19	107	91	87	92	100	108	89	97	111	126	89	79
ENSMUSG00000011257|Pabpc4	2024	1858	2329	2929	2600	2150	1904	2206	2436	2533	2307	2520
ENSMUSG00000011263|Exoc3l2	343	262	207	264	287	278	252	223	310	316	253	245
ENSMUSG00000011267|Zfp296	8	21	7	28	10	24	7	11	7	20	23	9
ENSMUSG00000011305|Plin5	1204	1144	1522	2473	1619	1323	1087	1267	1783	2065	1629	1370
ENSMUSG00000011306|Sugp1	392	306	404	533	371	337	321	366	367	479	325	313
ENSMUSG00000011382|Dhdh	7935	8454	5700	5937	5139	6168	7396	7481	8024	7803	5668	5523
ENSMUSG00000011427|Zfp790	476	602	730	650	453	558	460	468	800	1117	453	588
ENSMUSG00000011463|Cpb1	0	3	0	3	4	1	0	1	0	93	0	0
ENSMUSG00000011589|Fsd1	0	0	0	3	1	2	0	1	0	1	0	0
ENSMUSG00000011658|Fuz	376	407	438	414	422	392	400	355	394	512	339	363
ENSMUSG00000011751|Spnb4	6	2	5	2	5	6	2	2	4	7	1	5
ENSMUSG00000011752|Pgam1	2191	2046	1648	1485	1555	1749	1232	1154	1480	1826	1418	1359
ENSMUSG00000011831|Evi5	10029	10054	9463	4890	6995	7475	7712	6940	9228	8365	6802	7167
ENSMUSG00000011832|Evi5l	309	269	271	213	279	271	267	313	267	253	242	308
ENSMUSG00000011837|Snapc2	388	306	366	291	280	333	390	357	389	320	268	336
ENSMUSG00000011877|Git1	385	315	397	350	427	373	402	421	488	422	349	398
ENSMUSG00000011884|Gltp	130	87	96	88	109	119	83	84	116	105	67	117
ENSMUSG00000011958|Bnip2	1851	1741	2174	1594	1586	1700	1629	1612	1994	2104	1717	1712
ENSMUSG00000011960|Ccnt1	1408	1589	2092	2067	1597	1465	1082	1186	2516	2653	1658	1593
ENSMUSG00000012017|Scarf2	186	165	136	180	193	151	178	170	183	161	134	156
ENSMUSG00000012042|4930579F01Rik	1	1	0	1	0	0	0	8	0	4	4	0
ENSMUSG00000012076|Brms1l	176	168	220	168	155	149	172	167	215	178	180	168
ENSMUSG00000012114|Med15	634	539	498	603	546	451	591	549	581	581	432	550
ENSMUSG00000012117|Dhdds	1136	887	749	1071	899	993	605	709	659	1135	1034	1044
ENSMUSG00000012123|Aim1l	133	273	59	205	88	146	178	118	180	112	135	134
ENSMUSG00000012126|Ubxn11	10	5	9	3	6	13	18	2	2	5	14	7
ENSMUSG00000012187|Mogat1	11	16	11	3	2	2	6	6	5	14	5	8
ENSMUSG00000012211|Tex22	0	0	9	5	2	1	1	1	2	2	3	2
ENSMUSG00000012296|Tjap1	243	158	208	169	241	186	224	193	238	205	193	219
ENSMUSG00000012350|Ehf	69	58	48	81	56	261	53	65	63	84	52	33
ENSMUSG00000012405|Rpl15	3443	3299	2995	3665	3249	3212	2794	2932	3641	3484	3012	3541
ENSMUSG00000012422|Tmem167	2376	1944	2521	2341	2033	2344	1444	1296	2110	3103	2115	2348
ENSMUSG00000012428|Steap4	4273	3643	5724	4939	6767	6924	4282	3605	6033	6206	5254	7114
ENSMUSG00000012429|2810021B07Rik	475	432	516	270	315	346	362	416	390	404	348	368
