ovary_CV1	ovary_CV2	ovary_CV3	ovary_CV4	ovary_GF1	ovary_GF2	ovary_GF3	ovary_GF4	ovary_GF5	testis_CV1	testis_CV2	testis_CV3	testis_CV4	testis_GF1	testis_GF2	testis_GF3
ENSMUSG00000031119|Gpc4	700	736	589	657	734	472	642	688	707	154	143	158	184	164	148	128
ENSMUSG00000031125|3830403N18Rik	5	4	17	6	22	6	6	14	14	117	117	101	126	95	112	88
ENSMUSG00000031129|Slc9a9	194	247	159	190	193	152	210	141	226	57	71	41	69	50	33	52
ENSMUSG00000031130|Brs3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031131|Vgll1	1	0	2	5	2	2	3	11	4	19	25	17	13	3	21	22
ENSMUSG00000031132|Cd40lg	0	0	1	1	1	0	0	4	2	3	3	5	2	1	2	1
ENSMUSG00000031133|Arhgef6	941	1048	950	960	1186	762	915	1048	1087	1475	1494	1520	1564	1343	1323	1285
ENSMUSG00000031134|Rbmx	1963	1907	1681	1867	2414	1564	1801	1986	2200	295	307	303	315	257	297	272
ENSMUSG00000031137|Fgf13	22	27	15	20	18	17	33	23	40	12	6	7	16	4	13	10
ENSMUSG00000031138|F9	0	0	3	0	0	1	4	1	3	0	1	0	2	1	0	0
ENSMUSG00000031139|Mcf2	48	45	42	35	62	28	37	46	58	261	259	280	329	295	280	342
ENSMUSG00000031142|Cacna1f	2	1	2	0	0	0	0	0	0	2	1	1	4	1	5	7
ENSMUSG00000031143|Ccdc22	286	290	236	256	277	272	280	294	332	60	55	47	47	54	56	61
ENSMUSG00000031144|Syp	46	56	33	56	45	53	64	44	48	8	8	10	10	8	18	8
ENSMUSG00000031145|Prickle3	217	198	168	187	189	180	179	160	240	19	10	10	14	13	18	14
ENSMUSG00000031146|Plp2	367	477	384	382	472	415	384	328	621	26	38	22	27	24	18	30
ENSMUSG00000031147|Magix	45	42	23	17	28	23	24	25	29	1	3	0	4	0	2	1
ENSMUSG00000031148|Gpkow	630	577	464	532	549	494	544	546	677	202	223	211	200	197	234	243
ENSMUSG00000031149|Praf2	251	255	219	223	231	211	248	239	276	17	12	10	15	8	30	22
ENSMUSG00000031150|Ccdc120	101	150	105	101	135	88	94	80	126	23	23	23	24	28	35	26
ENSMUSG00000031153|Gripap1	382	418	348	418	434	353	443	320	433	531	582	588	578	524	496	543
ENSMUSG00000031154|Otud5	1298	1254	1201	1298	1474	1250	1324	1293	1544	539	492	460	532	467	462	480
ENSMUSG00000031155|Pim2	61	49	39	69	52	36	60	59	94	40	44	42	38	45	46	54
ENSMUSG00000031156|Slc35a2	308	331	288	333	341	295	270	237	340	141	126	122	124	133	138	126
ENSMUSG00000031157|Pqbp1	476	499	452	457	566	441	542	514	527	73	77	68	84	80	99	85
ENSMUSG00000031158|Timm17b	366	411	331	334	493	342	397	378	480	299	294	311	331	274	301	298
ENSMUSG00000031160|Eras	0	0	0	1	0	1	0	0	0	0	10	1	5	2	7	3
ENSMUSG00000031161|Hdac6	639	631	566	605	608	612	689	718	794	1323	1406	1402	1540	1389	1528	1439
ENSMUSG00000031162|Gata1	43	47	48	56	36	34	90	68	86	147	197	168	196	136	190	216
ENSMUSG00000031163|Glod5	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0
ENSMUSG00000031165|Was	40	40	46	52	56	34	52	28	28	2	4	5	7	6	1	5
ENSMUSG00000031166|Wdr13	1623	1621	1304	1500	1828	1430	1413	1378	1686	1167	1230	1151	1176	1047	1099	1075
ENSMUSG00000031167|Rbm3	1852	2433	1931	1880	2228	2072	1945	1684	1700	484	452	451	448	402	485	393
ENSMUSG00000031168|Ebp	418	420	307	350	474	437	358	336	445	251	287	225	248	273	277	263
ENSMUSG00000031169|Porcn	216	165	136	134	156	732	151	119	253	127	111	110	109	88	97	98
ENSMUSG00000031170|Slc38a5	636	501	644	767	835	467	718	676	786	276	249	283	259	263	259	250
ENSMUSG00000031171|Ftsj1	348	280	298	301	438	317	291	302	338	85	94	66	97	67	96	75
ENSMUSG00000031173|Otc	4	2	9	6	8	6	2	8	1	2	2	0	2	1	0	4
ENSMUSG00000031174|Rpgr	349	300	255	334	308	228	283	313	366	1832	1850	1869	1892	1649	1780	1733
ENSMUSG00000031176|Dynlt3	1475	1773	1331	1568	1452	1205	1213	1230	1413	644	609	659	612	577	615	663
ENSMUSG00000031179|3830417A13Rik	0	1	0	1	0	1	0	0	0	393	388	400	429	330	429	400
ENSMUSG00000031181|Ctag2	1	0	0	0	0	0	1	0	0	1296	1562	1531	1494	1143	1119	1097
ENSMUSG00000031182|4930447F04Rik	0	0	0	0	0	0	0	0	0	148	159	163	143	93	121	124
ENSMUSG00000031189|Aff2	1054	1177	1298	1323	1143	800	1263	1666	1155	58	63	110	76	64	91	88
ENSMUSG00000031194|4931400O07Rik	0	0	0	0	0	0	0	0	0	79	87	97	88	65	70	81
ENSMUSG00000031196|F8	512	421	444	526	533	386	532	498	502	147	123	116	147	117	127	110
ENSMUSG00000031197|Vbp1	702	767	632	722	741	592	578	711	590	195	188	177	240	202	220	214
ENSMUSG00000031198|Fundc2	736	904	694	850	757	661	719	627	824	118	95	91	130	94	93	80
ENSMUSG00000031200|Mtcp1	557	558	536	585	488	391	543	557	457	77	61	70	101	66	68	87
ENSMUSG00000031201|Brcc3	731	839	752	739	690	673	648	702	695	102	110	118	146	81	102	96
ENSMUSG00000031202|Rab39b	59	54	64	51	64	64	79	83	52	7	5	8	8	14	16	10
ENSMUSG00000031204|Asb12	1	3	1	2	1	3	1	1	3	185	229	212	226	218	261	242
ENSMUSG00000031207|Msn	2257	2462	1937	2092	2204	3168	2202	1855	2559	149	146	170	161	112	136	138
ENSMUSG00000031209|Heph	4042	4978	4811	5582	4748	3549	5789	6732	4924	90	59	42	57	45	50	48
ENSMUSG00000031210|Gpr165	75	68	54	72	110	94	91	116	137	2	2	5	1	2	2	0
ENSMUSG00000031212|Pgr15l	0	3	6	8	4	2	4	2	0	2	0	0	2	2	0	0
ENSMUSG00000031214|Ophn1	1181	1192	1119	990	1111	932	1146	1010	1410	1073	1139	1086	1184	979	933	921
ENSMUSG00000031216|Stard8	535	550	483	555	587	437	542	562	577	255	268	320	298	272	284	328
ENSMUSG00000031217|Efnb1	974	768	642	927	892	1058	852	765	731	296	313	244	227	269	284	318
ENSMUSG00000031220|Awat2	15	11	23	12	21	20	14	19	17	70	69	66	72	45	64	67
ENSMUSG00000031221|Igbp1	1280	1194	1099	1176	1484	1050	1150	1057	1167	170	158	140	166	136	156	157
ENSMUSG00000031224|Magee2	16	11	5	6	19	8	16	22	9	1	0	0	1	2	1	0
ENSMUSG00000031226|2610029G23Rik	549	603	538	601	603	510	535	631	537	244	232	229	269	218	286	279
ENSMUSG00000031227|Magee1	144	163	130	155	122	136	144	128	160	100	96	119	120	123	133	92
ENSMUSG00000031229|Atrx	9893	8596	8521	8503	9678	7666	8034	8722	9744	820	790	846	901	715	824	803
ENSMUSG00000031230|Fgf16	20	38	29	37	3	44	34	10	21	0	0	0	0	0	2	1
ENSMUSG00000031231|Cox7b	1149	1565	1202	1321	1405	1172	1254	1126	1320	150	154	141	166	149	165	174
ENSMUSG00000031232|Magt1	1875	1890	1696	1864	2033	1631	1743	1797	1975	309	307	278	329	269	304	285
ENSMUSG00000031233|Pgk2	1	1	1	1	0	1	1	0	1	24528	24575	26432	25368	23223	23941	23774
ENSMUSG00000031239|Itm2a	766	712	665	767	646	485	711	644	736	48	38	41	35	46	24	29
ENSMUSG00000031241|Tbx22	0	0	0	0	1	0	2	2	0	174	193	200	211	187	177	163
ENSMUSG00000031242|2610002M06Rik	633	661	606	679	652	544	557	617	749	124	159	158	211	190	169	193
ENSMUSG00000031245|Hmgn5	80	112	91	102	106	103	107	89	142	96	78	98	100	71	96	95
ENSMUSG00000031246|Sh3bgrl	3538	3978	3394	3705	3110	2740	2998	3082	3605	302	346	313	357	248	258	317
ENSMUSG00000031250|Tnmd	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000031253|Srpx2	236	261	229	290	243	173	260	288	315	23	26	27	26	21	26	23
ENSMUSG00000031255|Sytl4	1604	1430	1530	1718	1726	1215	1495	1971	1971	398	463	448	469	407	498	423
ENSMUSG00000031256|Cstf2	1336	1331	1255	1321	1425	1116	1195	1409	1355	2423	2567	2469	2425	2242	2400	2300
ENSMUSG00000031257|Nox1	13	17	15	16	18	18	19	15	28	14	5	9	5	10	12	8
ENSMUSG00000031258|Xkrx	3	15	5	7	6	14	10	7	16	0	1	4	4	3	5	4
ENSMUSG00000031262|Cenpi	157	126	113	149	217	103	145	190	198	389	379	430	380	324	396	357
ENSMUSG00000031264|Btk	28	58	57	34	38	28	56	17	48	0	16	5	5	4	6	11
ENSMUSG00000031266|Gla	201	215	204	183	238	194	192	196	199	67	63	53	78	71	70	62
ENSMUSG00000031270|4930513O06Rik	0	0	1	0	0	1	0	0	1	255	281	276	244	220	249	244
ENSMUSG00000031271|Serpina7	0	1	0	0	0	0	1	0	0	25	22	27	28	18	19	12
ENSMUSG00000031273|Col4a6	808	681	573	623	762	508	573	553	908	84	104	101	111	110	117	109
ENSMUSG00000031274|Col4a5	2159	1770	1483	1874	2052	1375	1578	1522	2034	206	203	209	307	231	233	230
ENSMUSG00000031278|Acsl4	4290	2460	1995	2764	6206	2913	1764	1443	2499	587	607	582	658	597	579	566
ENSMUSG00000031283|Chrdl1	346	523	335	294	280	198	482	207	455	169	141	159	189	150	147	136
ENSMUSG00000031284|Pak3	2263	3147	2775	3267	1998	2193	3602	4116	3159	933	889	925	966	752	848	804
ENSMUSG00000031285|Dcx	10	7	13	5	9	0	2	6	10	4	1	3	0	5	1	3
ENSMUSG00000031286|Glt28d2	64	75	75	95	82	52	82	62	78	31	23	20	38	19	26	36
ENSMUSG00000031289|Il13ra2	95	51	66	91	59	32	59	87	59	0	1	1	1	6	2	3
ENSMUSG00000031290|Lrch2	398	436	403	479	352	320	347	443	484	44	39	41	40	55	32	43
ENSMUSG00000031292|Cdkl5	202	207	206	213	264	177	209	221	296	1057	1079	1147	1137	991	920	1063
ENSMUSG00000031293|Rs1	1	4	0	3	1	0	3	1	0	1	2	2	0	0	0	0
ENSMUSG00000031294|D630029K05Rik	2	1	0	3	0	2	0	0	0	20	16	16	20	13	10	11
ENSMUSG00000031295|Phka2	724	691	588	595	749	634	627	642	849	720	693	682	792	656	650	632
ENSMUSG00000031297|Slc7a3	24	15	14	16	15	23	20	8	26	24	33	24	17	31	14	9
ENSMUSG00000031298|Gpr64	157	259	231	220	234	169	243	131	156	20	19	23	19	29	22	22
ENSMUSG00000031299|Pdha1	2269	3106	2095	1957	2001	2155	2340	1547	2467	190	176	214	221	210	170	214
ENSMUSG00000031302|Nlgn3	54	37	42	50	51	42	64	85	62	6	7	6	12	7	11	20
ENSMUSG00000031303|Map3k15	125	56	76	61	97	51	49	44	76	77	60	61	62	73	80	62
ENSMUSG00000031304|Il2rg	81	88	65	65	120	76	87	83	125	8	9	8	8	5	3	10
ENSMUSG00000031309|Rps6ka3	2291	2693	1842	1821	1885	1915	1726	1738	2268	283	234	310	348	271	239	285
ENSMUSG00000031310|Zmym3	2127	1723	1842	2178	2405	1624	2006	2376	3089	1154	1210	1206	1368	1220	1218	1235
ENSMUSG00000031311|Nono	4819	4563	4044	4556	5280	4136	4372	4726	5460	521	482	527	548	472	570	503
ENSMUSG00000031312|Itgb1bp2	32	11	17	20	26	18	10	14	17	1	4	1	0	2	1	1
ENSMUSG00000031314|Taf1	2203	2078	1891	2008	2290	1913	1908	2100	2297	659	609	685	733	684	772	728
ENSMUSG00000031320|Rps4x	8588	8652	7705	8367	10007	8090	8337	8177	9471	455	413	395	380	353	410	388
ENSMUSG00000031323|Dmrtc1a	12	13	8	16	17	11	11	8	10	624	594	589	621	530	661	595
ENSMUSG00000031325|4930519F16Rik	191	61	66	128	73	252	53	35	27	201	196	196	208	171	171	181
ENSMUSG00000031326|Cdx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031327|Chic1	733	659	540	574	539	539	500	524	625	72	91	67	59	53	65	66
ENSMUSG00000031328|Flna	35681	37789	28171	32933	32779	34175	29585	28223	38240	2558	2205	2293	2503	2234	2239	2194
ENSMUSG00000031329|Tsx	6	2	5	5	6	3	11	6	3	801	733	723	785	669	771	777
ENSMUSG00000031330|Zcchc13	0	0	5	0	0	5	2	0	2	1339	1249	1283	1359	1233	1196	1285
ENSMUSG00000031333|Abcb7	2521	2533	2235	2445	3016	2226	2310	2419	2700	1549	1537	1632	1774	1661	1690	1595
ENSMUSG00000031337|Mtm1	408	384	302	324	333	347	323	333	358	483	567	548	591	542	578	588
ENSMUSG00000031340|Gabre	32	29	35	26	47	34	20	33	59	1	4	4	4	5	4	1
ENSMUSG00000031342|Gpm6b	1155	1287	1298	1236	1076	887	987	1107	1195	854	775	814	921	786	798	750
ENSMUSG00000031343|Gabra3	219	251	207	208	231	191	223	183	328	8	1	13	5	5	13	12
ENSMUSG00000031344|Gabrq	5	6	7	4	14	12	9	4	20	2	0	0	4	1	6	4
ENSMUSG00000031347|Cetn2	528	516	516	530	529	479	452	479	506	198	224	173	212	215	221	216
ENSMUSG00000031349|Nsdhl	518	497	323	299	549	308	406	400	363	246	230	213	233	251	280	251
ENSMUSG00000031351|Zfp185	246	403	387	398	447	277	412	412	347	859	890	896	875	893	874	859
ENSMUSG00000031352|Hccs	471	351	314	384	471	310	296	307	325	167	169	126	157	137	172	158
ENSMUSG00000031353|Rbbp7	5988	6342	5907	6738	5812	4962	5962	6334	6062	2068	2028	2025	2151	1838	2107	1951
ENSMUSG00000031354|Amelx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031355|Arhgap6	784	637	636	667	812	531	599	547	673	25	14	16	11	10	15	27
ENSMUSG00000031357|Syap1	1468	1487	1267	1436	1388	1138	1248	1234	1352	648	681	643	769	644	721	635
ENSMUSG00000031358|Msl3	900	911	824	858	1021	758	814	811	916	375	413	418	439	375	441	407
ENSMUSG00000031360|Ctps2	1260	1137	1227	1083	1417	1125	1167	1172	1467	172	179	176	162	155	140	177
ENSMUSG00000031362|Xlr4c	7	8	14	4	9	3	6	10	12	18	18	25	18	23	35	31
ENSMUSG00000031364|Grpr	16	5	1	1	0	3	3	1	0	0	0	0	0	0	0	0
ENSMUSG00000031365|Zfp275	1330	1461	1242	1347	1420	1190	1409	1571	1322	463	495	489	572	452	478	442
ENSMUSG00000031367|Ap1s2	1305	1464	1405	1497	1072	883	993	1105	467	267	280	234	298	274	248	276
ENSMUSG00000031370|Zrsr2	541	523	487	470	547	450	489	499	549	134	143	159	170	143	171	180
ENSMUSG00000031371|Haus7	287	403	345	363	393	378	442	456	522	514	500	497	522	435	557	504
ENSMUSG00000031372|Trex2	2	9	10	5	0	1	0	0	2	0	0	0	0	0	2	0
ENSMUSG00000031373|Car5b	349	770	312	195	137	248	526	138	494	153	162	149	140	144	135	124
ENSMUSG00000031374|Zfp92	15	9	9	11	14	11	15	16	16	11	9	9	4	7	7	8
ENSMUSG00000031375|Bgn	1979	2076	1537	1965	2392	1943	1867	1470	2723	258	203	328	339	221	256	232
ENSMUSG00000031376|Atp2b3	192	106	114	69	292	151	143	218	159	68	49	68	70	104	86	72
ENSMUSG00000031377|Bmx	47	48	36	37	48	42	52	20	57	10	11	9	12	9	9	16
ENSMUSG00000031378|Abcd1	349	344	237	286	398	246	296	248	362	532	536	519	536	489	456	511
ENSMUSG00000031379|Pir	171	161	201	177	184	114	143	217	173	24	28	23	33	24	31	18
ENSMUSG00000031380|Figf	173	193	106	137	128	109	161	94	252	30	31	30	41	35	46	45
ENSMUSG00000031381|Piga	301	306	283	352	393	271	333	394	343	581	647	568	669	507	506	500
ENSMUSG00000031382|Asb11	6	7	5	10	15	4	11	8	7	10	6	12	14	18	8	3
ENSMUSG00000031383|Dusp9	35	17	20	25	36	26	28	25	45	58	45	51	53	58	79	58
ENSMUSG00000031384|Asb9	0	0	0	0	0	0	0	0	1	1568	1720	1754	1652	1563	1498	1465
ENSMUSG00000031385|Plxnb3	82	48	59	70	63	51	33	68	51	0	1	2	3	1	4	2
ENSMUSG00000031386|Hcfc1	2203	2244	1747	2020	2358	1977	1989	2074	2443	611	618	721	772	719	725	703
ENSMUSG00000031387|Renbp	355	300	329	348	311	254	275	318	367	38	28	16	22	22	34	39
ENSMUSG00000031388|Naa10	471	542	436	444	608	476	466	476	599	60	47	35	50	42	37	48
ENSMUSG00000031389|Arhgap4	599	626	523	526	731	571	576	594	747	76	65	45	62	49	40	51
ENSMUSG00000031390|Avpr2	2	1	0	1	0	4	0	0	1	0	0	2	0	0	0	0
ENSMUSG00000031391|L1cam	72	72	45	39	68	70	58	38	77	13	9	4	13	2	8	5
ENSMUSG00000031392|Irak1	1346	1469	1121	1218	1372	1304	1230	1126	1426	164	162	162	157	141	184	164
ENSMUSG00000031393|Mecp2	1779	1711	1421	1495	1663	1562	1420	1528	1751	181	172	206	194	166	175	165
ENSMUSG00000031394|Opn1mw	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000031397|Tktl1	0	0	0	3	1	0	0	2	0	251	242	248	253	203	271	254
ENSMUSG00000031398|Plxna3	458	318	310	376	491	423	280	389	456	24	26	26	20	14	24	21
ENSMUSG00000031399|Fam3a	348	369	355	379	404	354	473	420	431	66	70	55	58	78	65	60
ENSMUSG00000031400|G6pdx	1504	2614	1891	1813	1444	1485	2224	1302	1974	230	192	195	187	213	211	191
ENSMUSG00000031402|Mpp1	719	802	672	685	731	623	796	684	784	49	56	42	56	51	48	59
ENSMUSG00000031403|Dkc1	782	736	750	724	939	753	794	858	774	144	125	106	143	109	127	125
ENSMUSG00000031409|Tceal6	14	13	11	16	9	12	23	20	24	1	4	0	1	3	3	1
ENSMUSG00000031410|Nxf7	2	2	1	1	2	4	1	1	0	13	24	15	27	20	26	22
ENSMUSG00000031411|Prame	1	0	0	0	0	0	1	0	0	333	361	385	372	420	364	369
ENSMUSG00000031422|Morf4l2	3805	4466	3620	4149	4414	3811	3822	3761	3888	1079	1075	1056	1146	1016	1142	1091
ENSMUSG00000031424|Kir3dl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031425|Plp1	254	164	216	273	265	160	210	208	250	266	250	292	274	276	286	232
ENSMUSG00000031428|Zcchc18	150	72	90	80	163	91	87	79	95	72	57	65	72	68	82	97
ENSMUSG00000031429|Psmd10	248	256	240	240	268	235	241	240	246	272	277	278	317	251	271	241
ENSMUSG00000031430|Vsig1	1	3	0	1	1	1	1	0	1	2555	2580	2686	2608	2136	2224	2257
ENSMUSG00000031431|Tsc22d3	1122	988	961	975	1139	755	1054	980	940	339	344	359	410	389	453	425
ENSMUSG00000031432|Prps1	354	433	377	422	449	318	425	431	485	338	367	331	410	338	339	349
ENSMUSG00000031433|Rbm41	354	345	279	285	338	293	296	295	358	19	18	28	33	23	26	27
ENSMUSG00000031434|Morc4	195	172	153	162	193	182	166	155	199	73	65	56	73	69	79	76
ENSMUSG00000031438|Rnf128	2922	4589	2317	2690	1510	2438	1662	1284	2655	169	149	113	155	124	128	125
ENSMUSG00000031441|Atp11a	4762	4070	3330	3604	5332	4000	3302	3354	3514	2575	2585	2685	2886	2870	2880	2700
ENSMUSG00000031442|Mcf2l	456	391	287	317	422	312	341	236	313	549	584	623	617	615	641	640
ENSMUSG00000031443|F7	7	6	4	3	11	3	8	2	5	21	16	18	20	12	22	24
ENSMUSG00000031444|F10	33	4	15	14	28	7	6	1	4	28	40	32	40	41	44	50
ENSMUSG00000031445|Proz	0	2	1	0	1	0	2	2	0	3	12	5	3	6	6	8
ENSMUSG00000031446|Cul4a	2680	2430	2509	2519	3233	2389	2604	2471	2771	3671	3792	3852	3942	3672	3940	3481
ENSMUSG00000031447|Lamp1	6726	6784	5981	6376	8059	5516	6690	5849	6889	13220	13286	13447	14386	14400	14921	14611
ENSMUSG00000031448|Adprhl1	6	1	1	0	0	1	2	2	5	3	0	1	2	1	0	1
ENSMUSG00000031449|Atp4b	2	11	19	12	1	5	3	20	1	1	1	1	0	0	1	0
ENSMUSG00000031450|Grk1	3	1	1	4	1	0	1	5	1	6	2	4	4	3	3	8
ENSMUSG00000031451|Gas6	10927	18101	16562	16422	12220	10708	19570	18107	12791	1497	1299	1404	1558	1422	1495	1473
ENSMUSG00000031452|1700029H14Rik	1	1	2	3	3	5	6	1	3	10576	11035	11566	11609	10713	11363	10900
ENSMUSG00000031453|Rasa3	1032	920	710	684	1146	815	959	613	935	2399	2625	2490	2558	2838	2816	2708
ENSMUSG00000031458|2410022L05Rik	92	94	93	81	133	66	116	76	88	1075	1161	1115	1192	1148	1274	1198
ENSMUSG00000031461|Myom2	27	5	46	96	14	12	43	18	15	72	67	78	65	76	81	61
ENSMUSG00000031465|Angpt2	438	411	414	478	432	369	629	575	474	68	80	66	56	61	88	80
ENSMUSG00000031467|Agpat5	677	703	601	657	706	563	568	569	579	351	372	348	378	392	387	390
ENSMUSG00000031471|Defb8	0	0	0	1	0	0	0	2	0	4	0	0	0	0	1	0
ENSMUSG00000031478|Nek3	82	70	78	63	120	55	87	61	71	69	64	50	68	65	70	63
ENSMUSG00000031479|Vps36	723	698	586	625	849	663	641	683	721	649	673	644	650	621	630	629
ENSMUSG00000031480|Thsd1	202	188	160	156	237	233	205	244	203	99	94	87	106	65	79	72
ENSMUSG00000031481|Tpte	4	2	3	0	0	8	1	3	2	304	294	363	338	252	282	317
ENSMUSG00000031482|Slc25a15	290	235	205	225	236	217	257	230	228	32	31	30	19	33	27	26
ENSMUSG00000031483|Erlin2	1568	1563	1250	1444	1672	1282	1272	1212	1541	2332	2376	2379	2639	2508	2534	2576
ENSMUSG00000031485|Prosc	628	695	599	622	694	622	600	574	707	781	776	843	831	829	844	819
ENSMUSG00000031486|Gpr124	631	798	427	478	450	625	442	350	588	37	37	24	40	18	31	32
ENSMUSG00000031487|Brf2	122	135	108	131	162	121	111	122	129	611	607	626	683	610	622	644
ENSMUSG00000031488|Rab11fip1	534	726	430	545	473	463	400	389	639	415	439	501	553	400	460	452
ENSMUSG00000031489|Adrb3	129	445	101	19	10	84	387	7	324	4	1	2	1	5	1	2
ENSMUSG00000031490|Eif4ebp1	432	572	369	424	529	509	523	459	592	191	220	229	197	206	235	229
ENSMUSG00000031491|Chrna6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1
ENSMUSG00000031492|Chrnb3	0	0	0	0	0	0	0	0	0	15	17	16	13	16	31	14
ENSMUSG00000031493|Ggn	13	14	17	7	20	8	5	21	17	4264	4814	4779	4969	4400	4394	4489
ENSMUSG00000031494|Cd209a	54	76	26	39	39	39	54	13	76	0	1	0	3	3	0	0
ENSMUSG00000031495|Cd209d	5	7	3	5	1	0	12	0	8	3	0	2	0	0	1	1
ENSMUSG00000031497|Tnfsf13b	20	26	20	23	11	20	37	9	20	13	16	12	17	14	8	13
ENSMUSG00000031502|Col4a1	12480	10229	7417	8972	13591	12663	9746	9209	13713	710	580	619	753	636	615	644
ENSMUSG00000031503|Col4a2	5392	4708	3136	3837	5384	5738	4161	3729	5839	457	410	542	539	450	407	484
ENSMUSG00000031504|Rab20	313	333	232	252	146	259	239	116	209	170	199	173	174	205	198	210
ENSMUSG00000031505|Carkd	642	826	665	722	706	688	702	687	783	774	723	691	706	748	788	711
ENSMUSG00000031506|Ptpn7	40	56	27	26	46	36	23	14	35	92	90	78	105	71	70	79
ENSMUSG00000031508|Ankrd10	1489	1230	1186	1281	1547	1257	1265	1355	1205	1164	1219	1242	1259	1085	1210	1078
ENSMUSG00000031509|1700016D06Rik	0	0	0	0	0	2	1	0	0	1790	1890	1900	1879	1564	1734	1703
ENSMUSG00000031510|1700128E19Rik	0	0	0	0	0	0	0	0	0	156	148	166	201	125	132	142
ENSMUSG00000031511|Arhgef7	1734	1306	1211	1365	1685	1303	1478	1527	1589	1395	1461	1522	1655	1622	1545	1621
ENSMUSG00000031512|Tex29	2	3	3	3	1	2	4	4	3	1813	1973	1921	1872	1726	1881	1701
ENSMUSG00000031513|Leprotl1	618	642	552	588	645	518	567	513	590	370	338	352	430	367	372	379
ENSMUSG00000031516|Dctn6	604	660	549	622	597	500	614	533	616	1232	1222	1220	1334	1118	1090	1192
ENSMUSG00000031517|Gpm6a	344	512	373	388	428	361	416	283	394	47	52	38	49	46	44	54
ENSMUSG00000031518|Spata4	1	0	1	2	1	0	4	1	3	23647	24160	24851	25122	24012	25869	25252
ENSMUSG00000031519|Asb5	6	5	2	8	10	2	12	17	10	101	108	124	122	158	155	148
ENSMUSG00000031520|Vegfc	147	138	95	116	164	129	155	172	203	13	19	16	24	21	14	25
ENSMUSG00000031521|Aga	434	401	406	408	451	365	367	409	413	202	200	181	197	171	206	176
ENSMUSG00000031523|Dlc1	1964	2289	1748	1766	1965	1895	2208	1846	2559	138	119	147	150	132	133	137
ENSMUSG00000031527|Eri1	720	772	724	728	845	719	682	807	841	532	491	442	577	481	485	529
ENSMUSG00000031529|Tnks	2681	2363	2221	2586	3549	2290	2379	2905	3035	6389	6670	7042	7260	6367	6362	6289
ENSMUSG00000031530|Dusp4	80	94	67	58	75	91	109	44	72	691	742	790	713	614	680	713
ENSMUSG00000031532|Tmem66	2120	1893	1930	2057	2347	1894	1994	1950	2413	3233	3338	3327	3651	3208	3368	3089
ENSMUSG00000031533|Mrps31	313	341	289	328	343	237	324	344	317	882	808	825	940	825	884	798
ENSMUSG00000031534|AI316807	247	230	192	221	243	240	233	214	247	132	167	151	166	181	200	176
ENSMUSG00000031535|Dkk4	1	0	1	0	0	0	0	0	0	0	0	1	2	1	0	6
ENSMUSG00000031536|Polb	381	319	323	314	353	269	285	308	345	4808	4844	4970	5154	4789	5249	5277
ENSMUSG00000031537|Ikbkb	1526	1439	1228	1312	1396	1320	1262	1329	1492	526	523	539	562	542	555	500
ENSMUSG00000031538|Plat	3833	1922	2048	2083	3685	3381	1867	1995	2304	327	353	323	380	368	380	338
ENSMUSG00000031539|Ap3m2	238	212	195	181	218	196	228	211	227	298	334	335	311	278	270	244
ENSMUSG00000031540|Myst3	2280	2041	1706	1684	2046	1917	1875	1905	2151	679	692	767	966	791	804	773
ENSMUSG00000031543|Ank1	121	117	132	107	133	105	138	118	131	76	60	68	67	85	54	63
ENSMUSG00000031545|Agpat6	1554	1321	1117	1286	1669	1342	1256	1199	1298	22172	23264	24176	24332	23428	24096	23659
ENSMUSG00000031546|Gins4	344	397	340	395	455	333	348	330	515	1075	1048	1084	1159	1058	1092	1078
ENSMUSG00000031548|Sfrp1	1137	1190	929	1100	1171	919	1239	1008	1551	69	54	82	63	81	64	85
ENSMUSG00000031549|Ido2	1	0	1	0	0	0	2	0	3	4	2	4	0	4	2	4
ENSMUSG00000031551|Ido1	4	0	0	0	0	1	3	1	3	3	5	7	5	9	7	6
ENSMUSG00000031552|Adam18	2	3	1	4	0	1	3	1	2	3837	3838	4020	4244	3980	4363	4297
ENSMUSG00000031553|Adam3	2	13	14	8	0	7	4	7	3	39073	38886	39987	40683	39320	39677	38874
ENSMUSG00000031554|Adam5	32	45	54	48	39	20	30	47	32	31648	31633	32712	33850	32102	32126	32377
ENSMUSG00000031555|Adam9	1306	1547	1249	1284	1397	1185	1246	1161	1472	530	509	544	631	610	575	602
ENSMUSG00000031556|Tm2d2	600	586	570	617	785	583	613	588	631	1735	1663	1655	1754	1593	1647	1707
ENSMUSG00000031557|Plekha2	900	1112	887	977	904	859	951	882	984	67	72	53	78	65	94	78
ENSMUSG00000031558|Slit2	822	794	548	583	867	589	659	401	862	87	78	98	134	91	98	108
