geneID	Gho_TRT_Liver_male_1	Gho_TRT_Liver_male_2	Gho_TRT_Liver_male_3	Gho_TRT_Liver_male_4	Gho_TRT_Liver_male_5	Gho_TRT_Liver_male_6	Gho_CTR_Liver_male_1	Gho_CTR_Liver_male_2	Gho_CTR_Liver_male_3	Gho_CTR_Liver_male_4	Gho_CTR_Liver_male_5	Gho_CTR_Liver_male_6
ENSMUSG00000010601|Apol7a	1931	2626	2143	2653	1623	1340	1556	1294	1877	1478	1959	1960
ENSMUSG00000010607|Pigyl	148	181	212	166	152	206	165	144	186	173	217	206
ENSMUSG00000010608|Rbm25	963	1035	1087	1168	1013	1060	1059	1137	1191	1218	1104	1303
ENSMUSG00000010609|Psen2	3473	3507	4169	4011	3439	3752	3440	2922	3623	2988	3943	4225
ENSMUSG00000010651|Acaa1b	3503	2981	4116	4096	3544	3856	7471	5460	6238	4347	5145	8316
ENSMUSG00000010660|Plcd1	5	16	12	4	15	17	6	12	7	11	6	10
ENSMUSG00000010663|Fads1	6215	5813	6699	7340	5809	6963	8402	6894	6911	5674	10392	8473
ENSMUSG00000010721|Lmbr1	125	119	136	134	104	129	148	145	118	95	110	167
ENSMUSG00000010751|Tnfrsf22	12	7	10	9	16	21	12	10	13	10	6	16
ENSMUSG00000010755|Cars	514	555	552	611	513	407	572	530	598	612	544	590
ENSMUSG00000010760|Phlda2	4	0	0	0	2	1	0	1	0	0	1	3
ENSMUSG00000010796|Asz1	0	0	0	1	0	2	0	0	0	1	3	1
ENSMUSG00000010797|Wnt2	128	64	77	116	85	65	131	130	70	71	29	79
ENSMUSG00000010803|Gabra1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000010825|Grid2ip	1	0	0	0	2	0	1	1	0	0	0	0
ENSMUSG00000010830|Kdelr3	4	2	4	2	0	8	6	1	6	4	13	3
ENSMUSG00000010841|1700006E09Rik	1	0	2	2	0	0	1	0	0	1	1	0
ENSMUSG00000010911|Apip	230	270	245	285	281	201	260	235	255	273	223	268
ENSMUSG00000010914|Pdhx	452	539	477	575	528	541	616	536	545	669	495	595
ENSMUSG00000010936|Vac14	237	300	305	301	238	226	288	224	242	242	262	286
ENSMUSG00000011008|Mcoln2	5	5	4	6	4	8	6	1	2	2	14	6
ENSMUSG00000011034|Slc5a1	10	15	16	27	31	43	25	24	25	13	31	49
ENSMUSG00000011052|1700049J03Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011096|Akt1s1	483	487	507	483	557	547	646	477	473	431	611	620
ENSMUSG00000011114|Tbrg1	599	513	606	572	574	624	862	722	676	885	747	938
ENSMUSG00000011118|Panx3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011148|Adssl1	153	191	210	176	197	321	236	155	162	154	189	177
ENSMUSG00000011154|1700026D08Rik	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000011158|Brf1	343	336	335	280	307	341	332	293	258	260	351	334
ENSMUSG00000011171|Vipr2	0	0	1	0	0	0	0	0	1	1	0	0
ENSMUSG00000011179|Odc1	1765	1559	2131	1518	1012	1244	861	750	964	915	1861	1211
ENSMUSG00000011254|Thg1l	49	45	46	50	39	51	60	38	44	49	47	49
ENSMUSG00000011256|Adam19	23	35	38	40	18	41	25	28	15	26	36	18
ENSMUSG00000011257|Pabpc4	459	408	420	466	492	641	542	444	518	486	614	510
ENSMUSG00000011263|Exoc3l2	90	81	88	94	74	117	175	99	65	50	109	70
ENSMUSG00000011267|Zfp296	14	6	6	3	5	10	0	6	6	5	9	11
ENSMUSG00000011305|Plin5	1062	726	580	867	1192	1855	1135	575	601	524	844	848
ENSMUSG00000011306|Sugp1	95	111	121	108	145	167	189	166	111	100	161	151
ENSMUSG00000011349|Dmrtc2	0	0	0	0	1	0	0	2	0	0	0	1
ENSMUSG00000011350|Gm5893	0	0	0	0	1	0	0	2	0	0	0	0
ENSMUSG00000011382|Dhdh	2842	2965	3143	3402	3658	3543	3123	3657	2711	2468	2102	3216
ENSMUSG00000011427|Zfp790	253	266	286	266	297	304	292	332	398	359	280	340
ENSMUSG00000011463|Cpb1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011486|Slc25a41	0	0	0	0	0	5	0	0	2	0	0	2
ENSMUSG00000011589|Fsd1	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000011632|Pinlyp	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011658|Fuz	130	126	119	126	119	143	107	133	119	114	117	151
ENSMUSG00000011751|Spnb4	1	1	0	1	1	0	2	2	1	1	3	0
ENSMUSG00000011752|Pgam1	465	514	557	550	582	572	509	399	504	514	624	527
ENSMUSG00000011831|Evi5	5198	5155	5528	6730	5456	6892	4954	5784	5495	4864	5014	5617
ENSMUSG00000011832|Evi5l	97	117	129	109	104	129	105	114	99	58	141	125
ENSMUSG00000011837|Snapc2	188	145	154	157	187	176	195	151	146	114	165	149
ENSMUSG00000011877|Git1	134	148	136	173	142	166	177	128	125	102	160	151
ENSMUSG00000011884|Gltp	38	35	42	51	37	62	52	31	38	53	44	46
ENSMUSG00000011958|Bnip2	916	1036	953	1072	1123	1223	1022	1081	971	863	896	1117
ENSMUSG00000011960|Ccnt1	720	727	755	882	649	866	815	1015	1016	903	890	1002
ENSMUSG00000012017|Scarf2	67	55	64	57	41	64	87	44	55	53	72	81
ENSMUSG00000012042|4930579F01Rik	0	0	0	2	1	1	2	3	0	1	0	0
ENSMUSG00000012076|Brms1l	86	111	86	76	77	82	82	71	69	76	92	85
ENSMUSG00000012114|Med15	197	209	187	238	185	243	263	185	186	181	225	202
ENSMUSG00000012117|Dhdds	318	323	331	295	259	329	275	264	270	333	372	345
ENSMUSG00000012123|Aim1l	15	13	11	10	8	11	12	9	14	12	1	12
ENSMUSG00000012126|Ubxn11	1	2	5	1	1	7	2	0	0	1	6	7
ENSMUSG00000012187|Mogat1	3	9	2	3	2	3	8	3	2	5	4	4
ENSMUSG00000012211|Tex22	4	0	2	1	1	4	2	3	0	1	4	0
ENSMUSG00000012282|Wnt8a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012296|Tjap1	48	73	74	75	75	65	85	81	89	73	85	98
ENSMUSG00000012350|Ehf	11	11	13	19	8	22	24	19	19	18	13	29
ENSMUSG00000012396|Nanog	1	0	0	0	1	0	0	0	0	1	0	1
ENSMUSG00000012405|Rpl15	1763	1489	1782	1668	1579	1732	1488	1290	1437	1458	1659	1568
ENSMUSG00000012422|Tmem167	676	695	741	781	661	750	929	968	909	1072	939	948
ENSMUSG00000012428|Steap4	2467	2528	2543	3134	2883	5524	3291	3502	2908	3454	2182	2480
ENSMUSG00000012429|2810021B07Rik	175	166	191	173	164	212	223	249	230	211	165	210
ENSMUSG00000012443|Kif11	33	33	44	36	41	27	33	34	29	35	16	36
ENSMUSG00000012483|Rpa3	46	45	79	64	49	69	76	49	70	59	74	93
ENSMUSG00000012519|Mlkl	65	53	62	60	36	70	63	54	56	65	59	86
ENSMUSG00000012520|Phox2b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012535|Tnpo3	1352	1318	1341	1503	1515	1590	1413	1450	1315	1406	1356	1510
ENSMUSG00000012609|Ttll5	181	201	210	215	223	199	278	330	219	237	222	305
ENSMUSG00000012640|Zfp715	286	355	327	405	401	431	389	423	360	405	342	415
ENSMUSG00000012705|Retn	0	0	0	0	0	0	0	0	2	0	2	0
ENSMUSG00000012777|Acpt	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000012819|Cdh23	2	1	1	3	6	2	3	4	2	2	2	4
ENSMUSG00000012848|Rps5	4361	3670	4140	4393	3791	4192	4073	3047	3673	3275	4689	4207
ENSMUSG00000012889|Podnl1	2	6	2	6	10	11	7	4	3	7	2	4
ENSMUSG00000013033|Lphn1	102	115	94	80	110	110	122	104	96	49	85	79
ENSMUSG00000013076|Amotl1	426	393	442	470	450	425	398	471	421	360	388	440
ENSMUSG00000013083|2200002J24Rik	2	1	2	0	1	1	0	1	0	0	0	1
ENSMUSG00000013089|Etv5	85	76	88	82	104	167	131	154	98	96	89	100
ENSMUSG00000013091|Tmem190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013150|Gfod2	103	133	95	106	128	182	112	105	125	116	144	156
ENSMUSG00000013155|Enkd1	3	5	5	5	2	2	3	0	4	2	3	5
ENSMUSG00000013158|4933405L10Rik	0	0	0	3	0	2	0	1	0	0	1	1
ENSMUSG00000013160|Atp6v0d1	1154	1141	1240	1262	1117	1157	1178	1160	1043	1013	1150	1229
ENSMUSG00000013236|Ptprs	126	137	125	133	117	153	136	118	116	97	112	94
ENSMUSG00000013275|Slc41a1	75	93	71	104	111	110	101	141	74	66	50	73
ENSMUSG00000013338|Fer1l4	0	0	0	0	0	0	0	0	1	1	0	1
ENSMUSG00000013353|4931406B18Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013367|Iglon5	2	6	9	2	2	2	1	2	0	1	0	1
ENSMUSG00000013415|Igf2bp1	0	0	0	4	1	0	0	0	0	1	0	0
ENSMUSG00000013418|B4galnt2	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000013419|Zfp651	18	16	14	16	14	11	21	8	18	20	18	19
ENSMUSG00000013465|Cobra1	341	337	350	354	325	379	398	325	356	341	422	388
ENSMUSG00000013483|Card14	0	2	0	0	0	0	1	0	2	2	2	0
ENSMUSG00000013495|Tmem175	158	178	181	208	198	215	216	206	152	167	211	196
ENSMUSG00000013523|Bcas1	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000013539|D16H22S680E	525	388	437	551	665	669	593	457	335	400	280	557
ENSMUSG00000013562|4833413E03Rik	0	0	0	0	0	1	1	0	0	0	0	1
ENSMUSG00000013584|Aldh1a2	5	6	15	5	13	8	1	6	7	2	14	6
ENSMUSG00000013593|Ndufs2	3762	3713	3743	3740	4117	4154	4384	3646	3765	3468	4464	4775
ENSMUSG00000013611|Snx31	0	1	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000013622|Atraid	1166	1344	1160	1243	1506	1274	1259	1234	1157	1100	1169	1406
ENSMUSG00000013629|Cad	135	142	207	205	125	122	160	198	177	241	395	235
ENSMUSG00000013643|Lypd8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013646|Sh3bp5l	212	169	181	171	189	208	208	223	186	191	208	182
ENSMUSG00000013653|1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013662|Atad1	1048	1034	1032	1366	1146	1369	1305	1390	1190	1181	1156	1389
ENSMUSG00000013663|Pten	4547	4436	4992	5761	4430	5514	5172	5717	4618	4748	4381	5757
ENSMUSG00000013668|4933402N03Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013698|Pea15a	363	418	377	428	372	403	361	326	397	362	470	409
ENSMUSG00000013701|Timm23	625	589	651	558	625	662	701	566	674	653	765	792
ENSMUSG00000013707|Tnfaip8l2	24	14	16	13	26	25	23	17	20	10	11	24
ENSMUSG00000013736|Trnt1	310	288	367	404	409	491	503	485	400	465	363	489
ENSMUSG00000013766|Ly6g6e	0	0	1	6	3	0	0	1	2	0	2	3
ENSMUSG00000013787|Ehmt2	830	820	959	829	966	1085	1056	823	793	661	896	969
ENSMUSG00000013822|Elof1	429	472	437	423	468	522	491	401	444	363	495	498
ENSMUSG00000013833|Med16	189	224	220	224	200	209	258	154	156	147	164	206
ENSMUSG00000013846|St3gal1	812	917	971	941	696	1202	919	1062	1064	1073	1463	1208
ENSMUSG00000013858|ORF61	1145	1184	1247	1138	1314	1223	1378	1073	1029	902	1225	1331
ENSMUSG00000013878|Rnf170	333	415	383	441	388	427	427	409	378	434	386	439
ENSMUSG00000013921|Clip3	3	5	6	4	4	8	11	5	6	7	1	2
ENSMUSG00000013928|Thap8	2	0	1	0	0	0	0	3	0	0	1	0
ENSMUSG00000013936|Myl2	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000013973|Dedd	326	353	305	308	326	394	363	310	334	300	332	392
ENSMUSG00000013974|1810033B17Rik	1	0	2	1	0	1	6	2	1	1	0	3
ENSMUSG00000013997|Nit1	1831	2012	1846	2179	1923	2084	2371	1917	2022	1851	1905	2344
ENSMUSG00000014030|Pax5	0	3	2	2	8	3	2	3	2	3	3	0
ENSMUSG00000014039|Prdm15	123	181	136	163	118	140	119	142	151	145	139	153
ENSMUSG00000014074|Rnf168	442	394	355	460	423	463	466	467	504	502	441	439
ENSMUSG00000014075|Tctex1d2	11	16	20	18	14	23	15	12	10	12	8	18
ENSMUSG00000014077|1500003O03Rik	3713	3716	3871	4222	3883	4036	6160	5698	5164	4766	4853	6140
ENSMUSG00000014104|Sval2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014158|Trpv4	12	9	6	13	7	14	17	14	8	7	8	9
ENSMUSG00000014164|Klhl3	130	88	94	109	153	129	144	161	108	85	99	112
ENSMUSG00000014177|Fam18b	236	272	242	276	346	385	329	333	292	337	295	343
ENSMUSG00000014195|Dnajc7	707	614	712	681	786	781	829	683	779	655	726	812
ENSMUSG00000014198|Zfp385c	0	1	0	1	0	0	0	0	0	0	0	2
ENSMUSG00000014226|Cacybp	430	406	503	470	409	524	468	516	532	565	579	574
ENSMUSG00000014232|Cluap1	96	118	112	97	97	98	120	103	103	110	113	113
ENSMUSG00000014243|Zswim7	121	131	103	115	130	142	104	114	91	96	118	138
ENSMUSG00000014245|Pigl	53	59	49	54	56	64	54	77	60	58	54	72
ENSMUSG00000014294|Ndufa2	1030	950	1047	1025	1043	1080	1082	859	939	843	1198	1114
ENSMUSG00000014301|Pam16	117	112	93	114	136	108	161	101	105	132	131	123
ENSMUSG00000014303|Glis2	26	20	28	18	14	51	31	9	33	14	30	35
ENSMUSG00000014313|Cox6c	2453	2771	2619	3077	3062	3064	3407	2781	3134	2871	3209	3423
ENSMUSG00000014329|Bicc1	44	99	87	105	103	125	98	89	127	88	96	118
ENSMUSG00000014349|Ube2z	761	794	810	774	813	975	895	840	769	708	923	944
ENSMUSG00000014351|Gip	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000014353|Tmem87b	580	703	599	762	952	882	916	829	659	855	577	808
ENSMUSG00000014355|Anapc1	1002	1240	1282	1337	1169	1201	1179	1229	1165	1244	1033	1256
ENSMUSG00000014361|Mertk	583	574	411	559	670	705	743	698	548	477	464	606
ENSMUSG00000014402|Tsg101	565	537	647	590	552	564	661	619	561	575	541	627
ENSMUSG00000014418|Hps5	277	367	371	335	352	409	362	357	282	299	332	374
ENSMUSG00000014426|Map3k4	411	449	467	539	475	446	407	425	455	410	443	495
ENSMUSG00000014444|Fam38a	104	130	131	127	130	147	129	128	105	102	111	93
ENSMUSG00000014453|Blk	0	0	4	5	3	5	4	0	2	0	0	5
ENSMUSG00000014470|Rnf166	170	169	152	151	164	141	225	162	130	134	177	169
ENSMUSG00000014496|Ankrd28	695	736	806	772	771	961	889	818	818	649	832	922
ENSMUSG00000014498|Ankrd52	347	337	339	293	297	345	398	291	276	224	322	337
ENSMUSG00000014503|Pkd2l2	2	2	5	2	0	2	1	1	6	3	0	0
ENSMUSG00000014504|Srp19	181	245	211	239	242	191	252	263	282	372	238	262
ENSMUSG00000014529|4930511M11Rik	0	0	0	1	0	2	1	0	0	0	1	0
ENSMUSG00000014542|Clec4f	1478	1480	1453	1990	1828	1693	1986	1408	1290	1887	2044	2015
ENSMUSG00000014543|Klra17	0	0	0	2	1	2	0	1	1	1	1	1
ENSMUSG00000014547|Wdfy2	232	269	235	231	263	274	246	221	229	208	238	233
ENSMUSG00000014550|Zfyve20	325	364	352	368	383	386	346	335	386	351	352	434
ENSMUSG00000014551|Mrps25	201	250	219	231	217	257	249	219	242	199	272	285
ENSMUSG00000014554|Dguok	178	177	188	218	193	184	213	206	169	168	185	179
ENSMUSG00000014592|Camta1	257	238	264	308	321	327	403	411	240	284	242	293
ENSMUSG00000014599|Csf1	99	116	122	124	81	151	111	138	108	87	140	117
ENSMUSG00000014601|Fam40a	280	267	289	250	335	277	260	233	256	237	286	304
ENSMUSG00000014602|Kif1a	3	7	1	2	0	2	0	2	5	5	1	4
ENSMUSG00000014603|Alx3	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014606|Slc25a11	1230	1341	1329	1416	1457	1536	1519	1215	1168	1121	1250	1448
ENSMUSG00000014609|Chrne	2	1	2	2	4	2	1	2	0	4	2	7
ENSMUSG00000014633|2310061C15Rik	156	113	141	134	156	126	129	139	144	137	171	151
ENSMUSG00000014668|Chfr	314	300	340	316	364	348	409	330	294	328	315	428
ENSMUSG00000014686|Ceacam16	2	4	3	1	2	5	1	2	1	2	1	4
ENSMUSG00000014704|Hoxa2	7	6	4	2	7	4	7	8	8	3	3	5
ENSMUSG00000014725|Adam28	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014747|Ankrd53	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000014748|Tex261	1193	1113	1131	1173	1193	1318	1274	1090	1053	999	1257	1190
ENSMUSG00000014763|Fam120b	392	414	408	422	430	484	409	463	414	379	434	457
ENSMUSG00000014767|Tbp	216	197	229	281	247	298	296	297	262	235	208	323
ENSMUSG00000014769|Psmb1	2140	2195	2159	2279	2247	2189	2667	2059	2195	2130	2324	2459
ENSMUSG00000014771|Pdcd2	280	271	266	294	314	282	380	334	291	284	314	355
ENSMUSG00000014773|Dll1	71	64	26	51	69	84	116	90	55	38	51	72
ENSMUSG00000014776|Nol3	10	15	10	13	9	23	15	2	7	10	20	4
ENSMUSG00000014778|Fhod1	69	55	50	56	96	90	79	87	52	42	78	63
ENSMUSG00000014782|Plekhg4	2	0	1	4	4	1	6	2	3	1	5	0
ENSMUSG00000014786|Slc9a5	5	11	4	4	8	7	1	2	11	3	7	7
ENSMUSG00000014791|Elmo3	350	447	440	455	450	470	486	444	456	384	429	500
ENSMUSG00000014813|Stc1	2	0	0	2	3	3	0	0	3	2	2	3
ENSMUSG00000014837|4931428F04Rik	7	15	11	15	7	4	14	13	15	7	16	12
ENSMUSG00000014846|Tppp3	2	4	1	7	3	1	2	3	2	2	6	1
ENSMUSG00000014850|Msh3	368	455	427	454	433	481	385	408	396	312	349	415
ENSMUSG00000014852|Adamts13	103	126	129	134	105	131	124	107	128	109	160	129
ENSMUSG00000014856|Tmem208	512	560	592	512	586	527	595	442	518	428	606	554
ENSMUSG00000014859|E2f4	176	206	182	212	168	211	219	181	192	207	213	245
ENSMUSG00000014867|Surf4	4329	4113	4466	4447	4202	3877	4789	4123	4303	4890	5507	5264
ENSMUSG00000014873|Surf2	191	227	189	230	263	248	255	245	249	178	288	269
ENSMUSG00000014905|Dnajb9	522	553	421	545	649	545	912	1103	1202	1718	961	985
ENSMUSG00000014907|Naf1	49	47	47	54	48	66	54	65	52	46	59	66
ENSMUSG00000014932|Yes1	706	636	707	898	820	897	864	995	815	707	664	794
ENSMUSG00000014956|Ppp1cb	1309	1317	1610	1716	1483	2026	1840	2137	1519	1796	1474	1881
ENSMUSG00000014959|Gorasp2	1209	1151	1245	1269	1277	1234	1455	1398	1488	1584	1512	1674
ENSMUSG00000014980|Tsen15	65	81	82	94	77	96	85	79	82	78	117	97
ENSMUSG00000015001|Oc90	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015002|Efr3a	1343	1491	1421	1577	1464	1625	1565	1605	1544	1472	1417	1691
ENSMUSG00000015013|Trappc2l	129	153	171	190	208	175	152	149	155	109	164	203
ENSMUSG00000015016|Acsf3	289	287	333	308	318	324	348	256	294	267	340	384
ENSMUSG00000015023|Ddx19a	288	244	288	343	341	362	340	314	287	320	325	388
ENSMUSG00000015027|Galns	144	156	148	206	169	192	107	110	120	122	100	120
ENSMUSG00000015053|Gata2	9	23	9	13	4	14	14	17	9	9	22	15
ENSMUSG00000015083|C8g	5682	5992	5489	5619	6495	5318	5554	5057	5401	5070	5207	6037
ENSMUSG00000015085|Entpd2	34	25	28	31	31	30	41	25	23	26	18	25
ENSMUSG00000015087|Rabl6	279	338	346	323	347	380	346	310	356	362	364	349
ENSMUSG00000015090|Ptgds	18	11	13	30	24	55	17	16	17	10	42	14
ENSMUSG00000015092|Edf1	1748	1690	1797	1647	1795	1801	1939	1522	1814	1647	1965	2047
ENSMUSG00000015093|Clic3	3	5	5	3	3	2	1	4	8	3	3	6
ENSMUSG00000015094|Npdc1	67	48	62	62	59	67	63	44	53	61	59	47
ENSMUSG00000015095|Fbxw5	374	472	485	475	420	478	522	387	384	418	476	496
ENSMUSG00000015112|Slc25a13	5244	4895	4464	5540	5820	6184	6311	5616	4492	4639	4570	5756
ENSMUSG00000015120|Ube2i	763	790	860	856	865	840	970	797	819	714	801	908
ENSMUSG00000015126|0610007P22Rik	175	178	150	175	215	177	203	164	167	147	219	220
ENSMUSG00000015127|Unkl	144	119	137	119	140	181	193	181	111	102	151	137
ENSMUSG00000015133|Lrrk1	333	308	334	363	301	288	303	291	249	266	227	275
ENSMUSG00000015134|Aldh1a3	14	7	7	4	17	29	12	18	4	19	15	12
ENSMUSG00000015143|Actn1	389	441	423	426	398	417	490	415	418	327	401	385
ENSMUSG00000015149|Sirt2	472	539	562	582	605	767	614	614	525	464	590	659
ENSMUSG00000015165|Hnrnpl	1357	1433	1574	1490	1693	1579	1729	1498	1446	1342	1568	1658
ENSMUSG00000015176|Nolc1	427	398	356	366	319	335	402	343	585	544	659	428
ENSMUSG00000015189|Casd1	800	831	952	942	781	872	801	875	814	871	653	915
ENSMUSG00000015202|Cnksr3	131	203	181	187	166	203	152	185	166	113	185	193
ENSMUSG00000015214|Mtmr1	806	846	861	931	934	1032	892	981	787	887	732	886
ENSMUSG00000015217|Hmgb3	96	125	114	106	98	84	127	105	82	83	99	111
ENSMUSG00000015222|Mtap2	35	31	42	66	56	54	37	54	34	67	44	45
ENSMUSG00000015224|Cyp2j9	227	251	283	268	355	285	409	403	271	204	209	296
ENSMUSG00000015242|Nipsnap3a	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000015243|Abca1	5521	6518	7382	6602	5688	7692	5782	6882	6200	7349	6757	6641
ENSMUSG00000015247|Nipsnap3b	981	964	1061	1058	1074	1054	1301	988	926	957	871	1137
ENSMUSG00000015289|Lage3	197	211	237	182	244	203	249	164	192	153	222	199
ENSMUSG00000015290|Ubl4	404	453	450	440	505	516	529	477	545	432	577	536
ENSMUSG00000015291|Gdi1	816	949	942	982	962	877	995	999	884	903	885	1060
ENSMUSG00000015305|Sash1	1001	898	1033	1124	1106	1136	1449	1315	1212	1204	1267	1293
ENSMUSG00000015312|Gadd45b	10	6	13	9	11	10	35	89	24	11	23	38
ENSMUSG00000015314|Slamf6	6	8	3	6	2	6	8	2	1	8	5	6
ENSMUSG00000015316|Slamf1	3	2	0	0	1	0	2	2	2	0	3	1
ENSMUSG00000015335|Zdhhc12	193	171	197	205	216	194	173	208	184	146	186	202
ENSMUSG00000015337|Endog	579	562	557	593	657	680	599	435	493	493	812	613
ENSMUSG00000015340|Cybb	313	389	326	485	374	497	489	352	531	479	390	387
ENSMUSG00000015341|Golga7	869	921	735	867	998	1006	1094	1054	1102	1053	850	1064
ENSMUSG00000015342|Xk	121	113	108	110	85	129	103	184	95	102	62	120
ENSMUSG00000015354|Pcolce2	42	35	47	51	42	33	57	35	73	45	55	50
ENSMUSG00000015355|Cd48	19	39	30	35	23	39	51	35	45	40	44	53
ENSMUSG00000015357|Clpx	7717	8613	7559	9131	8009	9205	8005	7019	7957	6687	6174	9883
ENSMUSG00000015363|Trabd	954	993	1120	995	1184	920	1520	1393	1287	1576	1794	1763
ENSMUSG00000015365|Mov10l1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015377|Fam116b	77	70	83	81	80	90	88	74	62	76	93	84
ENSMUSG00000015396|Cd83	20	39	26	28	12	25	15	15	70	42	76	39
ENSMUSG00000015401|Tmem27	0	0	0	0	2	1	0	2	0	1	0	1
ENSMUSG00000015405|Ace2	6	10	10	7	11	16	11	12	4	4	12	5
ENSMUSG00000015437|Gzmb	11	6	10	6	5	2	10	5	6	10	6	6
ENSMUSG00000015441|Gzmf	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000015443|Gzmn	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000015451|C4a	501	474	503	498	459	307	148	253	337	439	327	150
ENSMUSG00000015452|Ager	7	1	7	3	6	2	3	1	3	3	2	6
ENSMUSG00000015461|Atf6b	209	203	170	187	184	180	209	180	170	193	257	238
ENSMUSG00000015467|Egfl8	6	9	9	10	6	25	4	7	11	7	9	12
ENSMUSG00000015468|Notch4	75	77	89	77	72	98	107	78	60	70	89	84
ENSMUSG00000015474|Ppt2	326	381	364	394	459	481	452	346	334	269	412	439
ENSMUSG00000015476|Prrt1	0	3	3	0	2	1	2	0	1	2	1	2
ENSMUSG00000015478|Rnf5	223	205	312	276	234	312	270	296	176	198	302	297
ENSMUSG00000015484|Fam163a	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000015488|Cacfd1	248	244	263	238	250	254	287	261	301	338	311	282
ENSMUSG00000015501|Hivep2	299	336	364	440	397	475	451	425	288	234	308	295
ENSMUSG00000015519|2310057J18Rik	0	0	0	0	2	0	2	0	0	0	0	0
ENSMUSG00000015522|Arnt	567	570	703	648	550	678	596	722	593	574	548	634
ENSMUSG00000015533|Itga2	3	4	3	16	7	4	6	2	2	2	2	2
ENSMUSG00000015536|Mocs2	2195	2019	2151	2293	2230	2237	2231	1684	2054	1820	2309	2616
ENSMUSG00000015542|Nat9	341	390	439	349	415	439	509	357	367	390	407	452
ENSMUSG00000015568|Lpl	287	269	252	380	345	493	302	308	362	221	593	304
ENSMUSG00000015575|Atp6v0e	490	427	417	428	428	507	477	405	427	414	497	482
ENSMUSG00000015579|Nkx2-5	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000015597|Zfp318	598	596	673	672	850	733	721	719	651	611	585	675
ENSMUSG00000015599|Ttbk1	4	10	8	14	10	6	5	10	9	7	2	4
ENSMUSG00000015605|Srf	215	183	171	210	220	187	230	201	206	194	263	237
ENSMUSG00000015619|Gata3	0	0	3	0	3	2	0	3	1	0	5	0
ENSMUSG00000015627|Gata5	0	3	4	4	2	9	1	0	2	2	2	0
ENSMUSG00000015647|Lama5	92	115	92	133	131	91	101	86	73	53	84	67
ENSMUSG00000015652|Steap1	1	2	2	1	1	2	0	5	12	1	1	2
ENSMUSG00000015653|Steap2	156	189	144	244	141	271	243	185	202	159	217	221
ENSMUSG00000015656|Hspa8	13106	9761	10168	10305	10553	11274	11057	12404	14874	17932	15075	15261
ENSMUSG00000015659|Serac1	84	103	90	77	100	62	66	117	85	60	106	95
ENSMUSG00000015665|Awat1	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000015668|Pdzd11	279	227	268	298	282	229	270	270	298	324	280	330
ENSMUSG00000015671|Psma2	1164	1113	1181	1262	1183	1175	1373	1126	1398	1322	1337	1455
ENSMUSG00000015672|Mrpl32	340	306	277	328	321	357	362	356	308	340	331	394
ENSMUSG00000015697|Setdb1	490	516	463	575	493	579	592	600	528	521	530	618
ENSMUSG00000015702|Anxa9	11	22	31	11	22	19	16	6	17	8	22	16
ENSMUSG00000015709|Arnt2	0	1	0	0	1	0	0	0	0	2	2	0
ENSMUSG00000015711|Prune	249	303	278	284	262	292	318	250	233	218	261	284
ENSMUSG00000015714|Lass2	5006	5561	5397	5716	5144	5005	6190	5176	5726	5643	5670	6725
ENSMUSG00000015721|Nlrp5	0	0	0	0	0	0	1	0	0	0	0	0
