"","Gene_name","Sample_CTR1_liver_ZT02","Sample_CTR1_liver_ZT06","Sample_CTR1_liver_ZT10","Sample_CTR1_liver_ZT14","Sample_CTR1_liver_ZT18","Sample_CTR1_liver_ZT22","Sample_CTR2_liver_ZT02","Sample_CTR2_liver_ZT06","Sample_CTR2_liver_ZT10","Sample_CTR2_liver_ZT14","Sample_CTR2_liver_ZT18","Sample_CTR2_liver_ZT22"
"1667","ENSMUSG00000015850|Adamtsl4",95,101,92,134,122,99,109,124,213,108,125,89
"1669","ENSMUSG00000015854|Cd5l",2413,3922,2991,4109,2343,5388,2062,5016,5955,3143,2880,4842
"1670","ENSMUSG00000015869|Prpsap1",1981,2211,2273,2843,1854,1760,2090,1841,4309,2133,1984,1757
"1671","ENSMUSG00000015879|Fam184b",11,18,5,4,6,7,9,11,4,2,5,8
"1672","ENSMUSG00000015880|Ncapg",15,12,13,22,16,55,22,26,27,31,37,15
"1673","ENSMUSG00000015882|Lcorl",704,791,905,966,857,798,728,682,2054,785,767,669
"1674","ENSMUSG00000015889|Lta4h",1391,1215,972,1173,1165,1291,1083,1327,1933,1054,1177,1092
"1675","ENSMUSG00000015890|Amdhd1",7006,8576,7093,4333,5156,7166,6922,11214,12022,4258,5104,5308
"1676","ENSMUSG00000015932|Dstn",5880,5226,5306,6044,5502,5905,6146,6354,12078,5225,5388,4510
"1677","ENSMUSG00000015937|H2afy",3113,2800,2545,2820,2435,2716,2972,3265,4901,2517,2596,2320
"1678","ENSMUSG00000015942|Gtf2ird2",198,205,220,307,231,151,217,167,573,301,273,188
"1679","ENSMUSG00000015943|Bola1",436,359,253,374,422,404,433,478,629,379,480,444
"1680","ENSMUSG00000015944|Gatsl2",150,197,99,80,151,141,113,150,145,119,203,127
"1681","ENSMUSG00000015947|Fcgr1",129,138,91,109,89,186,97,165,169,104,112,160
"1682","ENSMUSG00000015950|Ncf1",189,214,129,235,185,238,178,243,279,190,159,214
"1684","ENSMUSG00000015961|Adss",2158,1861,2053,2400,1801,2007,1980,2103,4040,1913,2011,1816
"1686","ENSMUSG00000015966|Il17rb",295,366,363,282,299,317,322,359,566,331,321,209
"1687","ENSMUSG00000015968|Cacna1d",28,50,57,51,68,64,64,69,88,59,63,66
"1688","ENSMUSG00000015970|Chdh",7369,8187,8424,7927,8710,7016,7999,8813,17833,7450,8795,6293
"1689","ENSMUSG00000015971|Actr8",1070,900,985,1028,854,909,991,1056,1945,878,920,861
"1690","ENSMUSG00000015980|Lrrc27",9,11,12,9,6,18,12,14,20,10,15,8
"1691","ENSMUSG00000015981|Stk32c",9,6,6,7,5,10,14,8,12,5,7,5
"1692","ENSMUSG00000015994|Fnta",1129,977,1014,1362,1037,1101,1206,1154,2267,1110,1085,1012
"1693","ENSMUSG00000016018|Skiv2l2",1311,996,1082,1131,1002,1088,1255,1048,2152,1172,1009,959
"1694","ENSMUSG00000016024|Lbp",2789,2561,2111,2525,2431,8779,2098,2909,4233,2120,2312,7145
"1695","ENSMUSG00000016028|Celsr1",1610,875,415,922,1586,1258,1123,1080,957,1105,1712,1285
"1696","ENSMUSG00000016087|Fli1",175,228,197,259,165,250,191,332,420,188,150,205
"1697","ENSMUSG00000016128|Stard13",1700,1956,1145,1063,1664,2187,1526,2402,2048,840,1656,1477
"1700","ENSMUSG00000016181|Diexf",294,237,292,317,304,229,277,282,530,240,300,260
"1701","ENSMUSG00000016194|Hsd11b1",15317,17114,17900,22231,19219,16351,16268,20563,36788,15993,19386,13089
"1703","ENSMUSG00000016206|H2-M3",99,123,93,109,76,93,92,168,191,92,101,99
"1704","ENSMUSG00000016239|Lonrf3",254,110,227,395,451,321,299,151,491,267,472,214
"1705","ENSMUSG00000016252|Atp5e",3949,3564,2558,3500,3882,3093,3299,3715,6512,3103,3996,3117
"1706","ENSMUSG00000016253|Th1l",1001,975,1056,1313,932,1185,1053,1046,2429,1127,1050,1196
"1707","ENSMUSG00000016255|Tubb1",5,11,8,2,5,6,10,15,13,4,6,9
"1708","ENSMUSG00000016256|Ctsz",6512,6959,5576,6184,6277,7653,5812,7674,12020,5063,6660,6793
"1709","ENSMUSG00000016257|Slmo2",1356,902,1017,1343,1239,1088,1277,1042,2552,1322,1367,1071
"1710","ENSMUSG00000016262|Sertad4",13,10,24,10,5,7,7,14,29,13,3,3
"1711","ENSMUSG00000016283|H2-M2",5,7,9,5,7,6,12,10,2,2,9,7
"1712","ENSMUSG00000016308|Ube2a",677,637,574,757,714,620,540,645,1233,653,793,548
"1713","ENSMUSG00000016319|Slc25a5",12570,11690,11972,14988,12645,12072,13343,16413,27503,13793,13557,9601
"1715","ENSMUSG00000016344|Ppdpf",1515,1253,914,1087,1216,1429,1420,1662,1777,972,1414,1239
"1717","ENSMUSG00000016349|Eef1a2",0,0,1,0,0,0,0,0,100,1,0,0
"1718","ENSMUSG00000016356|Col20a1",93,55,15,58,67,75,39,81,46,34,91,37
"1719","ENSMUSG00000016382|Pls3",2655,2828,3615,3009,2257,3537,3050,3606,6652,2874,2494,2774
"1721","ENSMUSG00000016409|Nkap",486,510,469,563,487,547,433,584,954,466,403,383
"1722","ENSMUSG00000016427|Ndufa1",1817,1675,1454,1852,1629,1479,1473,1823,3342,1448,1681,1473
"1723","ENSMUSG00000016458|Wt1",18,14,5,7,6,38,33,26,19,5,5,24
"1724","ENSMUSG00000016477|E2f3",367,332,352,440,276,325,356,292,743,339,350,338
"1725","ENSMUSG00000016481|Cr1l",1714,1512,1377,1475,1243,1700,1620,1893,2881,1412,1185,1327
"1726","ENSMUSG00000016487|Ppfibp1",1648,1643,1796,1334,1018,1748,1968,2014,3088,1146,1089,1555
"1727","ENSMUSG00000016493|Cd46",27,25,17,22,11,34,18,42,37,23,23,19
"1728","ENSMUSG00000016494|Cd34",76,64,98,75,74,83,67,93,136,85,75,91
"1729","ENSMUSG00000016495|5033414D02Rik",168,202,148,171,119,205,113,260,260,145,158,197
"1730","ENSMUSG00000016496|Cd274",68,81,58,72,51,85,37,115,102,38,90,57
"1732","ENSMUSG00000016503|Gtf3a",476,444,396,581,474,396,429,446,889,466,524,369
"1733","ENSMUSG00000016510|Mtif3",1042,808,770,856,913,822,1049,868,1928,789,1097,789
"1734","ENSMUSG00000016520|Lnx2",1112,975,816,839,1189,1036,1224,1035,1585,875,1308,1023
"1736","ENSMUSG00000016526|Dyrk3",59,69,45,39,34,60,27,77,117,57,56,44
"1737","ENSMUSG00000016528|Mapkapk2",2723,2713,2311,2598,2581,2562,2511,3110,4358,1989,2708,2356
"1739","ENSMUSG00000016534|Lamp2",26393,24943,23757,25556,22687,26931,24217,29449,47564,20721,21803,22130
"1740","ENSMUSG00000016541|Atxn10",2119,1769,1929,2142,1666,1905,1828,2200,4213,1848,1839,1580
"1741","ENSMUSG00000016552|Foxred2",14,15,15,13,14,9,17,8,18,15,12,7
"1742","ENSMUSG00000016554|Eif3d",3426,2587,2340,2420,2764,2494,3307,3173,5257,2743,3075,2395
"1743","ENSMUSG00000016559|H3f3b",4173,4472,3823,4261,3624,5121,4364,5661,7840,4091,3937,3856
"1744","ENSMUSG00000016619|Nup50",1629,1372,1748,1576,1334,1505,1622,1575,3539,1526,1462,1325
"1745","ENSMUSG00000016624|Phf21b",29,13,8,29,23,18,11,9,16,10,34,14
"1747","ENSMUSG00000016637|Ift27",202,192,174,166,155,193,226,248,349,176,189,157
"1748","ENSMUSG00000016664|Pacsin2",2424,2308,2255,2124,2140,2327,2276,2482,4335,1996,2398,1829
"1749","ENSMUSG00000016756|Cmah",12380,10386,10828,9680,9785,12759,11751,12030,17758,10430,9160,9328
"1750","ENSMUSG00000016757|Ttll12",397,370,264,232,392,364,382,431,455,288,378,335
"1751","ENSMUSG00000016758|Bik",188,271,147,105,208,182,155,258,340,135,261,193
"1752","ENSMUSG00000016763|Scube1",21,25,15,23,12,30,10,29,25,29,22,22
"1753","ENSMUSG00000016831|Tox4",2029,1750,1589,1838,1726,1750,1919,1699,3606,1817,1844,1492
"1754","ENSMUSG00000016833|Mrps18c",693,645,590,740,516,643,621,717,1295,588,616,591
"1755","ENSMUSG00000016918|Sulf1",49,68,66,76,53,66,58,83,106,68,51,38
"1756","ENSMUSG00000016921|Srsf6",3597,3595,3723,4414,2932,4129,3900,3517,7943,3746,3101,3472
"1757","ENSMUSG00000016933|Plcg1",2801,2738,3249,3351,2586,2655,2572,2915,6333,2804,2838,2293
"1758","ENSMUSG00000016940|Kctd2",644,502,663,822,755,583,667,590,1440,740,953,578
"1759","ENSMUSG00000016942|Tmprss6",18583,18431,16048,16915,18361,16126,17688,21532,32231,15271,18611,13959
"1760","ENSMUSG00000016946|Kctd5",215,181,196,222,187,206,223,189,412,193,161,198
"1762","ENSMUSG00000016984|Etaa1",195,234,230,190,237,303,253,357,472,196,216,209
"1766","ENSMUSG00000017002|Slpi",39,54,47,23,56,63,53,69,44,34,47,56
"1769","ENSMUSG00000017007|Rbpjl",0,0,0,0,34,0,0,0,0,0,1,0
"1770","ENSMUSG00000017009|Sdc4",15226,19744,17683,24586,19377,20892,13412,24127,33102,19996,16134,16931
"1772","ENSMUSG00000017057|Il13ra1",1650,1986,1712,1434,1106,3187,1851,2636,3365,1440,1103,2372
"1774","ENSMUSG00000017119|Nbr1",13298,10851,10988,11324,10889,11063,11595,12569,22484,10280,11666,9612
"1775","ENSMUSG00000017132|Cyth1",1903,1658,1838,1938,1527,1300,1217,1918,3324,1842,1522,1415
"1776","ENSMUSG00000017144|Rnd3",1105,950,1143,1922,823,1006,1020,1134,2472,1071,973,939
"1777","ENSMUSG00000017146|Brca1",103,73,109,157,148,133,104,117,147,154,146,113
"1779","ENSMUSG00000017167|Cntnap1",78,43,30,42,112,50,41,56,56,58,123,36
"1780","ENSMUSG00000017176|Nt5c3l",69,77,54,51,52,113,90,119,75,47,48,76
"1781","ENSMUSG00000017188|Coa3",1405,1139,959,1119,1313,1199,1399,1365,2169,1167,1342,1179
"1784","ENSMUSG00000017210|Med24",834,666,429,528,746,755,740,780,868,579,822,644
"1786","ENSMUSG00000017221|Psmd3",2805,2794,2519,2303,2531,2804,2999,3438,4956,2466,2682,2324
"1787","ENSMUSG00000017264|Exosc10",869,678,628,720,751,775,787,918,1272,721,798,675
"1788","ENSMUSG00000017286|Glod4",2242,2032,1941,2083,1961,2119,2174,2163,4104,1928,1946,1848
"1789","ENSMUSG00000017288|Vps53",1211,1141,930,1025,1070,1187,1044,1251,1936,1048,1080,1016
"1790","ENSMUSG00000017291|Taok1",5302,5082,5997,5791,4379,5772,5268,5909,12046,4821,4459,4604
"1791","ENSMUSG00000017299|Dnttip1",367,367,334,329,330,368,339,433,720,315,337,363
"1792","ENSMUSG00000017300|Tnnc2",0,0,0,0,1,0,0,0,396,4,0,0
"1793","ENSMUSG00000017307|Acot8",491,469,414,619,527,509,517,469,875,441,535,471
"1794","ENSMUSG00000017309|Cd300lg",534,509,436,519,473,495,466,679,1129,488,571,418
"1797","ENSMUSG00000017314|Mpp2",5,11,11,14,22,16,4,8,24,14,31,11
"1799","ENSMUSG00000017344|Vtn",89320,98089,72798,84438,83383,120353,80460,107529,154916,73691,83867,102033
"1800","ENSMUSG00000017376|Nlk",727,658,509,622,612,634,585,616,1207,523,653,568
"1801","ENSMUSG00000017386|Traf4",1345,1270,1577,1486,1125,1107,1192,1312,3449,1156,1422,1234
"1802","ENSMUSG00000017390|Aldoc",653,641,473,336,421,617,813,959,988,548,399,346
"1804","ENSMUSG00000017404|Rpl19",6883,6356,4770,6512,6640,6390,6804,7228,12822,6101,6938,5811
"1805","ENSMUSG00000017405|Nek8",169,245,203,172,174,181,210,251,453,179,168,159
"1806","ENSMUSG00000017412|Cacnb4",3,10,9,12,6,8,8,13,5,12,6,6
"1807","ENSMUSG00000017417|Plxdc1",22,24,19,24,21,23,15,35,49,21,18,8
"1808","ENSMUSG00000017418|Arl5b",1947,2151,2914,2837,2129,2248,2102,2666,5038,2098,1897,1843
"1809","ENSMUSG00000017421|Zfp207",3361,2830,2760,3142,3071,3305,3178,3400,5135,2890,2969,2701
"1810","ENSMUSG00000017428|Psmd11",2415,2159,1934,1990,2070,2406,2673,3132,4384,2047,2143,2007
"1811","ENSMUSG00000017446|C1qtnf1",333,351,245,302,280,407,213,387,559,300,286,318
"1812","ENSMUSG00000017453|Pipox",8176,8138,7693,8899,7854,7786,7653,10171,14301,7130,7891,6100
"1813","ENSMUSG00000017466|Timp2",475,386,397,391,399,494,450,465,745,362,382,379
"1814","ENSMUSG00000017478|Zc3h18",2329,2224,1960,2087,2210,2015,2181,2071,3809,1830,2404,1850
"1815","ENSMUSG00000017485|Top2b",3041,3321,3543,3427,2753,3541,3114,3881,7371,3168,2852,2844
"1816","ENSMUSG00000017491|Rarb",228,158,144,179,108,259,205,286,414,154,195,186
"1817","ENSMUSG00000017493|Igfbp4",41132,37924,42670,50888,39838,38250,32328,37735,76622,43501,44026,33214
"1818","ENSMUSG00000017499|Cdc6",11,10,6,7,17,18,17,12,27,17,21,12
"1819","ENSMUSG00000017548|Suz12",1304,1425,1569,1601,1133,1623,1275,1462,3042,1354,1037,1418
"1820","ENSMUSG00000017550|Atad5",90,138,102,106,101,157,104,184,224,94,128,149
"1821","ENSMUSG00000017561|Crlf3",354,429,376,586,380,441,475,462,857,430,513,383
"1823","ENSMUSG00000017607|Tns4",23,33,15,18,18,39,9,24,33,11,20,25
"1824","ENSMUSG00000017615|Tnfaip1",1318,1308,1102,1296,1454,1238,1372,1498,2422,1334,1474,1101
"1825","ENSMUSG00000017631|Abr",366,368,267,288,321,381,242,372,475,264,319,324
"1826","ENSMUSG00000017639|Rab11fip4",359,442,256,317,463,742,428,502,509,400,673,604
"1827","ENSMUSG00000017652|Cd40",9,23,16,22,8,20,15,30,27,14,16,27
"1828","ENSMUSG00000017664|Slc35c2",743,729,585,632,504,597,613,775,1279,607,586,558
"1829","ENSMUSG00000017667|Zfp334",127,101,108,114,167,115,95,135,156,112,189,108
"1830","ENSMUSG00000017670|Elmo2",439,419,361,446,462,488,369,509,835,388,475,470
"1831","ENSMUSG00000017677|Wsb1",556,789,553,846,739,1014,705,808,1274,385,414,696
"1832","ENSMUSG00000017679|Ttpal",1075,797,803,1405,1222,940,789,776,2110,1460,1206,1002
"1833","ENSMUSG00000017686|Rhot1",1937,1769,1962,2057,1674,1831,1950,1992,3871,1711,1714,1640
"1834","ENSMUSG00000017688|Hnf4g",41,47,25,26,40,14,23,20,20,9,17,13
"1835","ENSMUSG00000017692|Rhbdl3",13,10,7,12,16,10,16,9,25,12,7,7
"1836","ENSMUSG00000017697|Ada",121,105,64,114,112,149,93,117,217,86,87,128
"1837","ENSMUSG00000017707|Serinc3",9206,8385,9285,13372,11607,10724,8143,8954,19634,10977,10958,9525
"1838","ENSMUSG00000017713|Tha1",250,191,142,187,213,206,200,201,227,158,253,196
"1839","ENSMUSG00000017715|Pgs1",576,399,403,499,504,429,622,525,850,471,561,428
"1840","ENSMUSG00000017716|Birc5",55,55,43,39,59,51,32,34,74,55,78,30
"1841","ENSMUSG00000017718|Afmid",5222,5342,5065,6025,5467,3650,4896,7745,6837,4694,5555,2656
"1843","ENSMUSG00000017721|Pigt",1573,1306,891,975,1172,1074,1162,1186,1364,990,1185,859
"1844","ENSMUSG00000017723|Wfdc2",107,98,78,85,115,88,69,146,235,93,147,88
"1847","ENSMUSG00000017734|Dbndd2",233,245,111,125,143,220,179,279,199,128,174,181
"1848","ENSMUSG00000017737|Mmp9",16,29,23,21,10,51,106,50,32,11,23,32
"1849","ENSMUSG00000017740|Slc12a5",113,130,106,102,123,93,120,113,178,74,115,73
"1850","ENSMUSG00000017747|Ghdc",597,463,439,432,486,477,468,598,876,431,516,469
"1851","ENSMUSG00000017754|Pltp",1088,860,1145,1286,1229,1053,1853,1684,3164,1482,1236,846
"1852","ENSMUSG00000017756|Slc12a7",3516,3225,3077,3269,2779,2945,3091,3252,5045,2829,3346,2603
"1853","ENSMUSG00000017760|Ctsa",4607,4989,4553,4695,4317,5949,4298,6291,9342,4333,4563,4884
"1854","ENSMUSG00000017764|Zswim1",208,106,115,197,169,91,218,130,231,166,185,133
"1855","ENSMUSG00000017765|Slc12a4",802,783,882,1030,900,919,838,787,1889,973,1013,882
"1857","ENSMUSG00000017774|Myo1c",1924,1903,2083,2049,2217,2029,2108,2147,4280,1981,2737,1790
"1858","ENSMUSG00000017776|Crk",3505,3106,3844,4194,3344,3555,3708,3388,8110,3703,3442,3013
"1859","ENSMUSG00000017778|Cox7c",4010,3629,3436,4723,3887,3651,3520,4341,9006,3810,3765,3208
"1860","ENSMUSG00000017781|Pitpna",1639,1561,1589,1856,1624,1822,1648,1779,3141,1718,1712,1459
"1861","ENSMUSG00000017801|Mlx",1754,1199,970,1476,1572,1229,1477,1170,2424,1542,1610,1212
"1862","ENSMUSG00000017802|Fam134c",3397,3513,3120,3087,2922,3576,2935,3948,6219,2572,3385,3030
"1863","ENSMUSG00000017817|Jph2",12,10,12,8,5,4,22,5,58,6,9,8
"1864","ENSMUSG00000017830|Dhx58",573,456,301,241,214,641,421,568,365,211,287,405
"1865","ENSMUSG00000017831|Rab5a",1950,1921,1940,2095,1732,1815,1833,1950,4542,1889,1756,1584
"1867","ENSMUSG00000017837|Nkiras2",674,664,459,576,530,677,562,855,1045,457,600,587
"1868","ENSMUSG00000017843|Ppp2r5c",1712,1658,1689,1849,1634,1887,1678,1975,3569,1612,1689,1547
"1869","ENSMUSG00000017858|Ift52",774,714,766,717,614,763,661,970,1421,638,609,604
"1870","ENSMUSG00000017861|Mybl2",9,15,7,19,13,17,9,3,10,9,9,9
"1871","ENSMUSG00000017868|Sgk2",2179,2731,1909,1349,1438,2042,1641,3358,3602,992,1718,2355
"1875","ENSMUSG00000017929|B4galt5",1846,880,1788,1836,2102,771,1196,991,4324,1613,3583,685
"1877","ENSMUSG00000017950|Hnf4a",23352,16766,23653,29150,27044,19643,21262,18462,55323,28325,27302,16594
"1878","ENSMUSG00000017969|Ptgis",66,115,98,106,58,81,67,142,178,80,73,127
"1879","ENSMUSG00000017978|Cadps2",1049,1082,1078,1159,1007,1308,988,1347,1941,1087,919,1061
"1880","ENSMUSG00000017999|Ddx27",1110,796,873,952,1025,822,1115,818,1991,996,1056,825
"1881","ENSMUSG00000018001|Cyth3",310,376,400,340,313,376,291,412,688,264,265,334
"1882","ENSMUSG00000018008|Cyth4",176,247,170,232,147,282,139,275,285,150,215,296
"1883","ENSMUSG00000018012|Rac3",21,12,4,8,11,10,13,11,10,16,11,11
"1884","ENSMUSG00000018040|Rrp7a",874,765,647,927,778,736,813,776,1353,815,952,683
"1885","ENSMUSG00000018042|Cyb5r3",17123,15015,13231,11583,13520,12375,17297,21838,25416,15072,14814,9894
"1886","ENSMUSG00000018068|Ints2",793,358,221,481,624,453,683,317,553,513,693,346
"1887","ENSMUSG00000018076|Med13l",947,989,916,826,917,849,768,1033,1450,790,807,666
"1888","ENSMUSG00000018102|Hist1h2bc",4023,3808,2993,3957,5184,4605,3471,3276,7060,2912,5304,4334
"1890","ENSMUSG00000018143|Mafk",537,703,515,405,403,595,439,1099,905,362,459,482
"1891","ENSMUSG00000018160|Med1",1882,1534,1574,1836,1638,1528,1608,1532,3334,1449,1703,1329
"1892","ENSMUSG00000018166|Erbb3",5560,10615,7319,5638,7178,8612,4070,13274,12424,4772,7258,6426
"1893","ENSMUSG00000018167|Stard3",614,608,619,723,612,556,603,667,1321,624,694,548
"1894","ENSMUSG00000018168|Ikzf3",27,53,23,22,12,37,24,62,64,17,36,32
"1895","ENSMUSG00000018169|Mfng",53,49,48,81,39,46,53,55,106,45,57,45
"1896","ENSMUSG00000018171|Vmp1",5459,4993,4362,9308,5563,4783,4504,4734,10024,5003,5265,4745
"1897","ENSMUSG00000018189|Uchl5",387,431,493,540,476,443,447,444,1160,551,445,392
"1898","ENSMUSG00000018196|Glrx2",643,553,586,667,711,686,667,648,1267,633,676,548
"1899","ENSMUSG00000018199|Trove2",436,394,392,463,461,440,409,506,739,347,488,351
"1900","ENSMUSG00000018209|Stk4",1199,993,987,1002,1052,1110,1023,1311,1898,891,1188,923
"1902","ENSMUSG00000018217|Pmp22",150,154,141,129,119,149,117,175,278,128,102,130
"1903","ENSMUSG00000018238|Gdf9",17,8,14,14,20,8,7,1,11,15,16,15
"1904","ENSMUSG00000018239|Zcchc10",68,25,46,45,44,42,51,55,94,49,46,46
"1907","ENSMUSG00000018286|Psmb6",3462,3328,2500,3359,3341,3278,3428,3629,6547,3135,3268,3172
"1908","ENSMUSG00000018287|Spag7",707,685,588,655,652,621,712,746,1408,623,593,500
"1909","ENSMUSG00000018293|Pfn1",5083,4701,4507,4932,4714,4596,4734,5146,8963,4493,5004,4393
"1910","ENSMUSG00000018322|Tomm34",478,417,392,369,414,443,505,512,731,379,445,399
"1911","ENSMUSG00000018326|Ywhab",2398,2059,2263,2309,2357,2593,2443,2607,4688,2499,2303,2061
"1912","ENSMUSG00000018334|Ksr1",132,132,107,129,160,112,115,153,216,117,153,84
"1913","ENSMUSG00000018339|Gpx3",122,105,78,92,73,125,82,132,136,97,78,133
"1914","ENSMUSG00000018340|Anxa6",5479,4841,5081,4874,4707,4888,5462,6956,9473,4783,5220,4162
"1915","ENSMUSG00000018341|Il12rb2",11,8,2,3,1,8,7,8,8,4,9,11
"1916","ENSMUSG00000018347|Zkscan6",191,232,157,190,185,200,181,242,328,141,204,192
"1917","ENSMUSG00000018362|Kpna2",1458,1109,1358,1580,1165,1094,1576,1075,3265,1535,1364,1160
"1918","ENSMUSG00000018363|Smurf2",2257,2298,2684,2901,2441,2507,2510,2564,5357,2212,2360,2196
"1919","ENSMUSG00000018372|Ccdc45",307,223,145,195,251,189,232,264,325,177,238,147
"1920","ENSMUSG00000018377|Vezf1",809,689,770,823,637,644,699,756,1437,638,722,612
"1921","ENSMUSG00000018378|Cuedc1",75,64,84,77,76,75,80,93,125,79,67,76
"1922","ENSMUSG00000018379|Srsf1",4591,4488,3760,5214,5088,5498,4430,4723,7903,4360,4977,4356
"1923","ENSMUSG00000018381|Abi3",256,279,206,246,254,302,213,345,348,207,308,298
"1924","ENSMUSG00000018387|Shroom1",2279,1591,1385,1446,1440,1332,2039,1923,2412,1615,1856,1177
"1925","ENSMUSG00000018395|Kif3a",136,154,133,133,120,144,144,193,211,123,196,91
"1926","ENSMUSG00000018398|Sept8",261,215,252,233,224,268,281,260,415,183,253,175
"1927","ENSMUSG00000018401|Mtmr4",5210,2582,2289,2881,4172,3347,3810,2589,4887,2808,4515,2843
"1928","ENSMUSG00000018405|Mrm1",136,87,107,159,157,114,115,78,263,153,155,103
"1929","ENSMUSG00000018411|Mapt",197,135,117,159,138,117,144,136,179,139,173,117
"1930","ENSMUSG00000018412|Kansl1",1227,1161,1183,1362,1307,1143,1068,1363,2105,1094,1184,1028
"1931","ENSMUSG00000018415|Gid4",1542,1248,1345,1561,1670,1097,1247,1214,2858,1286,1606,1141
"1932","ENSMUSG00000018417|Myo1b",14696,11738,9299,9644,10950,11727,12598,13852,16081,9271,9686,9878
"1933","ENSMUSG00000018425|Dhx40",1819,1645,1471,1719,1589,1565,1436,1884,3239,1446,1531,1365
"1934","ENSMUSG00000018427|Ypel2",1283,1353,643,855,1535,1886,722,2255,1083,786,1333,1392
"1935","ENSMUSG00000018428|Akap1",4860,4445,4530,5097,4692,4619,5018,4608,8476,4152,5085,4189
"1936","ENSMUSG00000018433|Nol11",974,653,696,780,674,726,891,768,1442,732,754,620
"1937","ENSMUSG00000018442|Derl2",5164,3767,3314,3824,3502,3297,4248,4494,8418,3872,3232,2823
"1938","ENSMUSG00000018446|C1qbp",1973,1444,1474,1759,1544,1596,1818,1826,3226,1681,1568,1270
"1939","ENSMUSG00000018449|Rpain",585,484,521,685,553,568,474,573,1171,521,537,498
"1941","ENSMUSG00000018459|Slc13a3",762,924,450,501,477,1002,506,1121,720,415,632,946
"1942","ENSMUSG00000018470|Kcnab3",11,18,25,19,11,23,10,7,53,19,10,13
"1943","ENSMUSG00000018474|Chd3",6266,5817,5933,5760,6342,5477,5324,5562,11143,5225,7257,5182
"1944","ENSMUSG00000018476|Kdm6b",323,244,243,230,304,232,202,278,414,235,316,244
"1946","ENSMUSG00000018481|Appbp2",1572,1242,1517,1438,1202,1337,1402,1455,2909,1494,1254,1220
"1947","ENSMUSG00000018486|Wnt9b",76,58,32,52,59,49,74,60,117,81,46,40
"1949","ENSMUSG00000018501|Ncor1",6389,5157,6080,6014,5700,5744,6016,5644,11162,4893,5824,4809
"1950","ENSMUSG00000018507|Trpv2",35,62,54,65,42,70,64,76,97,55,74,67
"1951","ENSMUSG00000018509|Cenpv",392,437,410,489,421,397,433,433,845,308,409,351
"1952","ENSMUSG00000018537|Pcgf2",40,56,43,51,65,28,45,49,88,53,53,54
"1953","ENSMUSG00000018541|Cwc25",576,452,471,539,497,492,579,444,1061,503,487,464
"1955","ENSMUSG00000018547|Pip4k2b",1139,990,902,999,1148,931,1221,1131,1886,919,1146,871
"1956","ENSMUSG00000018548|Trim37",651,645,674,771,775,756,597,664,1318,659,775,588
"1958","ENSMUSG00000018559|Ctdnep1",448,375,317,415,390,361,364,390,703,331,381,316
"1959","ENSMUSG00000018565|Elp5",692,625,526,671,643,622,605,620,1100,566,650,516
"1960","ENSMUSG00000018566|Slc2a4",42,8,25,14,14,9,8,7,127,52,19,1
"1961","ENSMUSG00000018567|Gabarap",5396,4548,4213,4930,4816,5094,4582,5011,9316,4417,5100,4479
"1962","ENSMUSG00000018569|Cldn7",42,24,34,26,18,14,18,18,37,20,18,12
"1963","ENSMUSG00000018570|2810408A11Rik",3,11,3,8,4,6,2,7,2,6,1,7
"1964","ENSMUSG00000018572|Phf23",631,502,517,671,567,500,600,503,1314,616,581,520
"1965","ENSMUSG00000018574|Acadvl",14564,13672,14507,17287,15090,14948,15464,15287,32154,13829,15589,13416
"1966","ENSMUSG00000018581|Dnahc11",8,8,14,33,9,13,14,12,43,10,11,3
"1967","ENSMUSG00000018583|G3bp1",3384,2449,2355,2849,2697,2790,3328,2921,4778,2785,2966,2488
