Gene_name	Exon_length	Sample_CTR2_liver_ZT14_F	Sample_CTR2_liver_ZT18_F	Sample_CTR2_liver_ZT22_F	Sample_CTR1_liver_ZT02_F	Sample_CTR1_liver_ZT06_F	Sample_CTR1_liver_ZT10_F	Sample_CTR1_liver_ZT14_F	Sample_CTR1_liver_ZT18_F	Sample_CTR1_liver_ZT22_F	Sample_CTR2_liver_ZT02_F	Sample_CTR2_liver_ZT06_F	Sample_CTR2_liver_ZT10_F	Sample_GFM2_liver_ZT14_F	Sample_GFM2_liver_ZT18_F	Sample_GFM2_liver_ZT22_F	Sample_GFM1_liver_ZT02_F	Sample_GFM1_liver_ZT06_F	Sample_GFM1_liver_ZT10_F	Sample_GFM1_liver_ZT14_F	Sample_GFM1_liver_ZT18_F	Sample_GFM1_liver_ZT22_F	Sample_GFM2_liver_ZT02_F	Sample_GFM2_liver_ZT06_F	Sample_GFM2_liver_ZT10_F
9687	ENSMUSG00000034391|Fbxo15	2752	1	1	3	7	0	10	1	5	2	9	5	5	8	3	2	5	6	4	2	2	6	4	8	3
9688	ENSMUSG00000034394|Lif	4350	1	6	4	2	5	0	5	2	4	3	5	6	0	1	2	3	3	0	0	1	3	0	2	0
9689	ENSMUSG00000034401|Spata6	7735	73	102	86	85	74	74	85	85	56	67	68	80	86	61	58	64	76	71	64	62	78	55	89	92
9690	ENSMUSG00000034402|Kcnh5	4061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9691	ENSMUSG00000034403|Pja1	3324	1544	1882	2020	1889	1971	2025	1592	1808	1737	1986	2131	1861	1792	1500	1755	2076	1703	2591	1699	1564	1782	1581	2115	2445
9692	ENSMUSG00000034412|Tbc1d10a	2733	364	411	352	406	681	593	256	447	241	378	721	692	481	325	358	346	304	886	366	316	392	221	412	717
9693	ENSMUSG00000034413|Neurl1b	6184	68	83	104	125	85	63	49	108	60	126	142	105	36	94	63	86	41	38	23	24	42	84	61	48
9694	ENSMUSG00000034416|Pkd1l2	8748	0	2	0	0	2	1	1	2	0	1	0	0	0	0	1	3	2	1	0	0	1	1	1	1
9695	ENSMUSG00000034422|Parp14	9306	2963	2338	3561	3542	2933	3687	2118	3155	2187	4072	3015	2855	2457	2453	2598	2139	2368	2611	2236	1465	2063	1727	3369	2688
9696	ENSMUSG00000034424|Gcsh	1579	3612	2909	3856	3884	3341	3673	3626	3285	2948	4132	3529	3597	3635	3550	3450	3426	2371	3471	3187	2584	3638	2433	4008	4596
9697	ENSMUSG00000034427|Myo15b	7766	19	12	32	29	10	32	6	9	14	20	20	10	13	5	13	6	5	22	5	10	10	9	7	4
9698	ENSMUSG00000034429|Zfp707	3094	801	941	716	860	890	674	798	782	997	738	895	686	569	586	1000	1128	822	706	493	846	812	924	1153	854
9699	ENSMUSG00000034430|Zxdc	8564	746	612	734	718	582	893	699	711	508	696	628	771	787	505	620	541	613	814	684	696	516	681	682	844
9700	ENSMUSG00000034432|Cops8	1843	802	918	1026	853	803	922	858	887	759	930	756	788	860	737	892	832	730	791	845	675	698	726	853	868
9701	ENSMUSG00000034435|Tmem30b	3282	2128	1897	2195	1932	2109	2051	2082	1975	1729	1928	1920	2107	2152	1682	1800	1713	1521	1902	1591	1824	1819	1292	2026	1839
9702	ENSMUSG00000034437|Gm9761	342	32	36	44	38	29	35	22	45	33	29	25	21	35	37	28	64	19	22	38	20	29	17	32	42
9703	ENSMUSG00000034438|Gbp8	10523	958	611	824	947	845	791	462	831	702	1029	910	764	597	601	549	618	788	629	451	460	422	614	952	749
9704	ENSMUSG00000034442|Trmt5	1669	189	269	337	327	227	269	217	299	249	317	252	186	218	241	260	252	199	196	245	169	218	219	301	230
9705	ENSMUSG00000034445|Cybasc3	1474	232	266	296	323	280	296	247	331	277	333	267	260	237	227	232	273	211	278	171	208	221	275	343	352
9706	ENSMUSG00000034449|Dhrs11	1603	672	595	583	624	822	485	616	612	544	653	520	468	610	543	725	668	737	733	521	637	531	615	703	650
9707	ENSMUSG00000034450|Gulo	2265	18245	17010	15774	18880	18193	23093	21920	15904	12346	21187	16186	19479	18582	19543	20650	21341	9483	23835	20714	19869	21379	13318	16324	19491
9708	ENSMUSG00000034452|Slc24a1	5213	1	2	1	1	1	1	1	1	0	3	0	3	6	0	0	0	0	1	0	0	4	0	1	2
9709	ENSMUSG00000034453|Polr3b	4869	770	716	871	871	834	966	822	807	717	870	781	768	782	691	791	879	628	920	668	716	763	708	940	779
9710	ENSMUSG00000034456|Uroc1	3467	19732	17976	21984	21511	23187	24898	17794	20942	19279	23323	22503	19602	24455	22332	25204	23883	20086	23590	17804	17919	23353	19511	19351	18406
9711	ENSMUSG00000034457|Eda2r	5891	53	33	57	73	29	68	46	56	56	87	111	53	38	28	22	35	16	38	30	11	15	40	49	39
9712	ENSMUSG00000034459|Ifit1	2656	346	428	930	905	377	764	237	499	449	1125	831	425	214	385	571	518	284	429	211	152	251	139	565	448
9713	ENSMUSG00000034460|Six4	7035	1	2	3	1	0	3	2	1	1	2	2	0	2	1	1	0	0	0	0	4	1	0	2	2
9714	ENSMUSG00000034462|Pkd2	10169	1305	1170	1282	1359	1368	1319	1265	1282	1122	1336	1096	1125	1253	1134	1161	1083	932	903	768	1229	1034	1133	1386	1017
9715	ENSMUSG00000034463|Scara3	3405	143	153	196	149	207	164	131	165	118	232	144	154	95	123	159	93	100	132	78	92	119	65	92	98
9716	ENSMUSG00000034467|Dynlrb2	496	1	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0
9717	ENSMUSG00000034471|Caskin2	5177	854	763	859	858	590	815	793	972	601	906	706	805	728	708	662	695	488	705	903	663	578	566	762	681
9718	ENSMUSG00000034472|Rasd2	3176	9	2	3	0	1	10	10	5	4	3	2	35	11	3	2	6	9	9	11	3	7	2	6	6
9719	ENSMUSG00000034473|Sec22a	5221	437	405	560	543	587	614	440	519	497	602	606	562	435	392	482	515	447	537	380	309	388	385	553	631
9720	ENSMUSG00000034480|Diap2	12816	892	560	706	769	895	998	840	612	630	867	893	1091	868	441	479	629	435	777	714	493	482	596	780	702
9721	ENSMUSG00000034482|Ly6g5c	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9722	ENSMUSG00000034484|Snx2	2013	1869	1330	1636	1807	2123	2144	1768	1488	1620	2058	1808	2126	1946	1311	1622	1639	1327	1846	1283	1306	1438	1262	1846	1944
9723	ENSMUSG00000034485|Uaca	4803	310	428	460	420	424	619	348	392	329	387	550	477	526	339	436	422	368	498	397	316	413	296	494	471
9724	ENSMUSG00000034486|Gbx2	4240	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9725	ENSMUSG00000034487|Kdelc2	3644	370	399	505	509	517	522	387	438	398	554	571	476	373	397	385	389	222	421	366	230	376	276	457	496
9726	ENSMUSG00000034488|Edil3	13677	0	2	1	1	1	1	0	0	5	0	1	1	2	1	6	2	0	3	4	4	1	0	3	0
9727	ENSMUSG00000034493|4930556J24Rik	3307	0	0	4	1	4	4	0	9	5	5	3	5	4	0	7	3	5	5	3	3	3	8	4	4
9728	ENSMUSG00000034501|Pcnxl4	4420	191	269	306	317	295	237	164	303	251	279	293	188	187	192	221	227	271	298	139	168	193	275	317	305
9729	ENSMUSG00000034509|Mad2l1bp	1269	224	126	176	185	171	209	207	151	140	175	169	216	187	131	145	132	165	153	104	150	115	140	250	185
9730	ENSMUSG00000034518|Hmgxb4	5227	225	310	431	469	328	409	204	319	387	422	448	345	273	294	374	444	298	412	217	240	315	256	393	362
9731	ENSMUSG00000034520|Gjc1	5003	12	5	17	19	20	23	17	18	17	28	23	14	18	16	14	16	13	24	19	13	16	11	8	14
9732	ENSMUSG00000034522|Zfp395	4229	452	425	311	499	533	480	343	533	483	476	516	591	463	369	490	508	433	662	260	426	489	566	560	478
9733	ENSMUSG00000034525|BC018507	7675	1180	1102	1486	1541	1000	1228	1210	1241	1112	1655	996	1087	1253	1131	1079	1213	1146	1084	954	1079	1006	1118	1362	1011
9734	ENSMUSG00000034528|Hsd17b13	2157	11369	9382	10463	9337	11034	10903	8970	10298	9546	9839	8900	7706	12582	9576	9233	7647	13207	8122	6758	11003	8227	7525	8328	8024
9735	ENSMUSG00000034532|Fbxo16	1228	1	1	1	0	2	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0
9736	ENSMUSG00000034533|Scn10a	6416	2	1	0	1	3	0	0	0	0	1	0	0	1	0	3	3	1	2	2	0	0	1	0	0
9737	ENSMUSG00000034538|Zfp418	2725	108	76	92	104	60	68	61	76	66	97	45	54	70	72	70	49	45	54	54	58	49	47	72	54
9738	ENSMUSG00000034543|Morc2a	6142	893	912	1071	937	838	865	1009	958	674	902	686	615	1007	722	780	729	783	770	704	735	609	688	927	711
9739	ENSMUSG00000034544|Rsrc1	8615	690	480	635	765	654	883	702	509	510	730	707	790	765	474	490	604	390	634	647	472	524	444	613	665
9740	ENSMUSG00000034551|Hdx	9789	12	14	8	18	11	12	16	15	14	17	7	17	10	4	9	8	14	11	12	17	12	8	8	5
9741	ENSMUSG00000034552|Zswim2	2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9742	ENSMUSG00000034555|Tex16	5176	1	1	2	0	0	3	1	3	3	9	2	1	0	2	0	4	1	1	1	1	0	0	1	0
9743	ENSMUSG00000034557|Zfyve9	7015	1627	1605	1458	1331	1530	2068	1693	1688	1340	1455	1241	1541	2030	1430	1532	1156	1226	1312	1659	1546	1335	1084	1447	1446
9744	ENSMUSG00000034560|A230046K03Rik	5854	1830	1799	1877	1945	2017	1915	1728	1976	1791	2057	1645	1655	1682	1490	1543	1547	1243	1581	1304	1415	1486	1291	2011	1569
9745	ENSMUSG00000034563|Ccpg1	6444	2475	2524	2393	2326	2427	3003	2784	2488	2365	2386	2330	2361	2938	1792	1900	1718	1709	2330	1960	2462	2028	1777	2584	2441
9746	ENSMUSG00000034566|Atp5h	1465	4624	5028	5798	5094	5392	5784	4892	5510	4564	5687	5113	4603	5488	5506	6132	5612	4677	5349	4765	4658	5618	4263	5201	5664
9747	ENSMUSG00000034570|Inpp5j	4719	0	3	4	1	3	1	3	1	1	0	3	0	1	1	0	2	5	9	0	1	4	2	1	1
9748	ENSMUSG00000034573|Ptpn13	8280	150	122	172	155	140	178	149	160	117	141	151	120	164	156	204	161	164	169	132	134	169	109	139	108
9749	ENSMUSG00000034574|Daam1	6004	3879	4104	3589	3144	4488	4153	3419	3708	3769	3502	3843	4220	3701	3508	3510	2474	1961	3006	2738	2600	3089	2123	2559	2737
9750	ENSMUSG00000034575|Papd7	3972	1213	803	991	1109	917	1096	1064	1138	772	1148	655	959	1039	1010	867	1012	539	910	1068	997	724	606	827	933
9751	ENSMUSG00000034579|Pla2g3	5904	0	0	4	1	3	10	0	0	8	2	0	2	0	6	2	1	3	3	2	1	5	1	2	1
9752	ENSMUSG00000034583|Olfr1347	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9753	ENSMUSG00000034584|Exph5	10585	1024	1052	2224	1649	1163	1593	1187	1224	1316	1587	1359	1154	1148	1237	1311	1120	890	999	862	895	1130	769	1145	971
9754	ENSMUSG00000034586|Hid1	4595	70	97	104	91	119	82	66	98	73	92	78	99	67	53	63	76	57	64	46	54	69	75	97	94
9755	ENSMUSG00000034587|8430429K09Rik	3242	19	27	18	28	34	41	19	28	19	42	32	37	23	23	25	22	26	53	27	25	18	21	28	31
9756	ENSMUSG00000034591|Slc41a2	5349	314	1085	800	737	758	231	299	461	897	1513	785	388	231	2462	2556	2724	1685	1408	1057	916	2042	1899	1300	526
9757	ENSMUSG00000034593|Myo5a	16569	61	52	57	63	79	58	57	31	53	56	44	48	53	36	74	60	74	63	39	39	41	47	44	59
9758	ENSMUSG00000034595|Ppp1r18	4272	243	172	200	183	195	207	158	178	158	242	151	206	160	145	176	180	181	173	149	133	142	147	200	198
9759	ENSMUSG00000034601|2700049A03Rik	5879	255	239	241	286	294	393	233	237	215	313	404	297	217	157	213	207	220	282	202	184	192	185	298	257
9760	ENSMUSG00000034602|Mon2	9303	3828	3446	3682	3718	4098	4036	3965	3323	3391	3744	3207	3621	4335	2978	3498	3500	3338	3937	3104	3848	3193	3262	4045	3789
9761	ENSMUSG00000034607|Pof1b	4799	14	11	8	7	11	8	10	4	4	6	9	9	9	4	13	11	5	9	1	13	9	5	12	8
9762	ENSMUSG00000034610|Zcchc11	10215	1472	1162	1210	1171	1726	1900	1522	1117	1142	1288	1684	2106	1682	727	898	938	858	1552	872	1008	965	860	1182	1376
9763	ENSMUSG00000034612|Chst11	6316	28	13	16	10	14	24	8	12	15	25	16	10	10	7	21	9	22	13	8	13	14	7	17	12
9764	ENSMUSG00000034613|Ppm1h	10226	208	254	259	286	275	262	169	287	231	258	267	261	215	174	245	214	199	237	191	142	204	210	279	291
9765	ENSMUSG00000034614|Pik3ip1	4446	35	32	14	20	42	38	33	37	30	23	37	32	37	21	28	16	37	62	21	22	34	24	28	43
9766	ENSMUSG00000034616|Ssh3	2740	451	377	456	495	489	505	414	396	406	487	420	529	396	283	349	363	333	384	316	327	313	353	405	442
9767	ENSMUSG00000034617|Mtrr	3692	356	303	335	291	280	499	328	318	282	354	265	374	440	351	367	254	179	276	426	304	299	218	204	298
9768	ENSMUSG00000034620|Tmem5	5614	773	582	600	608	713	707	777	528	508	586	515	662	630	487	559	448	498	519	459	473	522	428	674	644
9769	ENSMUSG00000034621|Gpatch8	8774	795	786	893	868	876	953	822	813	821	882	921	894	786	603	724	730	713	986	606	791	791	708	886	862
9770	ENSMUSG00000034623|Prss55	1576	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9771	ENSMUSG00000034634|Ly6d	691	25	23	81	25	42	35	18	15	21	40	20	20	11	13	26	37	32	39	10	3	22	40	26	23
9772	ENSMUSG00000034636|Zyg11b	9046	3623	3642	4042	3784	4268	4900	3715	3683	3490	4085	4135	4206	4062	3099	3722	2907	3244	4022	3209	3236	3523	2837	3937	4050
9773	ENSMUSG00000034639|Setmar	1765	116	95	99	104	120	132	114	95	108	122	117	109	125	101	137	77	150	103	128	150	113	82	154	145
9774	ENSMUSG00000034640|Tiparp	4661	574	438	543	638	619	938	575	600	435	699	578	586	669	479	476	353	267	394	635	423	463	324	377	342
9775	ENSMUSG00000034641|Cd300ld	2645	422	424	475	435	414	412	333	518	395	448	402	365	270	347	414	334	417	390	263	232	288	408	490	379
9776	ENSMUSG00000034645|Zyg11a	2295	197	143	199	112	145	217	220	146	100	98	167	205	184	105	124	77	123	107	161	91	93	102	136	107
9777	ENSMUSG00000034647|Ankrd12	11508	738	435	492	404	513	728	624	544	468	415	443	724	614	280	336	221	309	409	363	416	331	324	289	328
9778	ENSMUSG00000034648|Lrrn1	3756	3	6	6	4	6	5	6	4	13	4	7	5	9	6	8	5	6	6	2	8	14	8	8	7
9779	ENSMUSG00000034652|Cd300a	4738	262	188	210	192	200	258	154	186	174	201	157	181	148	181	199	172	359	266	155	157	163	178	232	256
9780	ENSMUSG00000034653|Ythdc2	6299	646	535	628	588	614	669	692	547	514	643	575	652	490	507	582	522	409	531	499	563	465	315	621	537
9781	ENSMUSG00000034656|Cacna1a	12176	39	31	29	26	36	29	34	36	16	34	31	33	41	18	30	32	30	42	17	25	19	31	33	20
9782	ENSMUSG00000034659|Tmem109	3798	674	766	766	664	599	626	605	718	676	734	646	536	590	709	780	758	583	769	614	607	692	651	715	747
9783	ENSMUSG00000034660|Galp	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9784	ENSMUSG00000034663|Bmp2k	8760	924	738	891	683	949	1193	784	858	686	704	875	965	879	682	789	565	682	905	672	708	700	643	749	843
9785	ENSMUSG00000034664|Itga2b	5703	134	106	90	98	110	118	92	99	91	131	101	93	127	76	92	90	91	129	88	77	90	101	122	123
9786	ENSMUSG00000034667|Xpot	6068	4632	4325	4014	3871	4658	4636	4754	4001	3621	4092	3161	4000	3864	3500	4060	3707	2867	4229	3452	4530	3496	2880	3841	3893
9787	ENSMUSG00000034673|Pbx2	3902	683	590	665	616	738	639	590	645	595	724	611	659	671	523	603	553	494	609	471	574	546	480	634	695
9788	ENSMUSG00000034674|Tdg	5374	334	247	354	368	322	354	391	287	303	401	253	378	300	298	370	343	267	295	279	330	264	270	363	280
9789	ENSMUSG00000034675|Dbn1	4514	60	57	64	93	78	53	57	69	56	111	88	82	73	62	84	89	61	75	45	30	69	70	101	67
9790	ENSMUSG00000034677|Gpr142	1116	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9791	ENSMUSG00000034681|Rnps1	1920	583	523	609	602	499	678	626	528	496	655	540	644	676	480	513	600	399	582	531	443	490	508	590	531
9792	ENSMUSG00000034683|Ppp1r1c	5826	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9793	ENSMUSG00000034684|Sema3f	3393	313	350	339	330	296	321	330	355	254	379	266	295	304	285	307	359	202	407	396	428	357	292	330	358
9794	ENSMUSG00000034685|Fam171a2	3119	83	60	120	133	69	94	98	78	82	109	92	98	118	113	117	118	42	97	108	70	96	84	96	99
9795	ENSMUSG00000034686|Prr7	1360	1	4	5	9	6	6	1	5	1	2	9	2	3	6	5	7	8	6	4	6	3	1	9	4
9796	ENSMUSG00000034687|Fras1	15848	218	225	298	444	288	457	205	291	183	321	558	345	230	185	141	256	110	197	237	82	201	198	130	197
9797	ENSMUSG00000034689|4921530L21Rik	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
9798	ENSMUSG00000034690|Nlrp4c	3899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9799	ENSMUSG00000034701|Neurod1	2729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9800	ENSMUSG00000034706|Dnaic2	4568	0	1	0	0	4	1	3	0	0	2	1	1	0	0	6	1	2	2	1	0	1	0	0	0
9801	ENSMUSG00000034707|Gns	3855	7977	6787	6426	6440	6927	8595	7298	6604	5480	6248	6800	8427	10126	7594	7059	6622	6735	9819	7894	7285	6846	5118	7065	8733
9802	ENSMUSG00000034708|Grn	3474	7343	7898	7655	7168	4433	7638	7462	8326	5924	6683	5426	6548	7674	6259	6490	5114	5338	6463	6301	7287	6506	4394	5543	6004
9803	ENSMUSG00000034709|Klraq1	3133	622	721	749	725	906	700	596	680	639	781	737	752	551	578	778	649	586	685	369	581	641	546	846	788
9804	ENSMUSG00000034714|Ttyh2	3739	2835	3187	3596	3328	3216	3036	2776	3104	2880	3625	3666	2992	2313	3222	3488	3520	2593	3272	2379	2507	3205	2313	2820	3381
9805	ENSMUSG00000034723|Tmx4	10907	1141	920	1011	989	1199	1439	1177	1070	946	1098	1172	1200	1185	716	916	790	1148	926	798	809	798	723	1078	1126
9806	ENSMUSG00000034724|Cnot6l	10313	1655	1202	1452	1711	1918	1964	1494	1390	1378	1734	1804	1936	1869	1121	1356	1316	1355	1706	1242	1284	1476	1458	1600	1673
9807	ENSMUSG00000034729|Mrps10	8079	818	682	882	844	806	827	815	741	722	843	720	842	756	625	690	747	575	701	721	604	547	673	810	794
9808	ENSMUSG00000034730|Bai1	6313	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
9809	ENSMUSG00000034731|Dgkh	4089	206	109	117	96	110	153	196	127	102	117	94	199	157	67	66	65	72	89	69	110	66	78	102	115
9810	ENSMUSG00000034732|Pabpc5	2434	1	1	1	5	1	1	0	6	2	3	2	2	6	0	0	1	4	0	1	0	0	1	0	1
9811	ENSMUSG00000034738|Nostrin	1888	477	719	849	775	736	750	563	660	714	888	1000	720	670	584	701	1007	751	855	721	450	647	621	843	744
9812	ENSMUSG00000034739|Mfrp	4418	97	85	100	100	90	72	75	78	69	107	85	64	80	94	100	80	78	76	53	77	77	66	87	81
9813	ENSMUSG00000034744|Nagk	3293	509	388	490	532	473	758	466	413	421	581	665	553	606	427	359	440	340	547	469	296	333	384	582	606
9814	ENSMUSG00000034748|Sirt6	2785	86	92	121	145	68	105	94	102	98	140	114	98	97	80	72	103	85	110	84	67	66	67	103	72
9815	ENSMUSG00000034751|Mast4	25825	182	326	278	343	275	256	208	288	273	359	318	243	234	225	273	297	285	272	196	256	314	244	289	241
9816	ENSMUSG00000034755|Pcdh11x	10722	19	12	11	16	20	15	13	11	6	10	17	13	19	14	13	11	12	9	11	10	8	5	19	17
9817	ENSMUSG00000034757|Tmub2	2544	818	797	917	858	931	1006	750	782	823	879	874	884	862	639	872	788	804	930	635	640	745	690	1024	1002
9818	ENSMUSG00000034758|Tle6	3088	55	105	95	77	73	44	36	68	62	74	57	39	53	41	74	95	74	76	38	71	68	37	52	60
9819	ENSMUSG00000034761|Map4k5	10257	1037	928	1082	1047	1041	1077	1119	943	973	1192	893	1012	1070	706	903	975	780	923	827	853	814	877	1193	941
9820	ENSMUSG00000034762|Glis1	3645	4	0	1	0	0	5	0	0	0	2	2	3	3	1	1	5	2	0	3	2	0	0	1	0
9821	ENSMUSG00000034764|1700006J14Rik	3018	1	2	2	6	2	3	2	3	4	6	1	1	3	3	1	3	1	6	3	0	0	0	1	2
9822	ENSMUSG00000034765|Dusp5	2473	58	35	53	38	76	43	41	43	48	43	32	65	37	38	47	33	38	41	47	39	45	29	57	38
9823	ENSMUSG00000034768|Asb16	2843	0	1	4	5	2	11	3	6	1	1	5	2	1	0	2	5	0	0	2	0	3	0	1	3
9824	ENSMUSG00000034771|Tle2	6289	306	334	399	412	313	251	266	335	307	401	294	237	242	242	321	292	201	229	143	308	230	282	262	201
9825	ENSMUSG00000034773|BC030867	3032	5	5	1	7	3	0	6	3	1	4	5	4	1	0	0	2	0	3	0	0	0	6	1	2
9826	ENSMUSG00000034774|Dsg1c	4088	565	315	144	157	505	587	493	331	212	176	150	471	2431	394	335	456	683	945	1002	510	392	464	224	367
9827	ENSMUSG00000034777|Vax2	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9828	ENSMUSG00000034780|B3galt1	5983	391	940	794	565	507	481	1094	711	679	671	697	619	629	506	685	517	659	703	1065	1187	684	534	902	719
9829	ENSMUSG00000034781|Gna11	4097	1957	2003	2147	2101	1859	2207	2044	2076	1658	2166	1844	2102	2079	2090	2040	1903	1403	2132	2033	1918	1683	1500	2121	2134
9830	ENSMUSG00000034783|Cd207	1530	120	383	299	282	201	209	216	394	287	158	158	242	230	346	885	479	125	382	387	359	438	264	340	245
9831	ENSMUSG00000034785|Dio1	1970	7343	8499	8146	4724	4858	7820	9587	7489	5472	5569	6220	6597	4348	5875	6048	3119	837	5007	6004	4852	5039	3203	3384	4400
9832	ENSMUSG00000034786|Gpsm3	1343	106	65	82	89	77	61	54	92	74	89	58	84	61	66	69	63	84	73	47	39	61	88	81	79
9833	ENSMUSG00000034789|Rab24	1865	769	761	826	740	880	859	741	716	650	754	802	849	855	605	778	824	490	858	641	752	554	648	859	826
9834	ENSMUSG00000034792|Gna15	2429	38	18	25	31	16	22	20	29	15	41	14	19	19	24	16	13	21	16	24	13	16	19	17	16
9835	ENSMUSG00000034793|G6pc3	2226	114	138	138	143	129	213	108	129	105	194	159	153	109	97	117	133	77	134	147	92	93	99	114	131
9836	ENSMUSG00000034795|Ccdc122	1985	167	138	226	195	214	304	142	143	132	216	243	232	216	100	129	168	150	185	149	100	106	96	154	185
9837	ENSMUSG00000034796|Cpne7	5268	2	2	2	0	4	0	2	2	3	7	8	3	1	1	1	7	4	4	1	9	4	4	5	1
9838	ENSMUSG00000034799|Unc13a	12623	10	15	26	30	18	21	9	16	18	23	19	18	10	11	9	18	11	15	11	5	10	7	12	28
9839	ENSMUSG00000034800|Zfp661	5165	123	174	227	212	118	179	135	185	155	199	122	141	174	103	111	144	142	152	163	144	77	100	155	157
9840	ENSMUSG00000034801|Sos2	5721	931	663	868	692	914	967	851	658	699	788	708	1033	891	611	819	631	600	897	670	696	607	613	784	799
9841	ENSMUSG00000034807|Glt25d1	3179	2300	2692	3010	2564	2077	2905	2226	2803	2274	2842	2369	2272	2785	2542	2624	2234	1883	2533	2383	2531	2421	1654	2212	2564
9842	ENSMUSG00000034810|Scn7a	7338	45	61	45	78	63	45	80	54	53	63	31	43	48	45	76	51	74	73	41	53	61	20	44	65
9843	ENSMUSG00000034813|Grip1	12441	6	5	9	5	2	6	5	11	5	4	1	1	6	6	7	4	2	9	10	5	2	3	0	10
9844	ENSMUSG00000034818|Celf5	6822	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1
9845	ENSMUSG00000034820|Cpsf7	3942	945	770	966	889	832	860	957	829	873	930	757	885	870	723	838	802	748	761	614	911	646	718	926	715
9846	ENSMUSG00000034825|Nrip3	4119	7	6	2	1	7	0	5	4	1	1	1	2	2	2	3	1	3	2	2	7	3	5	2	1
9847	ENSMUSG00000034826|Nup54	3011	746	708	711	709	735	711	741	637	567	736	552	683	652	624	660	602	511	624	565	605	512	562	725	524
9848	ENSMUSG00000034829|Nxnl1	2777	1	0	2	0	0	2	2	1	0	0	0	0	1	0	0	0	0	3	0	4	0	1	0	0
9849	ENSMUSG00000034832|Tet3	11086	953	743	843	846	1063	1011	801	698	712	904	1011	1162	880	593	752	701	732	1011	579	874	680	693	866	963
9850	ENSMUSG00000034833|Tespa1	1694	8	5	4	2	9	4	6	6	4	4	6	8	7	4	6	5	14	4	3	3	5	6	3	2
9851	ENSMUSG00000034837|Gnat1	2205	27	22	33	58	36	187	49	40	14	27	144	105	138	58	37	96	171	322	346	44	36	19	62	73
9852	ENSMUSG00000034839|Larp6	2440	3	6	0	0	1	3	3	4	2	3	3	5	0	1	3	1	2	2	1	0	1	0	2	0
9853	ENSMUSG00000034842|Art3	9139	88	105	129	97	128	117	79	108	75	104	91	105	100	99	81	102	99	90	62	63	108	93	100	112
9854	ENSMUSG00000034845|Plvap	2356	1578	1532	1597	1722	1489	1539	1539	1466	1266	1748	1485	1616	1483	1571	1545	1781	1379	1896	1301	1394	1503	1338	1537	1765
9855	ENSMUSG00000034848|Ttc21b	9666	231	264	329	354	276	457	241	361	263	348	383	320	274	222	279	238	230	236	239	170	290	184	345	285
9856	ENSMUSG00000034850|Tmem127	4811	1937	1740	1816	1830	1828	1928	1926	1760	1651	1991	1569	1895	1902	1662	1868	1553	1633	1951	1457	1589	1496	1673	2079	2105
9857	ENSMUSG00000034853|Acot11	6270	409	775	773	577	568	768	572	984	509	582	692	526	263	473	656	358	134	378	569	221	295	246	297	324
9858	ENSMUSG00000034854|Mfsd12	4543	494	546	624	798	652	591	519	629	456	758	741	563	512	568	441	538	250	562	415	372	463	384	465	541
9859	ENSMUSG00000034855|Cxcl10	1520	127	116	163	185	137	143	94	166	119	202	133	123	94	126	115	100	231	78	49	63	65	69	124	109
9860	ENSMUSG00000034858|BC031353	4521	3441	5318	3772	4141	3025	4511	3871	5460	3349	4207	4015	3158	3816	3400	3768	4304	2461	3971	2547	3568	3418	3101	3917	3850
9861	ENSMUSG00000034863|Ano8	3753	221	205	298	312	202	320	183	226	199	299	340	243	198	146	187	214	137	213	222	159	210	181	187	188
9862	ENSMUSG00000034867|Ankrd27	4292	1219	1144	1018	1198	1285	1308	1119	1075	891	1254	1108	1353	1215	742	777	909	804	1244	920	743	792	766	1107	1294
